1552673418,5168
P,1552673449,5168
P,1552673478,5166
P,1552673507,5167
P,1552673537,5168
P,1552673566,5167
P,1552673595,5168
P,1552673624,5167
P,1552673654,5168
P,1552673683,5168
P,1552673712,5168
P,1552673743,5168
P,1552673772,5168
P,1552673801,5168
P,1552673830,5167
P,1552673860,5167
P,1552673889,5168
P,1552673918,5168
P,1552673948,5167
P,1552673977,5168
P,1552674006,5168
P,1552674036,5167
P,1552674066,5169
P,1552674095,5168
P,1552674124,5169
P,1552674153,5167
P,1552674183,5167
P,1552674212,5169
P,1552674241,5168
P,1552674271,5169
P,1552674300,5168
P,1552674330,5168
P,1552674359,5169
P,1552674389,5168
P,1552674418,5168
P,1552674447,5169
P,1552674477,5167
P,1552674506,5168
P,1552674535,5167
P,1552674564,5169
P,1552674594,5167
P,1552674624,5168
P,1552674653,5167
P,1552674683,5169
P,1552674712,5168
P,1552674741,5168
P,1552674770,5169
P,1552674800,5168
P,1552674829,5169
P,1552674858,5169
P,1552674888,5169
P,1552674918,5168
P,1552674947,5168
P,1552674976,5166
P,1552675006,5169
P,1552675035,5169
P,1552675065,5170
P,1552675095,5170
P,1552675124,5169
P,1552675153,5169
P,1552675182,5169
P,1552675213,5168
P,1552675242,5168
P,1552675271,5170
P,1552675301,5168
P,1552675330,5169
P,1552675359,5169
P,1552675388,5170
P,1552675418,5167
P,1552675447,5168
P,1552675476,5168
P,1552675507,5168
P,1552675536,5167
P,1552675565,5167
P,1552675594,5168
P,1552675624,5167
P,1552675653,5169
P,1552675682,5169
P,1552675712,5169
P,1552675741,5169
P,1552675770,5169
P,1552675800,5168
P,1552675830,5169
P,1552675859,5170
P,1552675888,5169
P,1552675917,5168
P,1552675947,5169
P,1552675976,5168
P,1552676005,5169
P,1552676035,5169
P,1552676064,5169
P,1552676094,5167
P,1552676123,5169
P,1552676153,5170
P,1552676182,5170
P,1552676211,5169
P,1552676241,5167
P,1552676270,5169
P,1552676299,5170
P,1552676328,5168
P,1552676358,5170
P,1552676388,5170
P,1552676417,5169
P,1552676447,5167
P,1552676476,5168
P,1552676505,5169
P,1552676534,5169
P,1552676564,5168
P,1552676593,5168
P,1552676622,5170
P,1552676652,5168
P,1552676682,5168
P,1552676711,5170
P,1552676740,5168
P,1552676770,5168
P,1552676799,5170
P,1552676828,5168
P,1552676858,5169
P,1552676887,5168
P,1552676916,5169
P,1552676945,5169
P,1552676976,5169
P,1552677005,5170
P,1552677034,5169
P,1552677064,5169
P,1552677093,5167
P,1552677122,5169
P,1552677151,5170
P,1552677181,5170
P,1552677210,5171
P,1552677239,5169
P,1552677270,5169
P,1552677299,5169
P,1552677328,5168
P,1552677357,5169
P,1552677387,5169
P,1552677416,5168
P,1552677445,5169
P,1552677475,5168
P,1552677504,5168
P,1552677533,5168
P,1552677563,5168
P,1552677593,5171
P,1552677622,5169
P,1552677651,5170
P,1552677681,5168
P,1552677711,5167
P,1552677740,5169
P,1552677769,5170
P,1552677799,5169
P,1552677828,5168
P,1552677858,5169
P,1552677887,5170
P,1552677917,5170
P,1552677946,5170
P,1552677975,5169
P,1552678005,5168
P,1552678034,5170
P,1552678063,5169
P,1552678092,5169
P,1552678122,5170
P,1552678152,5169
P,1552678181,5169
P,1552678211,5168
P,1552678240,5170
P,1552678269,5169
P,1552678298,5169
P,1552678328,5170
P,1552678357,5169
P,1552678386,5168
P,1552678416,5169
P,1552678446,5170
P,1552678475,5170
P,1552678504,5168
P,1552678534,5169
P,1552678563,5169
P,1552678592,5169
P,1552678622,5171
P,1552678651,5170
P,1552678680,5169
P,1552678709,5169
P,1552678740,5168
P,1552678769,5170
P,1552678798,5170
P,1552678828,5170
P,1552678857,5169
P,1552678886,5169
P,1552678915,5170
P,1552678945,5170
P,1552678974,5170
P,1552679003,5170
P,1552679034,5169
P,1552679063,5168
P,1552679092,5170
P,1552679121,5168
P,1552679151,5170
P,1552679180,5169
P,1552679209,5170
P,1552679239,5170
P,1552679268,5169
P,1552679297,5170
P,1552679327,5171
P,1552679357,5168
P,1552679386,5170
P,1552679415,5169
P,1552679444,5170
P,1552679474,5169
P,1552679503,5169
P,1552679532,5170
P,1552679562,5169
P,1552679591,5169
P,1552679621,5170
P,1552679650,5168
P,1552679680,5169
P,1552679709,5169
P,1552679738,5171
P,1552679768,5168
P,1552679797,5170
P,1552679826,5170
P,1552679855,5170
P,1552679885,5171
P,1552679915,5169
P,1552679944,5170
P,1552679974,5169
P,1552680003,5170
P,1552680032,5169
P,1552680061,5170
P,1552680091,5170
P,1552680120,5171
P,1552680149,5171
P,1552680179,5170
P,1552680209,5169
P,1552680238,5170
P,1552680267,5169
P,1552680297,5169
P,1552680327,5171
P,1552680356,5170
P,1552680386,5170
P,1552680415,5169
P,1552680444,5171
P,1552680473,5170
