,685575,131
O,1564966530,685546,143
O,1564966530,685510,55
O,1564966531,685500,140
O,1564966532,685514,101
O,1564966532,685481,106
O,1564966533,685511,201
O,1564966533,685343,380
O,1564966534,685241,203
O,1564966534,685337,152
O,1564966535,685381,147
O,1564966535,685363,111
O,1564966536,685358,111
O,1564966537,685264,121
O,1564966537,685264,174
O,1564966538,685148,198
O,1564966538,685191,262
O,1564966539,685194,284
O,1564966539,685263,195
O,1564966540,685304,170
O,1564966541,685271,86
O,1564966541,685302,113
O,1564966542,685285,101
O,1564966542,685291,70
O,1564966542,685346,140
O,1564966542,685306,130
O,1564966543,685239,148
O,1564966544,685158,165
O,1564966544,685147,200
O,1564966545,685234,111
O,1564966545,685195,92
O,1564966546,685168,141
O,1564966546,685168,97
O,1564966547,685161,93
O,1564966548,685129,86
O,1564966548,685162,118
O,1564966549,685164,134
O,1564966549,685189,101
O,1564966550,685176,91
O,1564966550,685159,110
O,1564966551,685173,196
O,1564966552,685152,88
O,1564966552,685180,141
O,1564966553,685203,100
O,1564966553,685168,222
O,1564966554,685179,158
O,1564966554,685137,102
O,1564966555,685119,129
O,1564966555,685140,210
O,1564966556,685158,127
O,1564966557,685109,117
T,1564966557,2951
P,1564966557,4996
P,1564966586,5000
P,1564966616,5000
P,1564966645,4999
D,1564966656,523264
R,1564966656,6000B79F75
R,1564966656,6000B79F75
X,1564966658,1012251,47124
X,1564966659,1022121,43629
X,1564966659,1015821,9012
X,1564966660,1017317,14767
X,1564966660,1015337,12783
X,1564966661,1016464,2676
X,1564966661,1016551,23821
X,1564966662,1016530,2805
X,1564966663,1016834,2073
X,1564966663,1016941,2393
X,1564966664,1017212,6168
X,1564966664,1017267,4686
X,1564966665,1017182,3378
X,1564966665,1017285,2756
X,1564966665,1017160,3762
X,1564966666,1017339,1194
X,1564966666,1017292,995
X,1564966667,1017307,1651
X,1564966667,1017714,1752
X,1564966668,1017472,2547
X,1564966668,1017344,2749
X,1564966669,1017514,1091
X,1564966669,1017406,2289
X,1564966670,1017624,2249
X,1564966671,1017483,3205
X,1564966671,1017571,1937
X,1564966672,1017568,1474
X,1564966672,1017557,1735
X,1564966673,1017627,1605
X,1564966673,1017860,6855
X,1564966674,1019297,6019
P,1564966674,4992
X,1564966675,1019768,40687
X,1564966675,1018754,12357
X,1564966676,1018203,8515
X,1564966676,1018231,2352
X,1564966677,1018081,3066
X,1564966677,1018053,1621
X,1564966678,1017840,1040
X,1564966679,1018107,1320
X,1564966679,1018192,1046
X,1564966680,1018079,2829
X,1564966680,1018179,1159
X,1564966681,1018231,1659
X,1564966681,1018164,2191
X,1564966682,1018198,1288
X,1564966683,1018298,1070
X,1564966683,1018449,10853
X,1564966684,1018294,1507
X,1564966684,1018335,2697
X,1564966685,1018423,18881
X,1564966685,1018267,1811
X,1564966686,1018018,3290
X,1564966687,1018446,4051
X,1564966687,1018270,1437
X,1564966688,1018415,1541
X,1564966688,1018244,2211
X,1564966689,1018635,2081
X,1564966689,1018106,3504
X,1564966690,1018586,958
X,1564966690,1018800,1022
X,1564966691,1018466,1927
X,1564966692,1018424,1130
X,1564966692,1018446,681
X,1564966693,1018408,1576
X,1564966693,1018417,1365
X,1564966694,1018382,1805
X,1564966694,1018449,992
X,1564966695,1018546,1054
X,1564966696,1018562,5008
X,1564966696,1018250,1549
X,1564966697,1018366,1444
X,1564966697,1018392,3393
X,1564966698,1018349,1302
X,1564966698,1018176,885
X,1564966699,1018275,1846
X,1564966700,1018231,1313
X,1564966700,1017496,8332
X,1564966701,1018321,20556
X,1564966701,1018040,1270
X,1564966702,1018188,1089
X,1564966702,1018261,1443
