,1005962,23044
X,1565052672,1006572,2596
X,1565052673,1006489,12967
X,1565052673,1007099,2913
X,1565052674,1006793,18379
X,1565052674,1006819,17614
X,1565052675,1006560,1771
X,1565052676,1006691,13873
X,1565052676,1006830,12978
X,1565052677,1006823,3777
X,1565052677,1006091,17113
X,1565052678,1006741,3869
X,1565052678,1006626,13785
X,1565052679,1006696,1517
X,1565052680,1006577,1305
X,1565052680,1006585,18198
X,1565052681,1006995,2594
X,1565052681,1006831,14480
X,1565052682,1006841,1377
X,1565052682,1006686,1043
X,1565052683,1006862,1066
X,1565052683,1006513,8867
X,1565052684,1005773,15028
X,1565052685,1006661,1873
X,1565052685,1006877,13419
X,1565052686,1006666,1053
X,1565052686,1006802,6127
X,1565052687,1006706,19448
X,1565052687,1006758,6654
X,1565052688,1006534,13005
X,1565052689,1006834,1643
X,1565052689,1006782,1495
X,1565052690,1006791,1131
X,1565052690,1006775,1179
X,1565052691,1006839,22086
X,1565052691,1006661,1804
X,1565052692,1007408,15114
X,1565052693,1006959,1582
X,1565052693,1006813,972
X,1565052694,1006715,1186
P,1565052694,4994
X,1565052694,1006837,1243
X,1565052695,1006773,789
X,1565052695,1006802,1253
X,1565052696,1006708,19510
X,1565052697,1006564,2924
X,1565052697,1006567,15115
X,1565052698,1006886,1368
X,1565052698,1006783,1082
X,1565052699,1006761,892
X,1565052699,1006627,17468
X,1565052700,1006706,4576
X,1565052700,1006019,5275
X,1565052700,1006444,7987
X,1565052701,1006749,1315
X,1565052701,1006714,803
X,1565052702,1006713,1092
X,1565052702,1006621,879
X,1565052703,1006672,1005
X,1565052703,1006504,20669
X,1565052704,1006551,2090
X,1565052705,1006622,20590
X,1565052705,1006820,1034
X,1565052706,1006652,976
X,1565052706,1006968,20171
X,1565052707,1006960,3467
X,1565052707,1006579,12973
X,1565052708,1007204,4261
X,1565052709,1006678,955
X,1565052709,1006721,944
X,1565052710,1006599,895
X,1565052710,1006625,911
X,1565052711,1006601,533
X,1565052711,1006935,3240
X,1565052712,1005490,18568
X,1565052713,1006469,3076
X,1565052713,1006648,14082
X,1565052714,1006852,1671
X,1565052714,1006744,878
A,1565052714,1006740,371
T,1565052714,2969
X,1565052716,1006753,21478
X,1565052717,1006582,2497
X,1565052717,1006547,16046
X,1565052718,1006804,2080
X,1565052719,1007022,16055
X,1565052719,1006107,3757
X,1565052720,1006649,1195
X,1565052720,1006458,20891
X,1565052721,1006498,3197
X,1565052721,1006422,15599
X,1565052722,1006539,2127
X,1565052722,1007159,10240
X,1565052723,1007036,13289
P,1565052723,4995
X,1565052724,1006666,8320
X,1565052724,1006151,10695
X,1565052725,1006813,2804
X,1565052725,1006788,1467
X,1565052726,1006696,18917
X,1565052726,1006703,3100
X,1565052727,1006551,13327
X,1565052728,1006902,1166
X,1565052728,1006664,1088
X,1565052729,1006663,439
X,1565052729,1006651,22332
X,1565052730,1006685,2867
X,1565052730,1006677,19594
X,1565052731,1006982,1773
X,1565052732,1006817,1200
X,1565052732,1006770,1289
X,1565052733,1006787,1209
X,1565052733,1007902,12143
X,1565052734,1006589,8323
X,1565052734,1006949,15791
X,1565052735,1007101,3308
X,1565052736,1006814,1443
X,1565052736,1006754,876
X,1565052737,1006832,19490
X,1565052737,1006792,2456
X,1565052738,1006654,13529
X,1565052738,1007023,4711
X,1565052739,1006732,1288
X,1565052740,1006878,925
X,1565052740,1006735,1758
X,1565052741,1006888,1102
X,1565052741,1006860,24074
X,1565052741,1006635,2642
X,1565052741,1006902,14747
X,1565052742,1007128,4978
X,1565052742,1006817,1140
X,1565052743,1006739,1161
X,1565052744,1006604,1358
X,1565052744,1006799,726
X,1565052745,1006702,683
X,1565052745,1006660,770
X,1565052746,1006705,2004
X,1565052746,1006208,20100
X,1565052747,1006556,2512
X,1565052748,1006401,13058
