,953049,8526
X,1565043452,953007,2031
X,1565043453,953151,3214
X,1565043453,952721,2425
X,1565043454,953071,17711
X,1565043454,953223,1756
X,1565043455,952786,3979
X,1565043456,953040,5710
X,1565043456,953130,1946
X,1565043457,953017,1142
X,1565043457,953124,16619
X,1565043458,953290,1948
X,1565043458,953398,9278
X,1565043459,953480,2429
X,1565043460,953092,1607
X,1565043460,953215,854
X,1565043461,953178,1673
X,1565043461,952916,1448
X,1565043462,952977,22437
X,1565043462,952964,3171
X,1565043463,952996,2650
X,1565043464,953675,10005
P,1565043464,5020
X,1565043464,953257,876
X,1565043465,953304,17281
X,1565043465,953176,2782
X,1565043466,953237,12657
X,1565043466,953117,4415
X,1565043467,953169,2213
X,1565043468,953205,1736
X,1565043468,953281,1340
X,1565043469,953444,1398
X,1565043469,953007,18062
X,1565043470,953301,2297
X,1565043470,953310,1204
X,1565043471,953242,8376
X,1565043471,953177,1488
X,1565043471,953144,1113
X,1565043472,953171,1186
X,1565043472,953755,8874
X,1565043473,953616,8947
X,1565043473,953075,3568
X,1565043474,953629,10137
X,1565043474,953078,1454
X,1565043475,952970,1498
X,1565043476,953068,23205
X,1565043476,953086,1610
X,1565043477,953215,2296
X,1565043477,953169,7072
X,1565043478,953246,1413
X,1565043478,953137,1230
X,1565043479,953166,851
X,1565043480,953028,1182
X,1565043480,953180,1186
X,1565043481,953219,23562
X,1565043481,953284,875
X,1565043482,953226,12030
X,1565043482,953681,3340
X,1565043483,953374,1423
X,1565043484,953221,1322
X,1565043484,953380,1929
X,1565043485,953334,1272
X,1565043485,953222,1403
X,1565043486,953383,21182
X,1565043486,953341,1340
X,1565043487,953490,7099
X,1565043488,953754,2511
X,1565043488,953380,1108
X,1565043489,953370,1247
X,1565043489,953925,7867
X,1565043490,953725,5687
X,1565043490,953474,3106
X,1565043491,953448,11312
X,1565043492,953475,1251
X,1565043492,953448,987
X,1565043493,953710,17109
P,1565043493,5018
X,1565043493,953637,2054
X,1565043494,953517,1741
X,1565043494,953478,7109
X,1565043495,953388,934
X,1565043495,953332,967
X,1565043496,953358,1212
X,1565043497,953107,12981
X,1565043497,953091,3795
X,1565043498,953378,2665
X,1565043498,953187,10299
X,1565043499,953340,13909
X,1565043499,953302,19441
X,1565043500,952959,5364
X,1565043501,953188,1563
X,1565043501,953377,7564
X,1565043502,953533,2097
X,1565043502,953433,1132
X,1565043503,953527,1921
X,1565043503,953386,13298
X,1565043504,953340,1222
X,1565043505,953454,11806
X,1565043505,953592,3555
X,1565043506,953435,1684
X,1565043506,953289,852
X,1565043507,953290,2030
X,1565043507,952278,13014
X,1565043508,953374,8682
X,1565043509,953260,6110
X,1565043509,953371,1479
X,1565043510,953445,1666
X,1565043510,953356,14426
X,1565043511,953388,1654
X,1565043511,952926,8881
X,1565043512,953237,4001
X,1565043513,953285,1309
X,1565043513,953254,1225
X,1565043514,953280,987
X,1565043514,953295,23353
X,1565043515,953350,823
X,1565043515,952948,9014
X,1565043516,953395,2051
X,1565043516,953227,1013
X,1565043517,953208,1413
X,1565043518,953271,1343
X,1565043518,953180,21128
X,1565043519,953501,3566
X,1565043519,953241,6080
X,1565043520,953350,5709
X,1565043520,953357,2127
X,1565043521,953196,1704
X,1565043522,953321,1383
X,1565043522,953312,909
X,1565043523,953258,1223
P,1565043523,5019
X,1565043523,953343,19679
X,1565043524,953319,2931
X,1565043524,953458,5369
X,1565043525,953658,3333
X,1565043526,953303,2530
X,1565043526,953132,1026
X,1565043527,953282,1127
X,1565043527,953177,916
