H,1563765540,700040
P,1563765540,5107
P,1563765570,5107
D,1563765597,695552
R,1563765597,6000B7B6F4
R,1563765597,6000B7B6F4
R,1563765597,6000B7B6F4
P,1563765599,5107
X,1563765599,1066805,31957
X,1563765600,1068053,23917
X,1563765600,1069424,8630
X,1563765601,1070406,8245
X,1563765601,1070511,6429
X,1563765602,1070615,30037
X,1563765603,1072222,28737
X,1563765603,1067107,381
X,1563765604,1071015,42123
X,1563765604,1068630,10579
X,1563765605,1069505,4991
X,1563765605,1070369,5320
X,1563765606,1068052,2210
X,1563765607,1067912,5169
X,1563765607,1066854,6357
X,1563765608,1068365,9056
X,1563765608,1071289,3988
X,1563765609,1076008,41428
X,1563765609,1071426,59077
X,1563765610,1071314,41177
X,1563765611,1077912,13064
X,1563765611,1088010,22785
X,1563765612,1074341,16041
X,1563765612,1072556,48671
X,1563765613,1062942,9007
X,1563765613,1065295,26079
X,1563765614,1063928,3105
X,1563765614,1064513,5630
X,1563765615,1063129,2088
X,1563765616,1063505,14767
X,1563765616,1063774,2177
X,1563765617,1063697,1895
X,1563765617,1063734,3086
X,1563765618,1063620,924
X,1563765618,1063513,1615
X,1563765619,1063423,4544
X,1563765620,1063507,2702
X,1563765620,1063400,1597
X,1563765621,1063401,5387
X,1563765621,1063147,2894
X,1563765622,1063317,1085
X,1563765622,1063230,5988
X,1563765623,1063512,2219
X,1563765624,1063398,11232
X,1563765624,1063181,3933
X,1563765624,1063670,2082
X,1563765624,1063292,3193
X,1563765625,1063203,2088
X,1563765625,1063542,9242
X,1563765626,1063604,2938
X,1563765627,1063081,7728
X,1563765627,1064568,8719
X,1563765628,1063510,2624
P,1563765628,5100
X,1563765628,1063439,6181
X,1563765629,1063297,6754
X,1563765629,1063606,1662
X,1563765630,1063538,6130
X,1563765631,1064023,4293
X,1563765631,1063779,1733
X,1563765632,1063667,1384
X,1563765632,1063576,4242
X,1563765633,1064203,5337
X,1563765633,1063470,5584
X,1563765634,1063543,6224
X,1563765634,1063690,1545
X,1563765635,1063672,1543
X,1563765636,1063325,4676
X,1563765636,1063931,1963
X,1563765637,1063676,2151
X,1563765637,1063696,1687
X,1563765638,1064061,3369
X,1563765638,1063734,2334
X,1563765639,1063739,2309
X,1563765640,1063678,3047
X,1563765640,1063788,2290
X,1563765641,1064230,9339
X,1563765641,1063241,10528
X,1563765642,1063795,843
X,1563765642,1063725,1380
X,1563765643,1063717,2820
X,1563765644,1063810,4282
X,1563765644,1064547,8087
X,1563765645,1064033,2712
X,1563765645,1063900,15537
X,1563765646,1063868,1105
X,1563765646,1063999,1135
X,1563765647,1063749,5688
X,1563765648,1063948,7801
X,1563765648,1064194,3255
X,1563765649,1064242,2425
X,1563765649,1063822,5804
X,1563765650,1064081,2892
X,1563765650,1064000,1653
X,1563765651,1063610,3346
X,1563765652,1064143,7942
X,1563765652,1063989,3071
X,1563765653,1064108,1323
X,1563765653,1063940,5997
X,1563765654,1063816,8951
X,1563765654,1062737,16364
X,1563765655,1064206,15009
X,1563765655,1063303,1765
X,1563765656,1063587,6697
X,1563765657,1063952,24177
X,1563765657,1064034,6310
X,1563765658,1062409,5356
P,1563765658,5102
X,1563765658,1063255,38118
X,1563765659,1063656,3223
X,1563765659,1063479,2019
X,1563765660,1063341,3621
X,1563765661,1063657,1515
X,1563765661,1063609,1306
X,1563765662,1063589,1114
X,1563765662,1063563,6297
X,1563765663,1063637,2339
X,1563765663,1063522,11863
X,1563765664,1063557,5762
X,1563765665,1063711,1320
X,1563765665,1063838,10047
X,1563765665,1063906,2850
X,1563765665,1063887,3456
X,1563765666,1064008,2003
X,1563765666,1063947,1745
X,1563765667,1063610,4589
X,1563765668,1064036,3844
X,1563765668,1064066,1576
X,1563765669,1064012,1383
X,1563765669,1063897,3687
X,1563765670,1063752,2936
X,1563765670,1064109,1895
X,1563765671,1064020,1744
X,1563765672,1063812,4306
X,1563765672,1063806,4528
X,1563765673,1063894,1719
X,1563765673,1063986,12643
X,1563765674,1063581,2735
X,1563765674,1063905,1616
X,1563765675,1063858,2074
X,1563765675,1063896,1806
X,1563765676,1063942,9931
X,1563765677,1063805,1404
X,1563765677,1063991,1339
X,1563765678,1063983,1181
X,1563765678,1063788,5058
X,1563765679,1063960,1559
X,1563765679,1063901,1109
X,1563765680,1064032,1496
X,1563765681,1063901,6490
X,1563765681,1064300,2200
X,1563765682,1064883,3148
X,1563765682,1064006,3712
X,1563765683,1063848,8505
X,1563765683,1064137,1635
X,1563765684,1063783,7736
X,1563765685,1064873,6295
X,1563765685,1064782,27366
X,1563765686,1063934,5718
X,1563765686,1064024,2872
X,1563765687,1064347,5259
P,1563765687,5103
X,1563765687,1064424,2266
X,1563765688,1064389,3088
X,1563765689,1064220,2932
X,1563765689,1064549,16621
