65207767,1005312,11474
X,1565207768,1005496,1423
X,1565207768,1005529,1010
P,1565207769,5005
X,1565207769,1005442,850
X,1565207769,1005370,848
X,1565207770,1005434,796
X,1565207771,1005401,846
A,1565207771,1005405,229
T,1565207771,2946
R,1565207771,6000BBA08A
X,1565207773,1005416,13508
X,1565207773,1005545,645
X,1565207774,1005468,1368
X,1565207774,1005462,666
X,1565207775,1005441,504
X,1565207776,1005349,25521
X,1565207776,1005438,3265
X,1565207777,1005311,1031
X,1565207777,1005438,14390
X,1565207778,1005451,829
X,1565207778,1005504,1006
X,1565207779,1005433,741
X,1565207780,1005475,793
X,1565207780,1005445,1025
X,1565207781,1005454,15930
X,1565207781,1005336,2670
X,1565207782,1005431,12121
X,1565207782,1005652,3216
X,1565207783,1005410,885
X,1565207783,1005377,729
X,1565207784,1005114,13908
X,1565207785,1005075,1511
X,1565207785,1005259,1225
X,1565207786,1005377,13229
X,1565207786,1005289,844
X,1565207787,1005431,1480
X,1565207787,1005062,1419
X,1565207788,1004723,948
X,1565207788,1004615,955
X,1565207788,1004567,24879
X,1565207789,1005046,1221
X,1565207789,1005116,8461
X,1565207790,1005193,914
X,1565207790,1004636,1295
X,1565207791,1004766,1380
X,1565207792,1004975,997
X,1565207792,1005101,1382
X,1565207793,1004923,1166
X,1565207793,1004693,1267
X,1565207794,1004773,1144
X,1565207794,1005066,1493
X,1565207795,1004545,15144
X,1565207796,1004573,4694
X,1565207796,1004920,727
X,1565207797,1004796,8304
X,1565207797,1004994,1377
X,1565207798,1005090,665
P,1565207798,4980
X,1565207798,1005076,1285
X,1565207799,1004543,1163
X,1565207800,1004083,1812
X,1565207800,1003698,22613
X,1565207801,1004051,1551
X,1565207801,1003786,11686
X,1565207802,1004342,818
X,1565207802,1004959,1435
X,1565207803,1004688,1436
X,1565207803,1004858,685
X,1565207804,1005009,24580
X,1565207805,1005181,2062
X,1565207805,1004766,3238
X,1565207806,1005558,9120
X,1565207806,1005339,1387
X,1565207807,1005239,1450
X,1565207807,1005409,1150
X,1565207808,1005255,1393
X,1565207809,1005155,784
X,1565207809,1004961,23595
X,1565207810,1005046,1267
X,1565207810,1005221,7915
X,1565207811,1005627,2705
X,1565207811,1005337,652
X,1565207812,1005485,653
A,1565207812,1005178,1203
T,1565207812,2946
R,1565207812,6000BBA08A
X,1565207814,1005208,948
X,1565207815,1005446,15126
X,1565207815,1005380,2255
X,1565207816,1005238,1155
X,1565207816,1006090,13937
X,1565207817,1005548,1166
X,1565207817,1005393,913
X,1565207818,1005467,1353
X,1565207819,1005468,1829
X,1565207819,1005472,20827
X,1565207820,1005259,1039
X,1565207820,1005364,10333
X,1565207821,1005540,1538
X,1565207821,1005273,735
X,1565207822,1005326,1082
X,1565207822,1005390,748
X,1565207823,1005357,675
X,1565207824,1005292,493
X,1565207824,1005419,818
X,1565207825,1005433,22501
X,1565207825,1005304,1192
X,1565207826,1005338,1295
X,1565207826,1005508,12456
X,1565207827,1005519,968
X,1565207828,1005550,754
P,1565207828,5005
X,1565207828,1005508,395
X,1565207829,1005380,1230
X,1565207829,1004240,13736
X,1565207829,1005571,481
X,1565207829,1005542,8890
X,1565207830,1005529,1203
X,1565207831,1005498,20522
X,1565207831,1005499,2931
X,1565207832,1005412,22590
X,1565207832,1005673,1863
X,1565207833,1005697,15045
X,1565207833,1005933,4052
X,1565207834,1005673,1066
X,1565207835,1005623,732
X,1565207835,1005560,1094
X,1565207836,1005525,1080
X,1565207836,1005555,1136
X,1565207837,1005509,21169
X,1565207837,1005619,1285
X,1565207838,1005489,11706
X,1565207839,1005527,542
