,1333656,29739
X,1565049694,1333406,10778
X,1565049694,1333683,17293
X,1565049695,1334163,6932
X,1565049695,1334065,1984
P,1565049696,4997
X,1565049696,1335355,18912
X,1565049697,1333910,5069
X,1565049697,1333819,1965
X,1565049698,1334164,17225
X,1565049698,1333865,9857
X,1565049699,1333727,20179
X,1565049699,1333350,4269
X,1565049700,1333016,18012
X,1565049700,1333595,2965
X,1565049701,1333533,2502
X,1565049702,1333484,1568
X,1565049702,1333415,2592
X,1565049703,1333614,2046
X,1565049703,1333857,14823
X,1565049704,1333583,5273
X,1565049704,1332792,11876
X,1565049705,1333464,7298
X,1565049706,1333637,20378
X,1565049706,1335260,27098
X,1565049706,1330201,64788
X,1565049706,1333578,16974
X,1565049707,1333665,11194
X,1565049707,1335046,9877
X,1565049708,1334450,8865
X,1565049709,1334275,5557
X,1565049709,1334410,4175
X,1565049710,1333652,24305
X,1565049710,1334279,4494
X,1565049711,1333611,16683
X,1565049711,1334515,2142
X,1565049712,1334579,1392
X,1565049713,1334237,2056
X,1565049713,1334277,1831
X,1565049714,1334223,25329
X,1565049714,1334109,3397
X,1565049715,1334255,19840
X,1565049715,1334519,1880
X,1565049716,1334463,2388
X,1565049717,1334091,1969
X,1565049717,1334144,1327
X,1565049718,1333828,14220
X,1565049718,1334097,5572
X,1565049719,1333560,11296
X,1565049719,1334258,1724
X,1565049720,1333917,1951
X,1565049720,1334310,19654
X,1565049721,1333884,3386
X,1565049722,1333687,27121
X,1565049722,1333955,4170
X,1565049723,1334106,12540
X,1565049723,1333924,4693
X,1565049724,1333556,14947
X,1565049724,1333998,2432
P,1565049725,4988
X,1565049725,1333883,1924
X,1565049726,1333850,2173
X,1565049726,1333988,1898
X,1565049727,1333894,1311
X,1565049727,1334026,1164
X,1565049728,1333986,1396
X,1565049728,1333880,28465
X,1565049729,1333983,2632
X,1565049730,1333900,22794
X,1565049730,1333870,1796
X,1565049731,1334209,2109
X,1565049731,1334041,816
X,1565049732,1334037,1268
X,1565049732,1333939,21965
X,1565049733,1334273,2980
X,1565049734,1334469,22615
X,1565049734,1334087,7486
X,1565049735,1334214,3542
X,1565049735,1333762,7516
X,1565049736,1334578,2351
X,1565049736,1334280,1314
X,1565049737,1334192,1035
X,1565049738,1334735,6502
X,1565049738,1333866,5245
X,1565049739,1334481,64745
X,1565049739,1334600,8845
X,1565049740,1332798,16911
X,1565049740,1334264,9787
X,1565049741,1333936,8416
X,1565049741,1333644,12855
X,1565049742,1333744,6052
X,1565049743,1332417,15260
X,1565049743,1332468,10168
X,1565049744,1333813,10126
X,1565049744,1333575,1835
X,1565049745,1333821,3469
X,1565049745,1333518,1671
X,1565049746,1333667,858
X,1565049747,1333819,28115
X,1565049747,1333647,3762
X,1565049747,1333382,18906
X,1565049747,1334142,1469
X,1565049748,1333913,2158
X,1565049748,1333733,1483
X,1565049749,1333692,14575
X,1565049750,1333675,4867
X,1565049750,1333435,12952
X,1565049751,1333703,16791
X,1565049751,1333771,28532
X,1565049752,1333662,4952
X,1565049752,1333868,14553
X,1565049753,1333913,3789
X,1565049754,1333966,10374
P,1565049754,5001
X,1565049754,1333549,2957
X,1565049755,1333334,14431
X,1565049755,1333667,1726
X,1565049756,1333547,1624
X,1565049756,1333618,2321
X,1565049757,1333879,2314
X,1565049758,1333434,34496
X,1565049758,1333647,3915
X,1565049759,1333633,2283
X,1565049759,1334901,15332
X,1565049760,1333389,2159
X,1565049760,1333461,9341
X,1565049761,1333706,2138
X,1565049761,1333674,1326
X,1565049762,1333636,9117
X,1565049763,1333382,4600
X,1565049763,1333531,14487
X,1565049764,1334025,3530
X,1565049764,1333747,1272
X,1565049765,1333663,1111
X,1565049765,1332852,29629
X,1565049766,1333414,5604
X,1565049767,1333556,2533
X,1565049767,1335320,18240
X,1565049768,1333493,9736
X,1565049768,1333297,2183
