29665,852992
D,1565129668,851200
D,1565129669,854272
D,1565129671,857856
D,1565129673,854272
D,1565129675,853760
D,1565129678,858624
D,1565129680,853760
D,1565129682,843520
D,1565129684,854784
P,1565129686,4997
D,1565129686,854016
D,1565129689,853760
D,1565129691,851200
D,1565129693,852736
D,1565129695,852992
D,1565129697,846336
D,1565129700,854528
D,1565129702,853760
D,1565129704,854272
D,1565129706,853504
D,1565129708,854528
D,1565129710,854272
D,1565129712,853248
D,1565129714,854528
P,1565129715,4996
D,1565129716,854272
D,1565129718,855552
D,1565129721,853248
D,1565129723,848640
D,1565129725,855296
D,1565129727,853504
D,1565129729,853760
D,1565129732,854272
D,1565129734,854272
D,1565129736,854272
D,1565129738,853760
D,1565129740,854016
D,1565129743,853760
D,1565129745,855296
P,1565129745,4997
D,1565129747,854016
D,1565129749,854016
D,1565129751,854016
D,1565129753,861184
D,1565129755,854528
D,1565129757,852224
D,1565129759,854016
D,1565129761,853248
D,1565129764,853760
D,1565129766,852480
D,1565129768,854016
D,1565129770,852736
D,1565129772,859136
P,1565129775,4996
D,1565129775,853760
D,1565129777,851712
D,1565129779,854016
D,1565129781,853248
D,1565129783,857088
D,1565129786,854528
D,1565129788,854016
D,1565129790,854528
D,1565129792,855552
D,1565129794,854016
D,1565129796,854528
D,1565129798,852480
D,1565129800,854272
D,1565129802,859136
P,1565129804,4997
D,1565129805,854784
D,1565129807,860160
D,1565129809,852736
D,1565129811,855808
D,1565129813,858624
D,1565129816,863232
D,1565129818,853504
D,1565129820,855296
D,1565129822,854528
D,1565129824,852224
D,1565129827,853760
D,1565129829,848640
D,1565129831,853760
D,1565129833,854784
P,1565129833,4998
D,1565129834,855296
D,1565129837,854272
D,1565129839,857344
D,1565129841,855040
D,1565129843,854016
D,1565129845,855296
D,1565129848,855040
D,1565129850,852992
D,1565129852,855296
D,1565129854,854016
D,1565129856,854272
D,1565129859,853760
D,1565129861,855552
P,1565129863,4997
D,1565129863,852224
D,1565129865,857088
D,1565129867,854016
D,1565129870,853760
D,1565129872,854016
D,1565129874,851712
D,1565129875,853248
D,1565129877,855552
D,1565129880,854272
D,1565129882,854272
D,1565129884,854016
D,1565129886,850944
D,1565129888,854528
D,1565129891,848640
P,1565129892,4997
D,1565129893,853248
D,1565129895,855552
D,1565129897,852224
D,1565129899,850432
D,1565129902,862464
D,1565129904,852992
D,1565129906,857344
D,1565129908,854272
D,1565129910,853504
D,1565129913,836608
D,1565129915,859392
D,1565129916,854016
D,1565129918,853504
D,1565129920,854528
P,1565129921,4997
D,1565129923,849920
D,1565129925,853504
D,1565129927,849408
D,1565129929,854784
D,1565129931,859392
D,1565129934,854272
D,1565129936,853760
D,1565129938,854016
D,1565129940,854528
D,1565129942,870656
D,1565129945,859136
D,1565129947,866560
D,1565129949,849920
P,1565129951,4998
D,1565129951,852992
D,1565129953,853504
D,1565129956,855040
D,1565129957,853760
D,1565129959,854016
D,1565129961,853760
D,1565129963,850432
D,1565129966,854272
D,1565129968,855808
D,1565129970,852480
D,1565129972,855296
D,1565129974,855040
D,1565129977,845312
D,1565129979,854272
P,1565129980,4997
D,1565129981,845824
D,1565129983,854784
D,1565129985,858368
D,1565129988,853760
D,1565129990,875520
D,1565129992,858880
D,1565129994,867072
D,1565129996,879360
D,1565129999,810496
D,1565130001,836096
D,1565130003,845824
D,1565130005,845056
D,1565130008,845056
D,1565130010,851200
P,1565130010,4997
D,1565130012,858624
D,1565130014,854528
D,1565130016,854016
D,1565130019,855040
D,1565130021,854528
D,1565130023,859392
D,1565130025,855296
D,1565130027,855552
D,1565130030,855808
D,1565130032,855808
D,1565130034,842752
D,1565130036,853760
D,1565130038,853248
P,1565130039,4997
D,1565130040,845824
D,1565130042,859136
D,1565130044,853760
D,1565130046,856064
D,1565130048,860928
D,1565130051,854784
D,1565130053,857088
R,1565130053,6000B7DE36
R,1565130053,6000B7DE36
R,1565130053,6000B7DE36
X,1565130055,1301627,50653
X,1565130055,1298873,15719
X,1565130056,1299740,23221
X,1565130056,1305719,53319
X,1565130057,1292670,65008
X,1565130057,1295017,58150
X,1565130058,1302228,19097
