993,1344562,690
X,1565135994,1344583,10393
X,1565135995,1344495,20856
X,1565135995,1344520,1986
X,1565135996,1344716,14791
X,1565135996,1344929,5301
X,1565135997,1344692,1246
X,1565135997,1344477,2001
X,1565135998,1343648,13373
X,1565135999,1343442,9264
X,1565135999,1344627,9624
X,1565136000,1344706,657
X,1565136000,1344537,1177
X,1565136001,1344741,741
X,1565136001,1344597,1289
X,1565136002,1344494,1251
X,1565136002,1344741,18461
X,1565136003,1344648,1502
X,1565136004,1344908,16181
X,1565136004,1344965,6976
X,1565136005,1344614,896
X,1565136005,1344784,1307
X,1565136006,1344308,24459
X,1565136006,1345051,3416
P,1565136007,4965
X,1565136007,1344119,9895
X,1565136008,1345784,19330
X,1565136008,1344689,1224
X,1565136009,1344609,15917
X,1565136009,1344590,24237
X,1565136010,1344524,16607
X,1565136010,1344870,4561
X,1565136011,1344498,2267
X,1565136012,1344586,1444
X,1565136012,1344667,1290
X,1565136013,1344625,1299
X,1565136013,1344718,14690
X,1565136014,1344779,2400
X,1565136014,1344086,14350
X,1565136015,1344727,2880
X,1565136016,1344839,2399
X,1565136016,1344624,1131
X,1565136017,1344786,19445
X,1565136017,1344868,1832
X,1565136018,1344464,32169
X,1565136018,1344670,1163
X,1565136019,1344547,21956
X,1565136020,1344655,2340
X,1565136020,1344554,16963
X,1565136021,1344878,5488
X,1565136021,1344730,1093
X,1565136022,1344541,14480
X,1565136022,1345016,2880
X,1565136023,1343664,16226
X,1565136024,1344656,3305
X,1565136024,1344409,15216
X,1565136025,1344519,2522
X,1565136025,1344813,2179
X,1565136026,1344428,1859
X,1565136026,1344370,21847
X,1565136027,1344673,2616
X,1565136027,1344515,28289
X,1565136027,1344857,1649
X,1565136028,1344667,1211
X,1565136028,1345141,12190
X,1565136029,1343989,21570
X,1565136029,1344305,37685
X,1565136030,1346352,47683
X,1565136030,1343818,39266
X,1565136031,1343756,41976
X,1565136032,1343463,34037
X,1565136032,1344906,36816
X,1565136033,1343300,25693
X,1565136033,1345631,28009
X,1565136034,1344022,17590
X,1565136034,1344574,11815
X,1565136035,1344730,10315
X,1565136036,1345529,15581
P,1565136036,4973
X,1565136036,1344703,26786
X,1565136037,1344509,7248
X,1565136037,1344652,9295
X,1565136038,1344682,2715
X,1565136038,1344779,25969
X,1565136039,1344648,2122
X,1565136040,1345269,5825
X,1565136040,1344231,5659
X,1565136041,1344712,1418
X,1565136041,1344489,32103
X,1565136042,1344648,4419
X,1565136042,1343458,44768
X,1565136043,1344573,17119
X,1565136044,1344576,5427
X,1565136044,1344524,17375
X,1565136045,1345289,10457
X,1565136045,1344105,12936
X,1565136046,1343074,17729
X,1565136046,1345163,16489
X,1565136047,1344112,19329
X,1565136047,1344719,7418
X,1565136048,1345666,35975
X,1565136049,1344911,12210
X,1565136049,1343895,16081
X,1565136050,1344025,13294
X,1565136050,1344697,1754
X,1565136051,1344956,18351
X,1565136051,1344708,16618
X,1565136052,1345826,5789
X,1565136053,1343672,19512
X,1565136053,1344660,2659
X,1565136054,1344610,1566
X,1565136054,1344494,2610
X,1565136055,1344574,1775
X,1565136055,1345234,4314
X,1565136056,1343532,18822
X,1565136057,1344518,15243
X,1565136057,1344523,2840
X,1565136058,1344745,14891
X,1565136058,1344780,3063
X,1565136059,1344743,1554
X,1565136059,1344561,8430
X,1565136060,1344533,2481
X,1565136061,1344600,1746
X,1565136061,1344464,1114
X,1565136062,1345508,10256
X,1565136062,1344447,7322
X,1565136063,1343960,11142
X,1565136063,1344675,8584
X,1565136064,1344120,6162
X,1565136065,1345036,5002
X,1565136065,1343574,10851
X,1565136066,1346346,12461
P,1565136066,4977
X,1565136066,1343003,14110
X,1565136067,1344782,2166
X,1565136067,1344692,1737
