,1564885938,1362133,1690
X,1564885939,1362231,1470
X,1564885939,1361895,3981
X,1564885940,1362024,991
X,1564885941,1361674,15261
X,1564885941,1362255,5492
X,1564885942,1361888,24604
X,1564885942,1362393,18218
X,1564885943,1362474,2491
X,1564885943,1361509,12461
X,1564885944,1362511,1232
X,1564885945,1362102,1305
X,1564885945,1362218,1096
X,1564885946,1362134,784
X,1564885946,1362093,995
X,1564885947,1362071,1238
X,1564885947,1362049,1046
X,1564885948,1362088,2068
P,1564885948,4986
X,1564885949,1362090,5946
X,1564885949,1362044,1339
X,1564885950,1361914,1130
X,1564885950,1362022,24752
X,1564885951,1361768,1585
X,1564885951,1361284,7750
X,1564885952,1362355,11301
X,1564885953,1362127,1201
X,1564885953,1362107,925
X,1564885954,1362057,750
X,1564885954,1362120,1239
X,1564885955,1362030,846
X,1564885955,1362051,809
X,1564885956,1361979,1638
X,1564885957,1362303,2125
X,1564885957,1361444,20651
X,1564885958,1362322,2508
X,1564885958,1361440,5944
X,1564885959,1362186,7980
X,1564885959,1362070,2498
X,1564885960,1362164,698
X,1564885960,1362164,15361
X,1564885961,1362227,38395
X,1564885962,1361888,3399
X,1564885962,1361953,27669
X,1564885962,1362128,3434
X,1564885962,1362141,1726
X,1564885963,1362135,1806
X,1564885963,1361993,1116
X,1564885964,1362116,1535
X,1564885965,1362082,1096
X,1564885965,1362178,1344
X,1564885966,1362105,893
X,1564885966,1362143,24256
X,1564885967,1362057,1298
X,1564885967,1361996,10972
X,1564885968,1362336,1348
X,1564885969,1362307,1279
X,1564885969,1362244,1295
X,1564885970,1362233,963
X,1564885970,1362171,1440
X,1564885971,1362041,21903
X,1564885971,1362214,1765
X,1564885972,1361970,26926
X,1564885973,1362110,3823
X,1564885973,1362406,20514
X,1564885974,1362183,1508
X,1564885974,1362183,8872
X,1564885975,1362378,1252
X,1564885975,1362459,1229
X,1564885976,1362345,1064
X,1564885977,1362319,1573
X,1564885977,1362174,2739
P,1564885977,4986
X,1564885978,1362465,20077
X,1564885978,1362158,1945
X,1564885979,1362062,14374
X,1564885979,1362263,3554
X,1564885980,1362217,2398
X,1564885980,1362354,4893
X,1564885981,1362151,1351
X,1564885982,1362130,743
X,1564885982,1362004,939
X,1564885983,1361838,22042
X,1564885983,1361964,1996
X,1564885984,1361322,14276
X,1564885984,1362502,7434
X,1564885985,1362571,28698
X,1564885986,1362275,896
X,1564885986,1362245,1300
X,1564885987,1362280,17943
X,1564885987,1362339,1433
X,1564885988,1362101,13220
X,1564885988,1362242,2306
X,1564885989,1362277,906
X,1564885990,1362345,1802
X,1564885990,1362230,1523
X,1564885991,1362176,956
X,1564885991,1362269,2845
X,1564885992,1362030,1391
X,1564885992,1362074,2199
X,1564885993,1362117,1377
X,1564885994,1362029,1315
X,1564885994,1362068,1414
X,1564885995,1361958,619
A,1564885995,1362111,319
T,1564885995,2915
R,1564885995,6000B7DE36
X,1564885997,1362267,28195
X,1564885997,1362298,14041
X,1564885998,1362385,1002
X,1564885998,1362286,705
X,1564885999,1362293,694
X,1564885999,1362265,1080
X,1564886000,1362258,831
X,1564886001,1362271,2286
X,1564886001,1362237,614
X,1564886002,1362106,1471
X,1564886002,1362071,21526
X,1564886003,1361947,1718
X,1564886003,1362267,1781
X,1564886003,1362287,9321
X,1564886004,1362236,1440
X,1564886004,1362282,1225
X,1564886005,1362189,946
X,1564886005,1362125,1478
X,1564886006,1362175,1952
X,1564886006,1362151,1534
P,1564886007,4985
X,1564886007,1362082,1749
X,1564886008,1362088,1506
X,1564886008,1362173,2514
X,1564886009,1362135,1407
X,1564886009,1362170,1527
X,1564886010,1362195,1318
X,1564886010,1362137,1264
X,1564886011,1362129,586
X,1564886012,1362143,1064
X,1564886012,1362304,1218
X,1564886013,1362166,1479
X,1564886013,1362378,17924
X,1564886014,1362110,4140
X,1564886014,1362157,1059
X,1564886015,1362593,10887
X,1564886015,1362214,808
X,1564886016,1362049,3176
