,1565059976,1017477,5019
X,1565059976,1017295,3211
X,1565059977,1017350,1242
X,1565059978,1017405,1012
X,1565059978,1017429,850
X,1565059979,1017456,716
X,1565059979,1017070,20341
X,1565059980,1017173,2916
X,1565059980,1017741,21991
X,1565059981,1017569,9477
X,1565059982,1017559,546
X,1565059982,1017436,567
X,1565059983,1017425,644
X,1565059983,1017324,804
X,1565059984,1017399,557
P,1565059984,4986
X,1565059984,1017139,23622
X,1565059985,1016976,5989
X,1565059985,1017438,26826
X,1565059986,1018084,7772
X,1565059987,1017419,1080
X,1565059987,1017298,653
X,1565059988,1017188,701
X,1565059988,1017422,24876
X,1565059989,1017444,3773
X,1565059989,1017486,21051
X,1565059990,1017642,4347
X,1565059991,1016262,27350
X,1565059991,1016432,5720
X,1565059992,1016608,17596
X,1565059992,1017102,1510
X,1565059993,1017193,1249
X,1565059993,1017255,1045
X,1565059994,1017235,1022
X,1565059995,1017283,4324
X,1565059995,1017187,1579
X,1565059996,1017154,941
X,1565059996,1017288,1846
X,1565059997,1017258,968
X,1565059997,1018670,14124
X,1565059998,1017317,10010
X,1565059999,1017388,27213
X,1565059999,1017217,12847
X,1565060000,1017503,1922
X,1565060000,1017501,761
X,1565060001,1017359,778
X,1565060001,1017382,747
X,1565060001,1017032,26949
X,1565060002,1017252,4740
X,1565060002,1016625,21063
X,1565060003,1016878,1496
X,1565060003,1017131,1555
X,1565060004,1017062,702
X,1565060004,1017080,1137
X,1565060005,1017358,1109
X,1565060005,1017403,967
X,1565060006,1017000,1314
X,1565060007,1017250,23500
X,1565060007,1018100,8114
X,1565060008,1017096,18181
X,1565060008,1017614,1800
X,1565060009,1017904,675
A,1565060009,1017386,842
T,1565060009,2956
R,1565060009,6000B7DE36
X,1565060011,1018988,922
X,1565060011,1018957,1188
X,1565060012,1019037,18405
X,1565060013,1019157,1668
P,1565060013,4965
X,1565060013,1019013,20567
X,1565060014,1019433,1909
X,1565060014,1019456,630
X,1565060015,1019463,732
X,1565060015,1019466,744
X,1565060016,1019450,816
X,1565060017,1019644,861
X,1565060017,1019671,613
X,1565060018,1019522,800
X,1565060018,1019458,1013
X,1565060019,1019638,20908
X,1565060019,1019881,1128
X,1565060020,1019688,16735
X,1565060021,1019827,1179
X,1565060021,1019810,1013
X,1565060022,1019931,626
X,1565060022,1019831,645
X,1565060023,1019892,954
X,1565060023,1021252,12365
X,1565060024,1019670,6998
X,1565060024,1018616,14299
X,1565060025,1020336,14579
X,1565060026,1020247,1174
X,1565060026,1020216,868
X,1565060027,1020241,698
X,1565060027,1020256,1997
X,1565060028,1020326,1052
X,1565060028,1020355,713
X,1565060029,1020425,22276
X,1565060030,1019912,9107
X,1565060030,1021618,22439
X,1565060031,1020748,1295
X,1565060031,1020722,921
X,1565060032,1020828,741
X,1565060032,1020785,775
X,1565060033,1020689,946
X,1565060034,1020833,743
X,1565060034,1020847,980
A,1565060034,1020041,1859
T,1565060034,2956
R,1565060034,6000B7DE36
X,1565060036,1020883,590
X,1565060037,1020871,22903
X,1565060037,1020944,3914
X,1565060038,1020567,22184
X,1565060038,1021029,1641
X,1565060039,1021079,772
X,1565060040,1021145,806
X,1565060040,1021224,753
X,1565060041,1021215,796
X,1565060041,1021038,1068
X,1565060042,1021199,707
X,1565060042,1020999,458
X,1565060042,1021002,481
P,1565060042,4984
X,1565060042,1021134,1407
X,1565060043,1021158,22734
X,1565060044,1021309,2786
X,1565060044,1021182,23146
X,1565060045,1021281,1710
X,1565060045,1021368,864
X,1565060046,1021350,631
X,1565060046,1021377,548
X,1565060047,1021232,19871
X,1565060048,1021275,4571
X,1565060048,1021249,19653
X,1565060049,1021517,1792
