H,1564265153,700040
T,1564265153,2935
X,1564265155,970667,1653
X,1564265155,970600,1133
X,1564265156,970668,11814
X,1564265156,970709,770
X,1564265157,970549,853
X,1564265158,970599,728
X,1564265158,970697,306
X,1564265159,970540,899
P,1564265159,5035
X,1564265159,970641,804
X,1564265160,970654,546
X,1564265160,970548,461
X,1564265161,970540,694
X,1564265162,970399,591
X,1564265162,970698,14102
X,1564265163,970848,1596
X,1564265163,970565,2454
X,1564265164,971274,8589
X,1564265164,970633,966
X,1564265165,970517,295
X,1564265166,970456,969
X,1564265166,970301,412
X,1564265167,970376,658
X,1564265167,970235,30318
X,1564265168,970319,2523
X,1564265168,970255,14094
X,1564265169,970508,1418
X,1564265170,970477,804
X,1564265170,970589,460
X,1564265171,970700,490
X,1564265171,970734,759
X,1564265172,970670,603
A,1564265172,970566,433
T,1564265172,2935
X,1564265174,971473,30450
X,1564265174,961244,13695
X,1564265175,967896,6093
X,1564265175,979013,42794
X,1564265176,982060,55984
X,1564265177,975488,45383
X,1564265177,968566,26240
X,1564265178,968443,40199
X,1564265178,966896,13701
X,1564265179,969477,12396
X,1564265179,970736,22891
X,1564265180,964556,28006
X,1564265181,968315,13240
X,1564265181,971530,51314
X,1564265182,970523,84
X,1564265182,967206,24204
X,1564265183,965944,10939
X,1564265183,967787,21728
X,1564265184,968343,24382
X,1564265184,965691,16536
X,1564265184,970292,33974
X,1564265185,971025,309
X,1564265185,1190147,18235
X,1564265186,1216950,18517
X,1564265186,1252848,27247
X,1564265187,1225697,13630
X,1564265188,1234802,60891
X,1564265188,1229321,65295
P,1564265188,5074
X,1564265189,1210706,13948
X,1564265189,1244002,34971
X,1564265190,1230025,4123
X,1564265190,1267380,12308
X,1564265191,1266068,35120
X,1564265191,1270119,1939
X,1564265192,1263799,37514
X,1564265193,1269492,56044
X,1564265193,1256367,29007
X,1564265194,1262009,36020
X,1564265194,1243446,64545
X,1564265195,1240945,4560
X,1564265195,1265298,5218
X,1564265196,1263951,16628
X,1564265197,1255719,26836
X,1564265197,1251751,44151
X,1564265198,1258378,15700
X,1564265198,1258523,8283
X,1564265199,1254497,16457
X,1564265199,1256800,15854
X,1564265200,1260442,25387
X,1564265201,1259248,13548
X,1564265201,1254545,20854
X,1564265202,1256454,32841
X,1564265202,1241247,19626
X,1564265203,1225036,19216
X,1564265203,1247680,44332
X,1564265204,1256374,4596
X,1564265205,1275583,31602
X,1564265205,1260187,24104
X,1564265206,1275772,6124
X,1564265206,1277102,63256
X,1564265207,1279626,57164
X,1564265207,1291663,41075
X,1564265208,1297519,27263
X,1564265209,1297010,28502
X,1564265209,1296080,12414
X,1564265210,1294406,55079
X,1564265210,1290165,16905
X,1564265211,1296158,28396
X,1564265211,1295943,15307
X,1564265212,1295749,8413
X,1564265212,1297103,20196
X,1564265213,1294377,13079
X,1564265214,1295160,4404
X,1564265214,1294163,20444
X,1564265215,1294398,5875
X,1564265215,1294595,16092
X,1564265216,1294916,18007
X,1564265216,1294947,7160
X,1564265217,1294265,15292
X,1564265218,1294450,24058
X,1564265218,1294869,11197
P,1564265218,5075
X,1564265219,1294960,3692
X,1564265219,1295643,8483
X,1564265220,1294956,9306
X,1564265220,1295127,4597
X,1564265221,1294897,2921
X,1564265222,1294911,2455
X,1564265222,1294754,1312
X,1564265223,1294690,3290
X,1564265223,1294649,11057
X,1564265224,1294758,5619
X,1564265224,1294335,21837
X,1564265225,1295158,7714
X,1564265225,1294885,25693
X,1564265225,1295201,10242
X,1564265226,1293784,14251
X,1564265226,1294376,4742
X,1564265227,1294827,8454
X,1564265227,1294137,33249
X,1564265228,1294392,4386
X,1564265229,1294215,10988
X,1564265229,1294389,22459
X,1564265230,1294631,3875
X,1564265230,1293082,13712
X,1564265231,1293579,20957
X,1564265231,1293812,2632
X,1564265232,1294181,9886
X,1564265232,1294707,1859
X,1564265233,1294109,2788
X,1564265234,1294239,39265
X,1564265234,1295676,16522
X,1564265235,1295016,13888
X,1564265235,1295490,14804
X,1564265236,1297725,15925
X,1564265236,1294037,40863
X,1564265237,1296161,5856
X,1564265238,1296826,14520
X,1564265238,1294048,14757
X,1564265239,1295657,2111
X,1564265239,1295208,2696
X,1564265240,1295286,1975
X,1564265240,1295339,2124
X,1564265241,1294577,12206
X,1564265242,1295703,3369
X,1564265242,1294661,10845
X,1564265243,1295040,24987
X,1564265243,1295237,8523
X,1564265244,1295155,2939
X,1564265244,1295086,2661
X,1564265245,1295148,2435
X,1564265246,1295119,2466
X,1564265246,1294863,1933
X,1564265247,1295027,25145
X,1564265247,1294648,22323
P,1564265248,5073
