,968479,619
X,1565131385,968458,449
X,1565131386,968392,572
X,1565131386,968394,16766
X,1565131387,968431,640
X,1565131388,968363,12560
X,1565131388,968595,627
X,1565131389,968576,621
X,1565131389,968548,22328
X,1565131390,968486,1168
X,1565131390,968376,14188
X,1565131391,968552,1836
X,1565131392,969076,32195
P,1565131392,4985
X,1565131392,967716,18997
X,1565131392,968841,35211
X,1565131392,967795,4308
X,1565131393,967213,4817
X,1565131393,966426,2038
X,1565131394,966532,2232
X,1565131395,967766,25328
X,1565131395,967928,6178
X,1565131396,968311,3812
X,1565131396,967969,2499
X,1565131397,967792,1203
X,1565131397,967860,1371
X,1565131398,968046,1593
X,1565131398,967740,26734
X,1565131399,965367,20124
X,1565131400,966435,15201
X,1565131400,967352,15631
X,1565131401,967159,27169
X,1565131401,967832,14233
X,1565131402,967542,3259
X,1565131402,967376,1925
X,1565131403,967823,7980
X,1565131404,968622,22302
X,1565131404,969388,2807
X,1565131405,969247,9220
X,1565131405,968758,1882
X,1565131406,968200,13266
X,1565131406,968158,6191
X,1565131407,968428,12217
X,1565131408,968189,1007
X,1565131408,967872,721
X,1565131409,968036,598
A,1565131409,968449,761
T,1565131409,2943
U,1565131409,56886
X,1565131411,968582,23195
X,1565131411,968927,1594
X,1565131412,968458,5635
X,1565131412,968333,558
X,1565131413,968305,408
X,1565131413,968401,951
X,1565131414,968117,11060
X,1565131415,967682,850
X,1565131415,968083,20450
X,1565131416,969036,7054
X,1565131416,968700,7834
X,1565131417,968392,783
X,1565131417,968446,422
X,1565131418,968473,712
X,1565131419,968477,516
X,1565131419,968673,17264
X,1565131420,968823,744
X,1565131420,968522,7983
X,1565131421,968528,657
P,1565131421,4987
X,1565131421,968417,330
X,1565131422,968445,583
X,1565131423,968315,421
X,1565131423,968533,12912
X,1565131424,968233,1619
X,1565131424,968321,11052
X,1565131425,967971,2109
X,1565131425,968053,716
X,1565131426,968169,590
X,1565131427,968341,531
X,1565131427,968372,541
X,1565131428,968604,25332
X,1565131428,968699,1415
X,1565131429,968543,11396
X,1565131429,968580,923
X,1565131430,968744,8481
X,1565131431,969811,11212
X,1565131431,968140,14213
X,1565131432,968995,14574
X,1565131432,966835,15536
X,1565131433,967225,7468
X,1565131433,967864,3289
X,1565131433,968004,2603
X,1565131434,967612,14886
X,1565131434,967731,3484
X,1565131435,967422,1336
X,1565131435,967891,5351
X,1565131436,967133,653
X,1565131436,964152,27258
X,1565131437,958600,41769
X,1565131437,971795,51941
X,1565131438,971948,28149
X,1565131439,967437,15098
X,1565131439,967806,6052
X,1565131440,968540,6098
X,1565131440,970172,36215
X,1565131441,965723,37891
X,1565131441,969251,21357
X,1565131442,967922,10384
X,1565131443,967979,11813
X,1565131443,967011,10843
X,1565131444,968361,4135
X,1565131444,968298,6063
X,1565131445,968193,4002
X,1565131445,968218,9586
X,1565131446,967735,4698
X,1565131447,969407,14369
X,1565131447,962945,56969
X,1565131448,965106,23576
X,1565131448,965508,8507
X,1565131449,967611,15147
X,1565131449,967992,5865
X,1565131450,968083,9204
P,1565131450,4985
X,1565131451,966830,6521
X,1565131451,967539,3282
X,1565131452,967487,10201
X,1565131452,967496,1201
X,1565131453,967379,10014
X,1565131453,967536,991
A,1565131453,968261,1690
T,1565131454,2943
U,1565131454,56886
X,1565131455,967637,601
X,1565131456,967465,13312
X,1565131456,967725,2367
X,1565131457,967427,10232
