,1040972,3695
X,1564971707,1041186,28552
X,1564971707,1041454,1169
X,1564971708,1041136,898
X,1564971709,1041157,1087
X,1564971709,1041589,1393
X,1564971710,1041629,1139
X,1564971710,1041443,799
X,1564971710,1041201,18805
X,1564971710,1040240,10112
X,1564971711,1041874,15459
X,1564971712,1041331,765
X,1564971712,1041324,743
X,1564971713,1041174,956
X,1564971713,1041334,847
X,1564971714,1041198,1470
X,1564971714,1041217,7278
X,1564971715,1041084,1951
X,1564971716,1041071,659
A,1564971716,1041229,372
T,1564971716,2949
U,1564971716,56886
X,1564971718,1041428,5849
X,1564971718,1041189,1274
X,1564971719,1041177,1142
X,1564971719,1041012,1869
X,1564971720,1041092,818
X,1564971720,1041021,657
X,1564971721,1040928,1039
X,1564971721,1040823,607
X,1564971722,1040808,781
X,1564971723,1040646,17744
X,1564971723,1040773,2819
X,1564971724,1040758,29754
X,1564971724,1041159,1138
X,1564971725,1040941,767
X,1564971725,1040940,819
X,1564971726,1041061,3696
X,1564971727,1040955,1895
X,1564971727,1040907,1005
X,1564971728,1040869,1557
X,1564971728,1040856,755
X,1564971729,1042158,9848
X,1564971729,1041355,6492
X,1564971730,1039625,13566
X,1564971731,1041647,15076
P,1564971731,4987
X,1564971731,1041072,971
X,1564971732,1041007,911
X,1564971732,1041002,976
X,1564971733,1041022,1479
X,1564971733,1040961,1019
X,1564971734,1040602,12170
X,1564971735,1041066,1429
X,1564971735,1041047,943
X,1564971736,1041082,20370
X,1564971736,1041355,2323
X,1564971737,1041147,19554
X,1564971737,1041426,1158
X,1564971738,1041179,943
X,1564971739,1041063,1597
X,1564971739,1041237,19786
X,1564971740,1041026,2932
X,1564971740,1040646,6038
X,1564971741,1042631,22838
X,1564971741,1041388,1100
X,1564971742,1041451,4177
X,1564971742,1041223,1492
X,1564971743,1041275,1167
X,1564971744,1041200,22605
X,1564971744,1041146,2493
X,1564971745,1041482,22757
X,1564971745,1041205,1742
X,1564971746,1041188,584
X,1564971746,1041004,1199
X,1564971747,1041101,1282
X,1564971748,1041021,800
X,1564971748,1040998,602
X,1564971749,1040875,1210
X,1564971749,1041219,19568
X,1564971750,1041016,3872
X,1564971750,1041153,19179
X,1564971751,1041369,7661
X,1564971751,1041223,1003
X,1564971751,1041045,12811
X,1564971752,1041221,13945
X,1564971752,1040983,1947
X,1564971753,1040845,21930
X,1564971753,1041084,1480
X,1564971754,1041008,1513
X,1564971755,1040774,19297
X,1564971755,1040732,1502
X,1564971756,1040925,25517
X,1564971756,1041243,6580
X,1564971757,1041020,2143
X,1564971757,1040890,773
X,1564971758,1040722,1077
X,1564971759,1040955,6052
X,1564971759,1040842,2554
X,1564971760,1041010,1133
P,1564971760,4987
X,1564971760,1041040,1139
X,1564971761,1041002,19876
X,1564971761,1040936,3739
X,1564971762,1040902,24183
X,1564971762,1041244,1996
X,1564971763,1040945,1332
X,1564971764,1041118,1354
X,1564971764,1041033,20866
X,1564971765,1040677,3544
X,1564971765,1040367,8452
X,1564971766,1042150,17235
X,1564971766,1041220,1887
X,1564971767,1041164,621
X,1564971768,1041101,1143
X,1564971768,1041260,707
X,1564971769,1041199,634
X,1564971769,1041184,1089
X,1564971770,1041104,19570
X,1564971770,1041447,3871
X,1564971771,1041371,33237
X,1564971772,1041345,1770
X,1564971772,1041286,700
A,1564971772,1041039,478
T,1564971772,2949
U,1564971773,56886
X,1564971774,1041308,722
X,1564971775,1041329,1159
X,1564971775,1041244,17251
X,1564971776,1041376,2276
X,1564971776,1041251,19354
X,1564971777,1041413,1163
X,1564971778,1041290,864
X,1564971778,1041096,668
X,1564971779,1041014,1528
X,1564971779,1041164,1000
X,1564971780,1041162,415
X,1564971780,1041005,1096
X,1564971781,1041093,2584
X,1564971781,1041072,1913
X,1564971782,1041011,1209
X,1564971783,1041160,1144
X,1564971783,1040944,18549
