38,1023846,737
X,1565140838,1023820,580
X,1565140839,1024168,26274
X,1565140840,1023915,1688
X,1565140840,1023977,23787
X,1565140841,1024084,1306
X,1565140841,1023923,674
X,1565140842,1023945,574
X,1565140842,1023938,804
X,1565140843,1023786,848
X,1565140844,1023922,713
X,1565140844,1023787,1303
X,1565140845,1023824,934
X,1565140845,1023790,297
X,1565140846,1025112,11719
X,1565140846,1023885,7428
X,1565140847,1022636,11218
X,1565140848,1023558,11774
X,1565140848,1023919,768
X,1565140849,1023863,982
X,1565140849,1023275,18902
X,1565140850,1023830,2870
X,1565140850,1025598,21761
X,1565140851,1024085,532
X,1565140852,1023994,627
A,1565140852,1023929,328
T,1565140852,2932
U,1565140852,56886
X,1565140853,1023880,816
X,1565140854,1023759,534
X,1565140855,1023789,25081
X,1565140855,1023807,2600
X,1565140856,1023574,22796
X,1565140856,1023988,1829
X,1565140857,1023897,1300
P,1565140857,4961
X,1565140857,1023839,942
X,1565140858,1023864,605
X,1565140859,1023823,2361
X,1565140859,1023527,22489
X,1565140860,1023513,2954
X,1565140860,1023468,27550
X,1565140861,1024050,2898
X,1565140861,1023922,719
X,1565140862,1023925,550
X,1565140863,1025030,11253
X,1565140863,1023301,12322
X,1565140864,1024041,28495
X,1565140864,1024541,6764
X,1565140865,1024075,553
X,1565140865,1024010,599
X,1565140866,1023983,485
X,1565140867,1023981,1174
X,1565140867,1023964,850
X,1565140867,1023523,20353
X,1565140867,1023653,3290
X,1565140868,1023871,2680
X,1565140868,1025687,22259
X,1565140869,1024064,880
X,1565140870,1023936,976
X,1565140870,1023956,828
X,1565140871,1023745,6870
X,1565140871,1023889,1393
X,1565140872,1023551,14230
X,1565140872,1023703,2656
X,1565140873,1023850,546
X,1565140873,1023570,21222
X,1565140874,1023715,1733
X,1565140875,1023790,474
X,1565140875,1023773,879
X,1565140876,1023717,438
X,1565140876,1023707,734
X,1565140877,1023537,1114
X,1565140877,1023813,32179
X,1565140878,1023208,6429
X,1565140879,1023905,31648
X,1565140879,1024008,10837
X,1565140880,1023866,1140
X,1565140880,1023861,829
X,1565140881,1023824,596
A,1565140881,1023884,368
T,1565140881,2932
U,1565140881,56886
X,1565140883,1023554,5333
X,1565140883,1024025,29128
X,1565140884,1023955,11409
X,1565140885,1024003,1031
X,1565140885,1023774,612
X,1565140886,1023829,686
X,1565140886,1023816,750
P,1565140886,4970
X,1565140887,1023939,906
X,1565140887,1023435,18818
X,1565140888,1023107,10958
X,1565140889,1023586,13303
X,1565140889,1024098,1085
X,1565140890,1023955,886
X,1565140890,1023886,1465
X,1565140891,1023988,553
X,1565140891,1023841,1178
X,1565140892,1023706,622
X,1565140892,1023589,2139
X,1565140893,1023709,637
X,1565140894,1023703,780
X,1565140894,1023782,626
X,1565140895,1023778,743
X,1565140895,1023730,2148
X,1565140896,1023807,21843
X,1565140896,1024163,5808
X,1565140897,1024175,26638
X,1565140898,1024117,8431
X,1565140898,1023985,939
X,1565140899,1023526,3991
X,1565140899,1023886,867
X,1565140900,1023979,1403
X,1565140900,1023905,22363
X,1565140901,1023812,1925
X,1565140902,1023908,25257
X,1565140902,1024121,1548
X,1565140903,1023894,880
X,1565140903,1023894,1006
X,1565140904,1023880,754
X,1565140904,1023725,753
X,1565140905,1023914,566
X,1565140906,1023839,28848
X,1565140906,1023912,1816
X,1565140907,1024793,23391
X,1565140907,1023961,1077
X,1565140908,1023920,506
X,1565140908,1023904,601
X,1565140908,1023916,786
A,1565140908,1023850,285
T,1565140908,2932
U,1565140908,56886
X,1565140910,1024098,6665
X,1565140910,1025485,9681
