,1031887,32915
X,1565058324,1028056,37976
X,1565058324,1028523,31221
X,1565058325,1031546,33184
X,1565058325,1029406,34351
X,1565058326,1028296,25947
X,1565058326,1026247,32832
X,1565058327,1027466,36681
X,1565058328,1029107,22456
X,1565058328,1027025,24810
X,1565058329,1029187,15583
X,1565058329,1027683,21602
X,1565058330,1029416,25800
X,1565058330,1027733,32023
X,1565058331,1027802,30820
X,1565058332,1028545,47226
X,1565058332,1027500,31238
X,1565058333,1027537,17598
X,1565058333,1028114,30441
X,1565058334,1026813,27206
X,1565058334,1030645,31805
X,1565058335,1029665,57393
X,1565058336,1024450,50
X,1565058336,1036445,41111
X,1565058337,1025006,62084
P,1565058337,4986
X,1565058337,1028038,9434
X,1565058338,1030771,20529
X,1565058338,1030289,3368
X,1565058339,1028702,11654
X,1565058339,1030725,18998
X,1565058340,1028205,6229
X,1565058341,1027887,7589
X,1565058341,1059478,65157
X,1565058342,689298,22137
X,1565058342,688493,6288
X,1565058343,687138,1839
X,1565058343,687189,1182
X,1565058344,686961,454
X,1565058345,686734,131
X,1565058345,686622,142
X,1565058346,686508,252
X,1565058346,686433,126
X,1565058347,686405,129
X,1565058347,686253,243
O,1565058348,686127,184
O,1565058349,686075,85
O,1565058349,685971,94
O,1565058350,685931,189
O,1565058350,685941,112
O,1565058351,685862,138
O,1565058351,685839,92
O,1565058352,685839,156
O,1565058353,685789,159
O,1565058353,685737,95
O,1565058354,685727,124
O,1565058354,685724,126
O,1565058355,685677,136
O,1565058355,685655,132
O,1565058356,685627,76
O,1565058357,685564,95
O,1565058357,685586,177
O,1565058358,685558,141
O,1565058358,685558,90
O,1565058359,685539,110
O,1565058359,685560,153
O,1565058360,685594,49
O,1565058360,685573,119
O,1565058360,685541,87
O,1565058361,685533,91
O,1565058361,685486,153
O,1565058362,685466,110
O,1565058362,685488,82
O,1565058363,685461,133
O,1565058363,685476,89
O,1565058364,685459,134
O,1565058365,685442,113
O,1565058365,685428,121
O,1565058366,685440,133
P,1565058366,4983
O,1565058366,685412,88
O,1565058367,685391,117
O,1565058367,685397,100
O,1565058368,685373,117
O,1565058369,685325,100
O,1565058369,685306,179
O,1565058370,685263,109
O,1565058370,685232,130
O,1565058371,685197,133
O,1565058371,685176,104
O,1565058372,685183,98
O,1565058373,685171,101
O,1565058373,685162,110
O,1565058374,685113,81
O,1565058374,685159,132
O,1565058375,685094,124
O,1565058375,685083,74
O,1565058376,685101,98
O,1565058377,685093,147
O,1565058377,685105,115
O,1565058378,685075,142
O,1565058378,685048,121
O,1565058379,685021,176
O,1565058379,684994,90
O,1565058380,684963,145
O,1565058380,684937,148
O,1565058381,684952,68
O,1565058382,684913,131
O,1565058382,684937,97
O,1565058383,684890,87
O,1565058383,684929,137
O,1565058384,684923,73
O,1565058384,684965,88
O,1565058385,684913,138
O,1565058386,684873,158
O,1565058386,684901,164
O,1565058387,684930,122
O,1565058387,684924,107
O,1565058388,684887,110
O,1565058388,684898,136
O,1565058389,684894,126
O,1565058390,684900,149
O,1565058390,684866,129
O,1565058391,684857,110
O,1565058391,684776,126
O,1565058392,684824,162
O,1565058392,684858,110
O,1565058393,684838,90
O,1565058394,684796,90
O,1565058394,684753,101
O,1565058395,684748,95
O,1565058395,684700,109
O,1565058396,684691,83
O,1565058396,684696,133
P,1565058396,4985
O,1565058397,684701,145
O,1565058398,684657,125
T,1565058398,2959
P,1565058426,4991
P,1565058455,4991
P,1565058484,4992
