,1564869501,976149,841
X,1564869502,976778,4145
X,1564869503,976174,821
X,1564869503,975771,16922
X,1564869504,976282,6013
X,1564869504,976192,10235
X,1564869505,976580,1516
X,1564869505,976197,7702
X,1564869506,975870,22255
X,1564869507,975727,4759
X,1564869507,976211,2992
X,1564869508,976074,747
X,1564869508,976070,801
X,1564869509,974933,14350
X,1564869509,975796,2967
X,1564869510,976352,1983
X,1564869510,976094,805
X,1564869511,976005,926
X,1564869512,975883,792
X,1564869512,975833,541
X,1564869513,974812,18168
X,1564869513,976022,1451
X,1564869514,976729,6830
X,1564869514,976156,957
X,1564869515,976065,687
A,1564869515,976067,341
T,1564869515,2945
U,1564869515,56886
X,1564869516,976633,4496
P,1564869516,5025
X,1564869517,976123,893
X,1564869517,976106,892
X,1564869518,976046,25349
X,1564869518,976088,824
X,1564869519,976399,4878
X,1564869520,976038,647
X,1564869520,976004,755
X,1564869521,976083,24461
X,1564869521,976135,1198
X,1564869522,976759,7638
X,1564869522,976075,528
X,1564869523,976125,21170
X,1564869524,975991,1753
X,1564869524,976063,7150
X,1564869525,976227,1387
X,1564869525,975863,19187
X,1564869526,976087,3852
X,1564869526,976247,5303
X,1564869527,976311,834
X,1564869528,976155,20423
X,1564869528,976147,1266
X,1564869529,976417,8564
X,1564869529,976303,835
X,1564869530,976260,1052
X,1564869530,976190,20953
X,1564869531,976150,1212
X,1564869532,976268,5760
X,1564869532,976353,734
X,1564869533,976269,633
X,1564869533,976168,14794
X,1564869534,976131,1626
X,1564869534,976580,5253
X,1564869535,976255,586
X,1564869535,975867,20715
X,1564869536,975989,2890
X,1564869537,976280,14951
X,1564869537,976355,1093
X,1564869538,976253,738
X,1564869538,976262,948
X,1564869539,974942,14823
X,1564869539,976287,948
X,1564869540,976963,6899
X,1564869541,976311,976
X,1564869541,976230,727
X,1564869542,976294,20878
X,1564869542,976222,1132
X,1564869543,976395,11919
X,1564869543,976378,927
X,1564869544,977483,12400
X,1564869545,975842,14546
X,1564869545,976205,4422
X,1564869546,976666,2345
X,1564869546,976304,679
P,1564869547,5025
X,1564869547,976226,681
X,1564869547,976268,17708
X,1564869548,976496,1437
X,1564869549,976262,6606
X,1564869549,976290,989
A,1564869549,976223,374
T,1564869549,2945
R,1564869549,6000B7DE36
X,1564869551,976109,9892
X,1564869552,976461,2249
X,1564869552,976146,931
X,1564869553,977125,8452
X,1564869553,976239,4925
X,1564869554,976017,6344
X,1564869554,976364,1864
X,1564869555,976063,880
X,1564869556,976012,747
X,1564869556,976021,19568
X,1564869556,976115,1576
X,1564869556,976456,4389
X,1564869557,976148,646
X,1564869557,976036,497
X,1564869558,976938,6042
X,1564869559,976442,7389
X,1564869559,975948,6990
X,1564869560,976448,2588
X,1564869560,976171,766
X,1564869561,976158,522
X,1564869561,976447,23158
X,1564869562,976390,8898
X,1564869563,975956,9735
X,1564869563,976143,1252
X,1564869564,976056,383
X,1564869564,976080,408
X,1564869565,976308,20612
X,1564869565,976137,1959
X,1564869566,976124,6016
X,1564869567,976157,20201
X,1564869567,976084,3452
X,1564869568,976230,7532
X,1564869568,976527,2251
X,1564869569,976198,1273
X,1564869569,976037,915
X,1564869570,975005,12326
X,1564869571,975733,3504
X,1564869571,976205,3740
X,1564869572,976085,558
X,1564869572,975852,21499
X,1564869573,976303,4407
X,1564869573,976334,9508
X,1564869574,976275,12837
X,1564869574,976529,3136
X,1564869575,975586,14650
P,1564869576,5026
X,1564869576,976019,7184
X,1564869576,976400,4145
X,1564869577,976126,1477
X,1564869577,976067,20371
X,1564869578,976058,3216
X,1564869578,976080,4348
X,1564869579,976118,497
X,1564869580,976092,560
X,1564869580,976094,18751
X,1564869581,976257,2022
