H,1560407641,700040
P,1560407641,5379
P,1560407670,5380
P,1560407699,5380
P,1560407728,5381
P,1560407758,5380
P,1560407787,5380
P,1560407816,5379
P,1560407847,5381
P,1560407877,5381
P,1560407906,5379
P,1560407935,5380
P,1560407965,5380
P,1560407994,5382
P,1560408023,5380
P,1560408052,5380
P,1560408082,5379
P,1560408111,5381
P,1560408141,5380
P,1560408171,5380
P,1560408200,5380
P,1560408229,5381
P,1560408258,5382
P,1560408288,5380
P,1560408317,5380
P,1560408346,5379
P,1560408376,5380
P,1560408405,5381
P,1560408435,5381
P,1560408464,5381
P,1560408494,5381
P,1560408523,5380
P,1560408552,5380
P,1560408582,5380
P,1560408611,5378
P,1560408640,5378
P,1560408669,5381
P,1560408699,5380
P,1560408729,5381
P,1560408758,5381
P,1560408788,5381
P,1560408817,5381
P,1560408846,5381
P,1560408875,5381
P,1560408905,5382
P,1560408934,5380
P,1560408963,5381
P,1560408993,5381
P,1560409023,5380
P,1560409052,5381
P,1560409081,5380
P,1560409111,5381
P,1560409140,5382
P,1560409169,5382
O,1560409182,692559,4772
O,1560409183,693006,490
O,1560409183,692988,489
O,1560409184,693133,673
O,1560409184,693078,671
O,1560409185,692914,455
O,1560409185,693077,322
O,1560409186,692873,502
O,1560409187,692767,877
O,1560409187,692792,243
O,1560409188,693032,255
O,1560409188,693183,285
O,1560409189,693254,402
O,1560409189,693297,384
O,1560409190,693233,269
O,1560409191,693041,340
O,1560409191,692748,501
O,1560409192,692611,501
O,1560409192,692675,807
O,1560409193,692514,846
O,1560409193,692548,729
O,1560409194,692056,578
O,1560409195,692421,698
O,1560409195,692719,488
O,1560409196,692661,736
O,1560409196,692538,764
O,1560409197,692694,497
O,1560409197,692651,641
O,1560409198,692646,463
O,1560409198,692493,913
O,1560409199,692817,699
P,1560409199,5375
O,1560409200,692988,581
O,1560409200,692798,588
O,1560409200,692914,799
O,1560409200,692772,577
O,1560409201,692874,456
O,1560409201,693079,607
O,1560409202,692980,520
O,1560409203,693000,562
O,1560409203,692894,576
O,1560409204,693183,268
O,1560409204,693110,426
O,1560409205,693213,491
O,1560409205,693352,329
O,1560409206,693418,326
O,1560409207,693327,447
O,1560409207,693250,531
O,1560409208,693169,950
O,1560409208,693521,1422
O,1560409209,693125,745
O,1560409209,693290,892
O,1560409210,693398,1093
O,1560409211,693189,766
O,1560409211,693161,546
O,1560409212,693108,460
O,1560409212,693042,488
O,1560409213,693098,756
O,1560409213,693079,467
O,1560409214,693289,390
O,1560409215,693352,385
O,1560409215,693381,357
O,1560409216,693434,544
O,1560409216,693561,394
O,1560409217,693740,430
O,1560409217,693840,345
O,1560409218,693955,280
O,1560409218,693864,335
O,1560409219,693817,147
O,1560409220,693758,114
O,1560409220,693602,248
O,1560409221,693578,235
O,1560409221,693525,371
O,1560409222,693196,568
O,1560409222,692923,762
O,1560409223,693163,907
O,1560409224,692906,452
O,1560409224,693469,315
O,1560409225,693542,245
O,1560409225,693431,424
O,1560409226,693070,549
O,1560409226,693234,394
O,1560409227,693221,397
O,1560409228,693505,292
O,1560409228,693354,196
P,1560409228,5374
O,1560409229,693337,310
O,1560409229,693122,379
O,1560409230,693099,384
O,1560409230,692982,341
O,1560409231,692918,521
O,1560409232,693132,342
O,1560409232,693166,1137
O,1560409233,693155,292
O,1560409233,693057,784
O,1560409234,693079,1234
O,1560409234,692625,588
O,1560409235,693678,387
O,1560409236,693645,366
O,1560409236,693403,342
O,1560409237,693547,211
O,1560409237,693693,295
O,1560409238,693392,392
T,1560409238,2991
P,1560409257,5381
P,1560409286,5381
P,1560409317,5380
P,1560409346,5379
P,1560409375,5381
P,1560409405,5383
P,1560409434,5382
P,1560409463,5380
P,1560409492,5381
P,1560409522,5381
P,1560409551,5380
P,1560409580,5379
P,1560409610,5381
P,1560409640,5381
P,1560409669,5382
P,1560409698,5381
P,1560409728,5381
P,1560409757,5381
P,1560409786,5382
P,1560409815,5382
P,1560409845,5381
P,1560409874,5382
P,1560409904,5381
P,1560409934,5383
P,1560409963,5380
P,1560409992,5381
P,1560410021,5382
P,1560410051,5382
P,1560410080,5381
P,1560410109,5381
P,1560410139,5381
P,1560410168,5380
P,1560410198,5381
P,1560410227,5381
P,1560410257,5381
P,1560410286,5381
P,1560410315,5382
P,1560410345,5382
P,1560410374,5382
P,1560410403,5382
P,1560410432,5381
P,1560410462,5381
P,1560410493,5381
P,1560410522,5381
P,1560410552,5382
P,1560410581,5381
P,1560410610,5383
P,1560410639,5376
