H,1564800459,700040
U,1564800459,46836
X,1564800460,989481,2697
X,1564800461,989233,1031
P,1564800461,4991
X,1564800461,990542,13475
X,1564800462,989104,4790
X,1564800462,989346,10568
X,1564800463,989665,2398
X,1564800463,989229,549
X,1564800464,989283,721
X,1564800465,988514,12474
X,1564800465,989396,1525
X,1564800466,989510,13020
X,1564800466,989289,4401
X,1564800467,989450,24671
X,1564800467,989152,1721
X,1564800468,989362,17007
X,1564800469,989386,1070
X,1564800469,989407,3943
X,1564800470,989414,464
X,1564800470,989155,5689
X,1564800470,989238,1575
X,1564800470,989490,1317
X,1564800471,989657,3771
X,1564800472,988314,13779
X,1564800472,987976,12480
X,1564800473,989253,6125
X,1564800473,989394,890
X,1564800474,989590,20359
X,1564800474,988717,7511
X,1564800475,989081,16483
X,1564800476,989516,723
X,1564800476,989367,1041
X,1564800477,989445,883
X,1564800477,989435,21180
X,1564800478,988505,8158
X,1564800478,989302,5492
X,1564800479,989426,866
X,1564800479,989320,711
X,1564800480,989301,889
X,1564800481,989395,16650
X,1564800481,989424,2097
X,1564800482,989450,22210
X,1564800482,989522,600
X,1564800483,989410,709
X,1564800483,989376,578
X,1564800484,989356,648
X,1564800485,989369,835
X,1564800485,989311,587
X,1564800486,987676,17754
X,1564800486,988625,8839
X,1564800487,989504,6653
X,1564800487,989399,825
X,1564800488,988858,8787
X,1564800489,989462,8208
X,1564800489,989351,1733
X,1564800490,989433,19459
P,1564800490,5002
X,1564800490,989423,5495
X,1564800491,989363,21929
X,1564800491,989451,855
X,1564800492,989317,706
X,1564800493,989263,657
X,1564800493,989233,719
A,1564800493,989366,293
T,1564800493,2918
U,1564800494,46836
X,1564800495,989389,470
X,1564800496,989347,619
X,1564800496,989324,445
X,1564800497,989479,23314
X,1564800497,989373,1670
X,1564800498,989247,17966
X,1564800498,989238,948
X,1564800499,989230,762
X,1564800500,989130,643
X,1564800500,989109,533
X,1564800501,989918,5763
X,1564800501,989448,7005
X,1564800502,988930,19394
X,1564800502,989279,2045
X,1564800503,989023,683
X,1564800504,989056,697
X,1564800504,989036,530
X,1564800505,989073,826
X,1564800505,989134,615
X,1564800506,989244,24517
X,1564800506,989382,1372
X,1564800507,989378,22160
X,1564800508,989335,1180
X,1564800508,989344,630
X,1564800509,989310,549
X,1564800509,989495,15484
X,1564800510,989002,2732
X,1564800510,989274,19103
X,1564800511,989382,662
X,1564800511,989326,407
X,1564800511,989337,582
X,1564800512,989331,419
X,1564800512,989303,645
X,1564800513,989377,22100
X,1564800513,989450,1211
X,1564800514,989379,11308
X,1564800515,989405,665
A,1564800515,989241,382
T,1564800515,2918
U,1564800515,46836
X,1564800516,989310,954
X,1564800517,989294,537
X,1564800518,987713,15877
X,1564800518,989355,2366
X,1564800519,989464,22838
P,1564800519,5002
X,1564800519,989711,4653
X,1564800520,989169,2665
X,1564800520,989362,668
X,1564800521,989261,623
X,1564800522,989304,421
X,1564800522,989267,381
X,1564800523,989308,842
X,1564800523,989421,19715
X,1564800524,989534,1705
X,1564800524,989438,21499
X,1564800525,989371,1399
X,1564800526,989277,620
X,1564800526,989388,15710
X,1564800527,989358,1377
X,1564800527,990452,12987
X,1564800528,989329,685
X,1564800528,989374,837
X,1564800529,989325,566
X,1564800530,989180,490
X,1564800530,989239,718
X,1564800531,987930,13934
X,1564800531,989474,17707
X,1564800532,989661,3993
X,1564800532,989362,683
X,1564800533,989259,593
X,1564800534,988386,11855
X,1564800534,989151,13522
X,1564800535,989401,1806
X,1564800535,989361,624
X,1564800536,989298,682
X,1564800536,989413,22520
X,1564800537,989475,2330
X,1564800537,989415,12162
X,1564800538,989382,444
X,1564800539,989367,389
X,1564800539,989354,678
A,1564800539,989310,202
T,1564800539,2918
U,1564800540,46836
X,1564800541,989416,728
X,1564800542,989447,24543
X,1564800542,989324,1136
X,1564800543,989373,15094
X,1564800543,989449,911
X,1564800544,989386,663
X,1564800545,989370,503
X,1564800545,989380,16549
X,1564800546,989342,1358
X,1564800546,989598,21853
X,1564800547,989401,871
X,1564800547,989409,489
X,1564800548,989364,494
X,1564800549,989399,630
P,1564800549,5004
X,1564800549,989603,2618
X,1564800550,988423,16630
X,1564800550,989188,4268
X,1564800551,990342,17179
X,1564800551,989451,915
X,1564800552,989376,612
X,1564800552,989375,586
