H,1563661739,700040
T,1563661739,2987
U,1563661740,46836
X,1563661741,1036407,2004
X,1563661742,1035906,10501
X,1563661742,1037012,1570
X,1563661743,1037079,10712
X,1563661744,1037341,882
X,1563661744,1036601,596
X,1563661744,1036668,2523
X,1563661744,1037244,615
X,1563661745,1036802,1048
X,1563661745,1036988,1300
X,1563661746,1037077,982
X,1563661747,1036996,23634
X,1563661747,1036888,1052
X,1563661748,1037846,14070
X,1563661748,1037197,1340
X,1563661749,1037273,852
X,1563661749,1037117,1937
X,1563661750,1036928,1641
X,1563661751,1036846,1150
X,1563661751,1036956,2150
X,1563661752,1035388,11004
X,1563661752,1036759,942
X,1563661753,1036939,18109
X,1563661753,1037325,2197
X,1563661754,1037548,1396
X,1563661755,1037634,3535
X,1563661755,1037575,1283
X,1563661756,1037379,655
X,1563661756,1037395,2091
X,1563661757,1037501,872
X,1563661757,1037553,1019
X,1563661758,1037241,873
X,1563661758,1037265,583
X,1563661759,1037070,17461
X,1563661760,1037253,2827
X,1563661760,1037245,1989
X,1563661761,1037718,11824
X,1563661761,1037412,1213
X,1563661762,1037445,837
X,1563661762,1037452,2399
X,1563661763,1037614,559
X,1563661764,1037546,655
X,1563661764,1037476,473
X,1563661765,1037131,908
X,1563661765,1037076,793
X,1563661766,1037286,915
X,1563661766,1037326,27365
X,1563661767,1037285,1133
P,1563661767,5133
X,1563661768,1037266,12035
X,1563661768,1037439,945
X,1563661769,1037270,724
X,1563661769,1037108,1047
X,1563661770,1037353,938
A,1563661770,1037265,1013
T,1563661770,2987
U,1563661770,46836
X,1563661772,1036112,9524
X,1563661772,1037081,4649
X,1563661773,1037222,2043
X,1563661774,1037154,2529
X,1563661774,1037335,918
X,1563661775,1037326,959
X,1563661775,1037303,647
X,1563661776,1037454,2159
X,1563661776,1037331,1256
X,1563661777,1037350,636
X,1563661777,1037361,1325
X,1563661778,1037491,22232
X,1563661779,1037487,1536
X,1563661779,1037199,17590
X,1563661780,1037647,653
X,1563661780,1037523,581
X,1563661781,1037447,1087
X,1563661781,1037293,2060
X,1563661782,1035918,970
X,1563661783,1036219,1073
X,1563661783,1036261,942
X,1563661784,1036208,808
X,1563661784,1036123,14528
X,1563661785,1036629,1607
X,1563661785,1036036,17367
X,1563661785,1036315,1371
X,1563661786,1036424,1311
X,1563661786,1036536,672
X,1563661787,1035813,4389
X,1563661787,1035579,21646
X,1563661788,1036714,2577
X,1563661788,1037091,725
X,1563661789,1036750,16304
X,1563661790,1036659,1896
X,1563661790,1036680,677
X,1563661791,1036505,1943
X,1563661791,1037011,1119
X,1563661792,1037037,780
X,1563661792,1036927,1791
X,1563661793,1037347,24849
X,1563661794,1036885,1728
X,1563661794,1036751,17458
X,1563661795,1037384,7622
X,1563661795,1036106,11925
X,1563661796,1036710,17668
X,1563661796,1036916,1259
P,1563661797,5133
X,1563661797,1036688,6658
X,1563661797,1037285,19998
X,1563661798,1036891,15592
X,1563661799,1036052,15899
X,1563661799,1037005,7370
X,1563661800,1036783,1787
X,1563661800,1036357,2387
X,1563661801,1036086,18325
X,1563661801,1036599,1361
X,1563661802,1036510,13546
X,1563661803,1036291,1798
X,1563661803,1036511,1215
X,1563661804,1036596,1725
X,1563661804,1036578,18856
X,1563661805,1036449,1074
X,1563661805,1039047,12812
X,1563661806,1036189,21650
X,1563661807,1036939,4580
X,1563661807,1036903,16455
X,1563661808,1037196,1657
X,1563661808,1036933,764
X,1563661809,1036931,2407
X,1563661809,1037236,13011
X,1563661810,1037052,1919
X,1563661811,1035997,16978
X,1563661811,1035195,3820
X,1563661812,1034805,1163
X,1563661812,1035392,2146
X,1563661813,1035601,2254
X,1563661813,1035724,16783
X,1563661814,1036282,2880
X,1563661815,1036519,11839
X,1563661815,1036276,1747
X,1563661816,1036542,1600
X,1563661816,1036997,1862
X,1563661817,1037892,10350
X,1563661817,1037032,1632
X,1563661818,1036954,1524
X,1563661818,1037684,8400
X,1563661819,1036978,977
X,1563661820,1036946,1936
X,1563661820,1037044,21488
X,1563661821,1036718,1574
X,1563661821,1036863,15457
X,1563661822,1036913,1760
X,1563661822,1036696,711
X,1563661823,1036695,3014
X,1563661824,1036651,18523
X,1563661824,1036470,2249
X,1563661825,1035877,4584
X,1563661825,1036910,3686
X,1563661826,1037100,800
X,1563661826,1037330,659
P,1563661827,5134
X,1563661827,1037379,1653
X,1563661828,1037490,635
X,1563661828,1037276,792
A,1563661828,1037000,1729
T,1563661828,2987
U,1563661829,46836
X,1563661830,1037204,21311
X,1563661831,1037280,1099
X,1563661831,1037401,18872
X,1563661832,1037485,1481
X,1563661832,1037452,888
X,1563661833,1037336,2115
X,1563661834,1037424,1701
