,1055962,1380
X,1565061731,1055614,1958
X,1565061731,1056010,1256
X,1565061732,1055981,854
X,1565061732,1055877,1318
X,1565061733,1055948,1332
X,1565061733,1056130,968
X,1565061734,1056176,1287
X,1565061735,1056145,1596
X,1565061735,1056263,1385
X,1565061736,1056086,2377
X,1565061736,1056079,2576
X,1565061737,1055988,2126
X,1565061737,1056305,1008
X,1565061738,1055862,1544
X,1565061739,1056125,1939
X,1565061739,1056292,1452
X,1565061740,1056162,1692
X,1565061740,1056260,1513
X,1565061741,1056294,2515
X,1565061741,1056529,2800
X,1565061742,1055822,3046
X,1565061742,1056274,1815
X,1565061743,1056151,1124
X,1565061744,1056199,821
X,1565061744,1056324,581
X,1565061745,1056070,2944
X,1565061745,1056905,1743
X,1565061746,1056536,952
X,1565061746,1056211,949
A,1565061746,1056180,586
T,1565061747,2954
R,1565061747,6000B7DE36
P,1565061747,4982
X,1565061748,1056348,839
X,1565061749,1056284,2693
X,1565061750,1056280,4232
X,1565061750,1056301,4738
X,1565061751,1056393,1848
X,1565061751,1055883,2696
X,1565061752,1056313,5703
X,1565061752,1056664,5406
X,1565061753,1055478,3907
X,1565061754,1056304,1594
X,1565061754,1056000,1010
X,1565061755,1056008,1281
X,1565061755,1056485,1464
X,1565061756,1056178,6241
X,1565061756,1056646,4210
X,1565061757,1056269,3916
X,1565061758,1056274,2741
X,1565061758,1056122,1464
X,1565061759,1056277,2316
X,1565061759,1056356,1224
X,1565061760,1056238,1099
X,1565061760,1056367,744
X,1565061761,1056173,4925
X,1565061761,1056970,6609
X,1565061762,1055380,4626
X,1565061763,1056358,8884
X,1565061763,1056836,2827
X,1565061764,1056072,1925
X,1565061764,1056564,1988
X,1565061764,1056470,1304
X,1565061764,1056322,1408
X,1565061765,1056460,919
X,1565061766,1056483,840
X,1565061766,1056296,592
X,1565061767,1056462,1178
X,1565061767,1056550,889
X,1565061768,1056354,1841
X,1565061768,1056147,2135
X,1565061769,1056837,5219
X,1565061770,1055830,6658
X,1565061770,1056215,1564
X,1565061771,1056212,1100
X,1565061771,1056151,1205
X,1565061772,1056159,890
X,1565061772,1056269,1710
X,1565061773,1056138,1203
X,1565061774,1056121,1414
X,1565061774,1056196,1440
X,1565061775,1056013,2558
X,1565061775,1055498,4217
X,1565061776,1056296,3159
P,1565061776,4985
X,1565061776,1056000,3005
X,1565061777,1056237,4066
X,1565061778,1056047,2735
X,1565061778,1056165,1757
X,1565061779,1056159,837
X,1565061779,1056317,1291
X,1565061780,1056299,829
X,1565061780,1056180,1128
X,1565061781,1056249,951
X,1565061781,1056366,1491
X,1565061782,1056255,994
X,1565061783,1056147,1725
X,1565061783,1056494,3703
X,1565061784,1055472,5288
X,1565061784,1056592,1993
X,1565061785,1056017,2216
X,1565061785,1056147,1417
X,1565061786,1055968,1549
X,1565061787,1055328,3338
X,1565061787,1057653,17164
X,1565061788,1055700,20463
X,1565061788,1053633,8120
X,1565061789,1056884,27388
X,1565061789,1058182,14104
X,1565061790,1054377,5562
X,1565061791,1057339,3350
X,1565061791,1055842,8532
X,1565061792,1056053,6455
X,1565061792,1056862,2912
X,1565061793,1056034,2801
X,1565061793,1056178,2798
X,1565061794,1055721,6170
X,1565061795,1055697,13281
X,1565061795,1056593,4001
X,1565061796,1056427,10734
X,1565061796,1054996,17295
X,1565061797,1058867,14286
X,1565061797,1055626,7957
X,1565061798,1056771,8850
X,1565061799,1055853,17600
X,1565061799,1056374,5186
X,1565061800,1056341,3468
X,1565061800,1056110,1990
X,1565061801,1056396,2183
X,1565061801,1056442,1621
X,1565061802,1056735,2775
X,1565061802,1056259,3007
X,1565061803,1056213,1779
X,1565061804,1056400,1841
X,1565061804,1056439,1464
X,1565061805,1056314,1099
