H,1564174102,700040
X,1564174102,977684,7281
X,1564174103,977823,11499
X,1564174103,982879,1914
X,1564174104,983889,1304
X,1564174104,983310,880
X,1564174105,982313,2684
X,1564174105,981432,999
X,1564174105,982195,1797
X,1564174106,980843,1545
X,1564174106,979618,2708
X,1564174107,977725,7814
X,1564174107,970939,14816
X,1564174108,975774,2613
X,1564174108,975880,10097
X,1564174109,980007,9536
X,1564174110,979263,3255
X,1564174110,980501,3345
X,1564174111,981596,4931
X,1564174111,981512,5758
X,1564174112,975685,10151
X,1564174112,977356,6093
X,1564174113,980593,3990
X,1564174114,981522,3607
X,1564174114,980910,4267
P,1564174114,5085
X,1564174115,976828,7522
X,1564174115,971467,9594
X,1564174116,975796,5440
X,1564174116,980074,5034
X,1564174117,980001,3900
X,1564174118,980183,10258
X,1564174118,979814,12588
X,1564174119,980938,14212
X,1564174119,975675,13148
X,1564174120,977236,9040
X,1564174120,981911,8882
X,1564174121,976016,16796
X,1564174122,975024,17703
X,1564174122,977922,12661
X,1564174123,978298,9324
X,1564174123,978993,20376
X,1564174124,983209,4795
X,1564174124,982654,36988
X,1564174125,972257,29665
X,1564174125,980363,24238
X,1564174126,979428,18425
X,1564174127,967732,32784
X,1564174127,972744,11874
X,1564174128,969162,7655
X,1564174128,969598,14124
X,1564174129,970413,12513
X,1564174129,975734,5648
X,1564174130,976423,2471
X,1564174131,974808,10483
X,1564174131,972382,6892
X,1564174132,972669,2018
X,1564174132,972556,2907
X,1564174133,971529,2176
X,1564174133,972832,14185
X,1564174134,974219,8027
X,1564174135,974904,5874
X,1564174135,969981,10421
X,1564174136,972998,3869
X,1564174136,971346,3412
X,1564174137,973322,4144
X,1564174137,977015,18653
X,1564174138,979171,7901
X,1564174139,977494,13636
X,1564174139,979816,13652
X,1564174140,976718,4293
X,1564174140,979131,2200
X,1564174141,980233,2251
X,1564174141,979858,1914
X,1564174142,976304,5615
X,1564174143,977311,2227
X,1564174143,978790,2053
X,1564174144,979433,27655
X,1564174144,977611,5180
P,1564174144,5097
X,1564174145,980574,15237
X,1564174145,980004,2854
X,1564174146,978593,3271
X,1564174146,978219,1409
X,1564174146,979290,4684
X,1564174147,978148,1326
X,1564174147,977615,3771
X,1564174148,976800,3087
X,1564174148,973269,6320
X,1564174149,974575,23200
X,1564174149,976439,11066
X,1564174150,975620,14996
X,1564174151,975351,2312
X,1564174151,973926,4891
X,1564174152,974865,4883
X,1564174152,976812,1882
X,1564174153,976754,2435
X,1564174153,974897,4162
X,1564174154,974822,3941
X,1564174155,972990,6924
X,1564174155,977482,12741
X,1564174156,976381,8763
X,1564174156,973267,4922
X,1564174157,970558,8803
X,1564174157,971367,6371
X,1564174158,974626,5003
X,1564174159,969019,13183
X,1564174159,970784,5458
X,1564174160,965499,12197
X,1564174160,971242,6782
X,1564174161,970142,9230
X,1564174161,969733,9163
X,1564174162,973556,5343
X,1564174163,964897,6246
X,1564174163,963851,5353
X,1564174164,968913,7610
X,1564174164,972526,3604
X,1564174165,975950,3693
X,1564174165,970711,7574
X,1564174166,973677,4837
X,1564174167,974205,3639
X,1564174167,978086,6630
X,1564174168,981789,23965
X,1564174168,980647,6263
X,1564174169,978704,20170
X,1564174169,981140,9958
X,1564174170,979705,34844
X,1564174170,980633,19206
X,1564174171,978501,12655
X,1564174172,981757,9583
X,1564174172,981057,9544
X,1564174173,980429,4587
X,1564174173,979967,3525
P,1564174174,5098
X,1564174174,976088,3564
X,1564174174,977111,4683
X,1564174175,976239,19594
X,1564174176,977782,5887
X,1564174176,980610,16027
X,1564174177,980220,3491
X,1564174177,981747,2556
X,1564174178,981697,1903
X,1564174178,979633,1482
X,1564174179,977638,3044
X,1564174180,979113,3976
X,1564174180,980489,1791
X,1564174181,978924,20257
X,1564174181,977995,7778
X,1564174182,975389,9460
X,1564174182,975923,8136
X,1564174183,977169,3211
X,1564174184,977631,3267
X,1564174184,979035,1720
X,1564174185,978585,2820
X,1564174185,979873,1697
X,1564174186,980159,3314
X,1564174186,979745,2126
X,1564174187,979433,2474
X,1564174187,980314,2706
X,1564174187,980518,2410
X,1564174188,974954,6184
X,1564174188,975649,8590
X,1564174189,978461,21049
X,1564174189,977467,3743
X,1564174190,975321,14184
X,1564174190,976663,4335
X,1564174191,978108,2086
X,1564174192,981529,4892
X,1564174192,977909,10622
X,1564174193,978488,13295
X,1564174193,977258,4185
X,1564174194,978943,4174
