,1564871550,974487,21562
X,1564871550,974511,5186
X,1564871551,974689,3074
X,1564871552,974837,575
X,1564871552,974891,675
X,1564871553,974994,666
X,1564871553,975073,697
A,1564871553,975098,476
T,1564871553,2941
X,1564871555,975043,746
X,1564871556,974948,774
X,1564871556,974954,527
X,1564871557,974977,547
X,1564871558,975091,1135
X,1564871558,975196,1156
X,1564871559,975081,932
X,1564871559,974400,5230
X,1564871560,974858,3976
X,1564871560,975055,1696
X,1564871561,974566,3879
X,1564871562,975387,7487
X,1564871562,974795,3640
X,1564871563,974692,1183
X,1564871563,974786,1986
X,1564871564,974768,528
X,1564871564,974899,726
X,1564871565,974986,604
X,1564871566,974921,499
X,1564871566,975063,1022
X,1564871566,975095,650
X,1564871566,975081,675
X,1564871567,975008,538
X,1564871567,975081,622
X,1564871568,975110,627
X,1564871568,975087,1339
X,1564871569,975194,640
X,1564871570,975172,602
X,1564871570,975236,760
X,1564871571,975333,524
X,1564871571,975367,515
X,1564871572,975375,469
A,1564871572,975081,607
T,1564871572,2941
X,1564871574,975539,18538
P,1564871574,5018
X,1564871574,975566,1231
X,1564871575,975801,7599
X,1564871576,975588,2002
X,1564871576,975589,1252
X,1564871577,975577,1509
X,1564871577,975684,659
X,1564871578,975595,20113
X,1564871578,975829,2372
X,1564871579,975479,10321
X,1564871580,976085,3124
X,1564871580,975726,656
X,1564871581,975725,684
X,1564871581,975693,387
X,1564871582,975626,780
X,1564871582,975507,23040
X,1564871583,975483,1512
X,1564871584,975677,12328
X,1564871584,975619,652
X,1564871585,975575,2875
X,1564871585,975629,630
X,1564871586,975650,396
X,1564871586,975679,585
X,1564871587,975669,213
X,1564871587,975654,457
X,1564871588,975725,999
X,1564871589,974288,16831
X,1564871589,975661,11985
X,1564871590,975841,1733
X,1564871590,975616,650
X,1564871591,975578,864
X,1564871591,975675,567
X,1564871592,975491,1775
X,1564871593,975408,1354
X,1564871593,975537,1116
X,1564871594,974289,11530
X,1564871594,975454,13482
X,1564871595,975847,1734
X,1564871595,975620,521
X,1564871596,975534,10438
X,1564871597,975425,754
X,1564871597,975533,752
X,1564871598,975580,692
X,1564871598,975568,418
A,1564871598,975633,301
T,1564871598,2941
R,1564871599,6000B7DE36
X,1564871600,975928,8394
X,1564871601,975677,3837
X,1564871601,975197,10347
X,1564871602,975725,3862
X,1564871603,975670,1971
X,1564871603,975725,1039
X,1564871604,975664,733
X,1564871604,975607,477
P,1564871605,5019
X,1564871605,975682,634
X,1564871605,975645,15337
X,1564871606,975703,1510
X,1564871606,975565,8827
X,1564871607,975831,821
X,1564871607,975735,528
X,1564871607,975704,672
X,1564871608,975659,483
X,1564871608,975695,328
X,1564871609,975763,526
X,1564871609,975705,467
X,1564871610,975756,715
X,1564871611,975789,22481
X,1564871611,975826,939
X,1564871612,975899,13505
X,1564871612,975839,670
X,1564871613,975809,550
X,1564871613,975767,511
X,1564871614,975834,279
X,1564871615,975817,1088
X,1564871615,975792,26669
X,1564871616,976014,2156
X,1564871616,975825,10831
X,1564871617,975877,1534
X,1564871617,975805,779
X,1564871618,975921,12146
X,1564871619,976068,2593
X,1564871619,976479,6773
X,1564871620,976070,375
X,1564871620,975940,347
X,1564871621,975909,556
A,1564871621,975780,463
T,1564871621,2941
R,1564871621,6000B7DE36
X,1564871623,975679,15797
X,1564871623,976203,9383
X,1564871624,976092,4942
X,1564871624,976057,1664
X,1564871625,975903,909
X,1564871626,975800,860
X,1564871626,976286,5099
X,1564871627,974942,14877
X,1564871627,975619,4502
X,1564871628,976109,10255
X,1564871628,976090,12185
X,1564871629,976156,6978
