,1332937,26308
X,1564962129,1335121,31806
X,1564962129,1333879,12549
X,1564962130,1333667,44206
X,1564962131,1334240,13536
X,1564962131,1334029,17485
X,1564962132,1334828,19535
X,1564962132,1335595,17899
X,1564962133,1334966,10916
X,1564962133,1334929,9985
X,1564962134,1334913,10916
X,1564962135,1335097,3416
X,1564962135,1335979,6531
X,1564962136,1335461,9512
X,1564962136,1335475,6813
X,1564962137,1335673,5562
X,1564962137,1335746,9146
X,1564962138,1336133,7023
X,1564962139,1336080,10185
X,1564962139,1335265,28563
X,1564962140,1335829,8868
X,1564962140,1335451,4828
X,1564962141,1336054,39838
X,1564962141,1335811,4155
X,1564962142,1335796,1967
X,1564962143,1335807,8077
X,1564962143,1335983,638
X,1564962144,1336239,1810
X,1564962144,1335611,19920
X,1564962145,1335921,4558
X,1564962145,1336698,32535
X,1564962146,1336534,7327
X,1564962146,1335931,1859
X,1564962147,1335965,14878
X,1564962148,1335654,1531
P,1564962148,4995
X,1564962148,1335776,8406
X,1564962149,1335799,4702
X,1564962149,1335793,1349
X,1564962150,1335707,1010
X,1564962150,1335747,2435
X,1564962151,1335469,16828
X,1564962152,1335868,4321
X,1564962152,1335700,1587
X,1564962153,1335408,6649
X,1564962153,1335883,2223
X,1564962153,1335799,1414
X,1564962153,1335696,1164
X,1564962154,1335817,1677
X,1564962155,1335868,1083
X,1564962155,1335898,1026
X,1564962156,1335849,1901
X,1564962156,1336078,1308
X,1564962157,1335938,1079
X,1564962157,1335996,982
A,1564962157,1335694,697
T,1564962158,2955
X,1564962159,1335591,5802
X,1564962160,1335951,1479
X,1564962161,1335743,1450
X,1564962161,1335443,15664
X,1564962162,1336238,5277
X,1564962162,1335870,2335
X,1564962163,1335724,10546
X,1564962163,1336030,1580
X,1564962164,1336129,1158
X,1564962164,1336185,7452
X,1564962165,1335863,1519
X,1564962166,1335789,12640
X,1564962166,1335762,5188
X,1564962167,1336015,945
X,1564962167,1335998,4978
X,1564962168,1336017,1533
X,1564962168,1335999,1290
X,1564962169,1336072,985
X,1564962170,1335946,1623
X,1564962170,1335897,1161
X,1564962171,1335343,15841
X,1564962171,1336162,3991
X,1564962172,1335731,2582
X,1564962172,1335602,10423
X,1564962173,1335945,3605
X,1564962174,1336044,1792
X,1564962174,1335913,1196
X,1564962175,1335886,1367
X,1564962175,1335950,1348
X,1564962176,1335875,1332
X,1564962176,1335877,14038
X,1564962177,1335585,3297
P,1564962177,4999
X,1564962178,1335650,1304
X,1564962178,1335945,9372
X,1564962179,1335935,1108
X,1564962179,1335859,1998
X,1564962180,1335909,1219
X,1564962180,1335884,1684
X,1564962181,1335702,8219
X,1564962182,1335801,5285
X,1564962182,1335756,7903
X,1564962183,1336279,11292
X,1564962183,1336491,4895
X,1564962184,1335821,2609
X,1564962184,1336028,8230
X,1564962185,1336026,1870
X,1564962185,1335860,2043
X,1564962186,1335932,1448
X,1564962187,1335917,2401
X,1564962187,1335717,1882
X,1564962188,1335728,1142
X,1564962188,1335628,1064
X,1564962189,1335785,1857
X,1564962189,1335667,8229
X,1564962190,1335753,14694
X,1564962191,1335848,1658
X,1564962191,1336031,1782
X,1564962192,1335877,10904
X,1564962192,1335741,2207
X,1564962193,1335949,1094
X,1564962193,1335828,1397
X,1564962194,1335827,20845
X,1564962194,1336129,3076
X,1564962194,1336372,32038
X,1564962195,1335039,14186
X,1564962195,1335893,6981
X,1564962196,1335559,2124
X,1564962196,1335639,6955
X,1564962197,1335895,1855
X,1564962198,1335878,1454
X,1564962198,1335844,1467
X,1564962199,1335874,1493
X,1564962199,1336013,1263
X,1564962200,1336033,1538
X,1564962200,1335944,897
X,1564962201,1336010,851
X,1564962202,1335971,1319
X,1564962202,1335877,1132
X,1564962203,1336620,7197
X,1564962203,1335469,10288
X,1564962204,1335671,1333
X,1564962204,1335624,8856
X,1564962205,1335944,1425
X,1564962205,1335930,2003
X,1564962206,1335807,1356
P,1564962206,4998
