,1039718,30198
X,1564972918,1039247,3800
X,1564972918,1039074,19019
X,1564972919,1039529,1054
X,1564972919,1039451,1140
X,1564972920,1039395,1187
X,1564972920,1039438,21829
X,1564972921,1039295,2583
X,1564972921,1041052,15602
X,1564972922,1039575,848
X,1564972923,1039484,1169
X,1564972923,1039676,25658
X,1564972924,1039334,1314
X,1564972924,1039372,29337
X,1564972925,1039547,1289
X,1564972925,1039395,1278
X,1564972926,1039415,1003
X,1564972927,1039393,736
X,1564972927,1039275,22231
X,1564972928,1039402,5077
X,1564972928,1039300,18748
X,1564972929,1039496,1435
X,1564972929,1039360,1117
X,1564972930,1039437,1105
X,1564972931,1039568,26615
X,1564972931,1039241,4685
X,1564972932,1039311,19806
X,1564972932,1039676,1131
X,1564972933,1039658,1397
X,1564972933,1039418,25525
X,1564972934,1039370,4579
X,1564972935,1039215,32645
X,1564972935,1039937,6024
X,1564972936,1039436,894
X,1564972936,1039342,751
P,1564972937,4986
X,1564972937,1039276,24771
X,1564972937,1039257,2738
X,1564972938,1039212,30648
X,1564972939,1039349,952
X,1564972939,1039384,806
X,1564972940,1039433,1029
X,1564972940,1039345,1350
X,1564972941,1039549,30585
X,1564972941,1039479,2343
X,1564972941,1038872,33930
X,1564972941,1039483,2144
X,1564972942,1039374,1143
X,1564972943,1039536,25684
X,1564972943,1039369,3680
X,1564972944,1039325,26204
X,1564972944,1039450,1416
X,1564972945,1039435,26748
X,1564972945,1039396,4947
X,1564972946,1038904,56386
X,1564972947,1039678,8822
X,1564972947,1039334,627
X,1564972948,1039017,24224
X,1564972948,1038993,3764
X,1564972949,1039229,31055
X,1564972949,1039790,4921
X,1564972950,1039385,1365
X,1564972951,1039368,1080
X,1564972951,1039473,1003
X,1564972952,1041020,14959
X,1564972952,1039508,4761
X,1564972953,1039285,30234
X,1564972953,1039335,9757
X,1564972954,1039495,1286
X,1564972955,1037859,12966
X,1564972955,1038182,10132
X,1564972956,1039088,8993
X,1564972956,1049077,12608
X,1564972957,1044385,59799
X,1564972957,1037495,48798
X,1564972958,1037787,8078
X,1564972959,1040915,62995
X,1564972959,1040277,2512
X,1564972960,1039684,21067
X,1564972960,1039773,38761
X,1564972961,1041336,3991
X,1564972961,1039692,18807
X,1564972962,1042501,36475
X,1564972962,1039210,27391
X,1564972963,1038961,4409
X,1564972964,1039169,27678
X,1564972964,1039369,2349
X,1564972965,1038783,61046
X,1564972965,1038096,64594
P,1564972966,4986
X,1564972966,1040139,41776
X,1564972966,1036486,24024
X,1564972967,1038346,15596
X,1564972968,1039157,25263
X,1564972968,1039835,2227
X,1564972969,1039962,18127
X,1564972969,1039606,3515
X,1564972970,1038515,15427
X,1564972970,1042125,22704
X,1564972971,1040539,25504
X,1564972972,1042224,23777
X,1564972972,1038133,54487
X,1564972973,1035397,39182
X,1564972973,1040008,27746
X,1564972974,1044465,23660
X,1564972974,1043460,9469
X,1564972975,1043506,30215
X,1564972976,1042897,61477
X,1564972976,1043195,20293
X,1564972977,1042843,26456
X,1564972977,1043168,12339
X,1564972978,1043284,22279
X,1564972978,1042693,40675
X,1564972979,1041818,22047
X,1564972980,1041730,51186
X,1564972980,1039925,19763
X,1564972981,1040407,3992
X,1564972981,1040050,63428
X,1564972982,1040089,7273
X,1564972982,1040267,19354
X,1564972982,1040527,3117
X,1564972982,1041039,9610
X,1564972983,1039737,28819
X,1564972984,1040495,22449
X,1564972984,1040821,1193
X,1564972985,1039709,63075
X,1564972985,1040579,4923
X,1564972986,1039275,21652
X,1564972986,1042160,18137
X,1564972987,1040100,1665
X,1564972988,1039720,1302
X,1564972988,1039927,21010
X,1564972989,1039176,2251
X,1564972989,1039406,29193
X,1564972990,1039602,1216
X,1564972990,1039849,1195
X,1564972991,1040003,30420
X,1564972992,1039975,3774
X,1564972992,1039791,31681
X,1564972993,1040166,1487
X,1564972993,1040013,1150
X,1564972994,1040287,23765
