,1359374,23399
X,1564882782,1359296,1870
X,1564882782,1358737,9306
X,1564882783,1359848,8277
X,1564882784,1359418,712
X,1564882784,1359495,1522
X,1564882785,1358831,11480
X,1564882785,1359938,20881
X,1564882786,1359960,5261
X,1564882786,1359577,15760
X,1564882787,1359737,2745
X,1564882787,1359982,22067
X,1564882788,1359830,2258
X,1564882789,1359769,1012
X,1564882789,1359735,1515
X,1564882790,1359700,968
X,1564882790,1359675,2048
X,1564882791,1359633,799
X,1564882791,1359723,19072
X,1564882792,1359625,2319
X,1564882793,1359580,1264
X,1564882793,1359825,13022
X,1564882794,1359612,853
X,1564882794,1359484,1779
X,1564882795,1360044,21510
X,1564882795,1359793,3419
X,1564882796,1359740,24017
X,1564882797,1359468,5020
X,1564882797,1359534,805
X,1564882798,1359467,988
X,1564882798,1359858,32613
X,1564882799,1359356,2809
X,1564882799,1359099,26268
X,1564882800,1359627,5347
X,1564882801,1359570,1022
X,1564882801,1359541,1213
X,1564882802,1359579,1008
X,1564882802,1359562,1038
X,1564882803,1359517,1351
X,1564882803,1359481,533
P,1564882804,4993
X,1564882804,1359451,959
X,1564882804,1359390,24469
X,1564882804,1359497,823
X,1564882805,1359383,12281
X,1564882805,1359663,1405
X,1564882806,1358663,9595
X,1564882806,1358490,11849
X,1564882807,1359651,15165
X,1564882807,1359265,20502
X,1564882808,1359376,1595
X,1564882809,1359537,1058
X,1564882809,1359578,11358
X,1564882810,1359660,1720
X,1564882810,1359523,1204
X,1564882811,1359528,967
A,1564882811,1359622,559
T,1564882811,2920
R,1564882811,6000B7DE36
X,1564882813,1359522,1467
X,1564882813,1359588,1877
X,1564882814,1359428,1502
X,1564882815,1359474,17725
X,1564882815,1359401,2354
X,1564882816,1359493,1420
X,1564882816,1359887,12960
X,1564882817,1359565,1025
X,1564882817,1359601,1067
X,1564882818,1359582,832
X,1564882819,1359640,22644
X,1564882819,1359692,2056
X,1564882820,1359806,24143
X,1564882820,1359565,1099
X,1564882821,1359400,1221
X,1564882821,1359410,1537
X,1564882822,1359341,1329
X,1564882823,1359346,2221
X,1564882823,1359589,18636
X,1564882824,1359155,1999
X,1564882824,1359160,4519
X,1564882825,1360096,12924
X,1564882825,1359569,1904
X,1564882826,1359501,2076
X,1564882826,1359843,8518
X,1564882827,1359264,15882
X,1564882828,1359410,13729
X,1564882828,1359428,15420
X,1564882829,1359887,27886
X,1564882829,1359647,835
X,1564882830,1359720,1090
X,1564882830,1359565,1203
X,1564882831,1359554,29549
X,1564882832,1358904,3112
X,1564882832,1358943,5257
P,1564882833,4994
X,1564882833,1359306,6352
X,1564882833,1359525,1470
X,1564882834,1359369,1087
X,1564882834,1359489,862
X,1564882835,1359495,1018
X,1564882836,1359434,929
X,1564882836,1359387,23232
X,1564882837,1359173,2890
X,1564882837,1358585,7155
X,1564882838,1359534,9322
X,1564882838,1359462,1244
X,1564882839,1359406,1632
X,1564882840,1359441,1721
X,1564882840,1359440,664
X,1564882841,1359472,885
X,1564882841,1359430,1121
X,1564882842,1359496,776
X,1564882842,1359448,695
X,1564882843,1359368,727
X,1564882844,1359321,21177
X,1564882844,1359292,6886
X,1564882845,1358339,13668
X,1564882845,1359708,17630
X,1564882845,1359518,1250
X,1564882845,1359209,7373
X,1564882846,1359897,3733
X,1564882846,1359525,2461
X,1564882847,1359390,17006
X,1564882848,1359419,1753
X,1564882848,1359533,1308
X,1564882849,1359745,14146
X,1564882849,1359367,2775
X,1564882850,1359599,2752
X,1564882850,1359503,13021
X,1564882851,1359453,1081
X,1564882852,1359597,12365
X,1564882852,1359667,1275
X,1564882853,1359547,1647
X,1564882853,1359585,1072
X,1564882854,1359513,1538
X,1564882854,1359687,1455
X,1564882855,1359598,22072
X,1564882856,1359327,1911
X,1564882856,1359406,14123
X,1564882857,1359582,1397
X,1564882857,1359590,923
X,1564882858,1359512,944
X,1564882858,1359599,1778
X,1564882859,1358410,12826
X,1564882860,1358801,5802
