,1564971799,1041079,31650
X,1564971800,1041287,1328
X,1564971800,1041077,593
X,1564971801,1041306,817
A,1564971801,1041171,285
T,1564971801,2949
U,1564971801,56886
X,1564971803,1041166,649
X,1564971803,1041980,9852
X,1564971804,1041455,6887
X,1564971805,1039682,16754
X,1564971805,1041442,12760
X,1564971806,1041588,1949
X,1564971806,1041432,885
X,1564971807,1041492,1214
X,1564971807,1041000,3141
X,1564971808,1040862,4961
X,1564971809,1041372,6281
X,1564971809,1040198,18140
X,1564971810,1040906,29663
X,1564971810,1041085,8999
X,1564971811,1040886,1232
X,1564971811,1040683,829
X,1564971812,1040534,1298
X,1564971813,1040722,889
X,1564971813,1040536,20777
X,1564971814,1040393,5171
X,1564971814,1040686,25598
X,1564971815,1041409,5042
X,1564971815,1040906,1043
X,1564971816,1041032,823
X,1564971817,1041001,1669
X,1564971817,1041020,1495
X,1564971818,1040130,4920
X,1564971818,1040551,20278
X,1564971819,1040595,3595
P,1564971819,4973
X,1564971819,1040177,25902
X,1564971820,1040700,2647
X,1564971820,1040865,1122
X,1564971821,1040845,879
X,1564971822,1040710,4501
X,1564971822,1040467,17435
X,1564971823,1040736,3467
X,1564971823,1040432,23140
X,1564971824,1040853,4478
X,1564971824,1040395,2110
X,1564971825,1040188,4217
X,1564971826,1040145,3008
X,1564971826,1040428,701
X,1564971827,1040808,716
X,1564971827,1040946,6483
X,1564971828,1041091,880
X,1564971828,1040996,847
X,1564971829,1041274,577
X,1564971830,1041197,861
X,1564971830,1041061,862
X,1564971831,1040934,1268
X,1564971831,1040884,917
X,1564971832,1040865,879
X,1564971832,1040923,1316
X,1564971833,1041067,1257
X,1564971833,1041019,1002
X,1564971833,1040985,1439
X,1564971834,1040716,20070
X,1564971834,1040582,21702
X,1564971835,1040670,13228
X,1564971835,1041146,1079
X,1564971836,1041063,753
X,1564971837,1041028,1425
X,1564971837,1041127,965
X,1564971838,1041033,1058
X,1564971838,1039855,14090
X,1564971839,1041126,31618
X,1564971839,1041318,7786
X,1564971840,1041578,3137
X,1564971840,1041186,1166
X,1564971841,1041330,754
X,1564971842,1041156,1571
X,1564971842,1041200,1093
X,1564971843,1041070,1050
X,1564971843,1040928,661
X,1564971844,1041085,1200
X,1564971844,1039512,14628
X,1564971845,1040544,33369
X,1564971846,1040646,6233
X,1564971846,1040898,2185
X,1564971847,1040914,2730
X,1564971847,1040712,3424
X,1564971848,1040964,1066
P,1564971848,4985
X,1564971848,1040859,754
A,1564971848,1040989,1004
T,1564971849,2949
U,1564971849,56886
X,1564971850,1041651,5159
X,1564971851,1041216,2411
X,1564971852,1041423,1314
X,1564971852,1041119,1254
X,1564971853,1041331,970
X,1564971853,1041206,696
X,1564971854,1040886,3731
X,1564971854,1041363,2637
X,1564971855,1040784,24902
X,1564971856,1040645,2421
X,1564971856,1040927,23120
X,1564971857,1041327,4708
X,1564971857,1040828,2460
X,1564971858,1041019,887
X,1564971858,1040873,1490
X,1564971859,1040882,880
X,1564971859,1040771,860
X,1564971860,1040961,2374
X,1564971861,1040727,1604
X,1564971861,1040949,2867
X,1564971862,1040868,1571
X,1564971862,1041074,2318
X,1564971863,1041435,10501
X,1564971863,1041330,5536
X,1564971864,1041020,2383
X,1564971865,1041476,32199
X,1564971865,1041127,3159
X,1564971866,1041223,3379
X,1564971866,1040959,3831
X,1564971867,1041240,779
X,1564971867,1041525,2096
X,1564971868,1040376,2625
X,1564971869,1041053,2970
X,1564971869,1040905,582
X,1564971870,1040830,8434
X,1564971870,1040834,3630
X,1564971871,1040016,9529
X,1564971871,1042682,4312
X,1564971872,1040119,4653
X,1564971873,1041685,9836
X,1564971873,1040800,9593
X,1564971874,1041376,9996
X,1564971874,1039745,12204
X,1564971874,1041618,5667
X,1564971874,1040530,17818
X,1564971875,1041027,11708
X,1564971876,1041259,3688
X,1564971876,1039738,15955
