,1324016,15115
X,1564958223,1323245,4569
X,1564958224,1323742,1188
X,1564958224,1323775,10626
X,1564958225,1323634,1218
X,1564958226,1323664,1502
X,1564958226,1323657,1287
X,1564958227,1323891,19826
X,1564958227,1323526,8304
X,1564958228,1323773,1325
X,1564958228,1324591,20911
X,1564958229,1323625,1990
X,1564958230,1323728,1750
X,1564958230,1323706,11651
X,1564958231,1323561,1428
X,1564958231,1323777,623
X,1564958232,1323727,1611
X,1564958232,1323769,884
X,1564958233,1323493,3682
X,1564958234,1323859,14297
X,1564958234,1323638,2494
X,1564958235,1323470,7748
X,1564958235,1324002,2654
X,1564958236,1323820,1448
X,1564958236,1323586,1448
X,1564958237,1323813,1104
X,1564958238,1323715,784
X,1564958238,1323545,1017
X,1564958239,1323765,1123
P,1564958239,5005
X,1564958239,1323770,737
X,1564958240,1323523,11375
X,1564958240,1323553,5760
X,1564958241,1323471,9343
X,1564958242,1323959,1568
X,1564958242,1323658,1282
X,1564958243,1323568,559
X,1564958243,1323701,631
X,1564958244,1323401,1462
X,1564958244,1323934,19752
X,1564958245,1323652,3770
X,1564958245,1322918,5500
X,1564958246,1323734,5954
X,1564958247,1323679,1010
X,1564958247,1323662,1186
X,1564958248,1323506,16610
X,1564958248,1323695,2342
X,1564958249,1323685,7724
X,1564958249,1323764,1707
X,1564958250,1323846,699
X,1564958251,1323635,917
X,1564958251,1323554,2073
X,1564958252,1323630,984
X,1564958252,1323655,1225
X,1564958253,1323553,14662
X,1564958253,1323611,1419
X,1564958254,1323347,10302
X,1564958255,1323727,1109
X,1564958255,1323816,22149
X,1564958256,1323559,1483
X,1564958256,1324047,24447
X,1564958257,1324000,2377
X,1564958257,1323809,573
X,1564958257,1323659,1288
X,1564958258,1323636,1240
X,1564958258,1323637,1080
X,1564958259,1323658,1273
X,1564958259,1323494,1189
X,1564958260,1324315,6718
X,1564958260,1323452,5971
X,1564958261,1323589,1517
X,1564958262,1323399,8737
X,1564958262,1323606,1592
X,1564958263,1323794,1966
X,1564958263,1323851,1495
X,1564958264,1323648,13788
X,1564958264,1323721,2381
X,1564958265,1324143,24333
X,1564958265,1324308,7018
X,1564958266,1323896,1589
X,1564958267,1323815,971
X,1564958267,1323668,1138
X,1564958268,1323572,770
P,1564958268,5005
X,1564958268,1323532,1144
X,1564958269,1323694,16910
X,1564958269,1323469,2251
X,1564958270,1325035,24033
X,1564958271,1324097,20150
X,1564958271,1323881,3675
X,1564958272,1323648,3999
X,1564958272,1323402,8420
X,1564958273,1323696,26905
X,1564958273,1323608,2990
X,1564958274,1323252,25466
X,1564958275,1323426,1234
X,1564958275,1323443,895
X,1564958276,1323546,1050
X,1564958276,1323426,989
X,1564958277,1323445,1464
X,1564958277,1323476,999
X,1564958278,1323453,679
X,1564958279,1323424,726
X,1564958279,1323394,1135
X,1564958280,1323562,643
A,1564958280,1323629,422
T,1564958280,2957
R,1564958280,6000B7DE36
X,1564958282,1323432,2004
X,1564958282,1323556,2046
X,1564958283,1323334,10873
X,1564958283,1323518,2035
X,1564958284,1323669,1016
X,1564958284,1324151,11799
X,1564958285,1323880,6854
X,1564958286,1323921,1210
X,1564958286,1323919,20694
X,1564958287,1323392,15265
X,1564958287,1323441,2141
X,1564958288,1323744,1768
X,1564958288,1323442,7399
X,1564958289,1323536,1328
X,1564958290,1323590,861
X,1564958290,1323464,688
X,1564958291,1323618,1556
X,1564958291,1323545,1197
X,1564958292,1323409,1042
X,1564958292,1323025,1162
X,1564958293,1323100,1769
X,1564958294,1323300,1320
X,1564958294,1323283,978
X,1564958295,1323074,546
X,1564958295,1322998,16433
X,1564958296,1322997,2085
X,1564958296,1322868,17444
X,1564958297,1323760,9477
X,1564958297,1323915,26886
P,1564958298,5005
X,1564958298,1323147,14056
X,1564958298,1323722,1899
X,1564958298,1323672,1040
X,1564958299,1323652,820
X,1564958299,1323609,991
X,1564958300,1323615,21730
