,1025043,778
X,1565141398,1025017,1151
X,1565141399,1024946,25963
X,1565141400,1025047,2720
X,1565141400,1024878,26586
X,1565141400,1025225,967
X,1565141400,1025083,547
X,1565141401,1025093,778
X,1565141401,1025008,1643
X,1565141402,1025099,1049
X,1565141402,1024985,17822
X,1565141403,1025091,2745
X,1565141404,1024912,22269
X,1565141404,1025092,2922
X,1565141405,1024996,969
X,1565141405,1024989,778
X,1565141406,1024998,1115
X,1565141406,1024952,1096
X,1565141407,1024908,801
X,1565141408,1024956,873
X,1565141408,1025153,21186
X,1565141409,1025093,2937
X,1565141409,1024645,24864
X,1565141410,1025036,3994
X,1565141410,1025189,702
X,1565141411,1025031,1038
X,1565141412,1025020,1265
X,1565141412,1025261,1406
X,1565141413,1024992,1381
X,1565141413,1024799,5830
X,1565141414,1025386,1440
X,1565141414,1024876,912
X,1565141415,1024641,21195
P,1565141415,4947
X,1565141416,1024971,1945
X,1565141416,1025023,30670
X,1565141417,1025162,1322
X,1565141417,1025034,406
X,1565141418,1025038,635
X,1565141418,1024934,1064
X,1565141419,1025989,9983
X,1565141420,1025216,5760
X,1565141420,1023466,13980
X,1565141421,1025121,9229
X,1565141421,1025422,3806
X,1565141422,1024567,3811
X,1565141422,1024987,836
X,1565141423,1024955,613
X,1565141423,1024901,22451
X,1565141424,1025010,5136
X,1565141425,1024870,18419
X,1565141425,1025156,2328
X,1565141426,1025078,682
X,1565141426,1024986,996
X,1565141427,1024922,10958
X,1565141427,1024982,2260
X,1565141428,1024815,846
X,1565141429,1026227,14285
X,1565141429,1024610,8948
X,1565141430,1025177,21257
X,1565141430,1025206,8281
X,1565141431,1024920,1382
X,1565141431,1024960,693
A,1565141431,1025009,410
T,1565141432,2932
U,1565141432,56886
X,1565141433,1024817,24926
X,1565141434,1025131,1350
X,1565141435,1025064,708
X,1565141435,1024971,618
X,1565141436,1025078,2040
X,1565141436,1024973,528
X,1565141437,1024957,8747
X,1565141437,1025113,2387
X,1565141438,1026263,13543
X,1565141439,1024704,8876
X,1565141439,1024875,1294
X,1565141440,1024938,20880
X,1565141440,1025032,945
X,1565141441,1025004,929
X,1565141441,1024989,631
X,1565141441,1024897,622
X,1565141441,1025036,669
X,1565141442,1026286,14177
X,1565141443,1024683,7617
X,1565141443,1025099,27436
X,1565141444,1024953,10291
P,1565141444,4969
X,1565141444,1024991,886
X,1565141445,1025070,746
X,1565141445,1024826,1676
X,1565141446,1025045,3877
X,1565141447,1024733,1548
X,1565141447,1024374,22631
X,1565141448,1025172,8362
X,1565141448,1024899,22967
X,1565141449,1025001,1020
X,1565141449,1024936,368
X,1565141450,1024934,826
X,1565141451,1024878,454
X,1565141451,1024855,2885
X,1565141452,1024905,639
X,1565141452,1024833,520
X,1565141453,1024654,21353
X,1565141453,1024642,3651
X,1565141454,1025174,28929
X,1565141455,1024856,4655
X,1565141455,1025297,1273
X,1565141456,1025491,4399
X,1565141456,1025826,11597
X,1565141457,1026283,13921
X,1565141457,1024255,13580
X,1565141458,1025450,20054
X,1565141459,1025360,6651
X,1565141459,1025179,1302
X,1565141460,1025098,739
X,1565141460,1025095,694
X,1565141461,1024936,1178
X,1565141461,1025050,871
X,1565141462,1025040,818
X,1565141462,1025093,1738
X,1565141463,1023512,18270
X,1565141464,1024888,1217
X,1565141464,1026721,22794
X,1565141465,1025160,909
A,1565141465,1024997,327
T,1565141465,2932
U,1565141465,56886
X,1565141467,1025009,4416
X,1565141467,1024964,1044
X,1565141468,1026331,13071
X,1565141468,1024935,8221
X,1565141469,1024314,6719
X,1565141470,1025994,14841
X,1565141470,1025047,842
