,995364,5812
X,1564957386,995059,2523
X,1564957387,995186,706
P,1564957387,5008
X,1564957387,994652,4469
X,1564957388,995389,10948
X,1564957388,995134,1886
X,1564957389,995122,15983
X,1564957389,995393,5514
X,1564957390,994770,3773
X,1564957391,995406,2898
X,1564957391,995095,1444
X,1564957392,995082,1014
X,1564957392,995076,531
X,1564957393,995071,925
X,1564957393,995036,17962
X,1564957394,995239,5286
X,1564957395,995260,1434
X,1564957395,995920,9939
X,1564957396,995125,523
X,1564957396,995084,1286
X,1564957396,995116,4233
X,1564957396,995119,3630
X,1564957397,995061,17642
X,1564957398,995080,4987
X,1564957398,994613,13008
X,1564957399,995026,1604
X,1564957399,994977,1327
X,1564957400,995048,3180
X,1564957400,995023,1428
X,1564957401,995115,968
X,1564957402,995091,14994
X,1564957402,995191,2516
X,1564957403,995052,2416
X,1564957403,995666,5728
X,1564957404,995295,1064
X,1564957404,995223,1096
X,1564957405,995130,17957
X,1564957406,995293,1975
X,1564957406,995000,5629
X,1564957407,995206,565
A,1564957407,995189,302
T,1564957407,2958
X,1564957409,995373,1837
X,1564957409,994779,5716
X,1564957410,995340,1345
X,1564957410,995100,962
X,1564957411,995095,21931
X,1564957411,995060,2836
X,1564957412,995115,1445
X,1564957413,995814,9365
X,1564957413,995231,695
X,1564957414,995180,1126
X,1564957414,995152,814
X,1564957415,994890,20099
X,1564957415,995298,11151
P,1564957416,4983
X,1564957416,994813,4013
X,1564957417,996144,19009
X,1564957417,995272,1165
X,1564957418,995192,954
X,1564957418,995171,1271
X,1564957419,995173,17906
X,1564957419,995332,2052
X,1564957420,995067,12233
X,1564957421,995452,2760
X,1564957421,995132,786
X,1564957422,995140,811
X,1564957422,995085,594
X,1564957423,995758,7064
X,1564957423,994728,10515
X,1564957424,995194,1707
X,1564957425,995083,12702
X,1564957425,995339,1617
X,1564957426,995181,659
X,1564957426,995131,1113
X,1564957427,995089,1035
X,1564957427,994358,7223
X,1564957428,995245,1611
X,1564957428,994915,13300
X,1564957429,995198,1038
X,1564957430,995200,1001
X,1564957430,995172,609
X,1564957431,995115,986
X,1564957431,995094,767
X,1564957432,995096,756
X,1564957432,995038,1284
X,1564957433,995076,826
X,1564957434,995070,748
X,1564957434,995027,614
X,1564957435,995096,18590
X,1564957435,995073,1531
X,1564957436,994996,13071
X,1564957436,995304,1675
X,1564957437,995087,781
X,1564957437,995122,585
X,1564957437,995030,1341
X,1564957438,995102,2293
X,1564957438,994813,1756
X,1564957439,995154,772
X,1564957439,995261,4200
X,1564957440,995025,17536
X,1564957441,995173,1870
X,1564957441,995091,2526
X,1564957442,994576,14673
X,1564957442,994847,16805
X,1564957443,994483,9860
X,1564957443,995347,825
X,1564957444,994926,21234
X,1564957445,995914,5484
P,1564957445,5007
X,1564957445,994480,5100
X,1564957446,995446,7990
X,1564957446,995162,3839
X,1564957447,994267,9519
X,1564957447,995466,3218
X,1564957448,994883,6074
X,1564957448,995405,10751
X,1564957449,995209,2714
X,1564957450,994671,8406
X,1564957450,995655,3028
X,1564957451,995144,9925
X,1564957451,995078,2714
X,1564957452,995196,4997
X,1564957452,995396,1340
X,1564957453,995423,3271
X,1564957454,995212,937
A,1564957454,995139,320
T,1564957454,2958
X,1564957456,995110,605
X,1564957456,995086,902
X,1564957457,995117,611
X,1564957457,995651,13065
X,1564957458,995424,13311
X,1564957458,995265,5702
X,1564957459,994814,10545
X,1564957459,995067,1473
X,1564957460,994941,1203
X,1564957461,994879,582
X,1564957461,994936,863
X,1564957462,995148,7237
X,1564957462,994853,1203
X,1564957463,995102,1243
