H,1563573581,700040
U,1563573581,41028
X,1563573583,986769,5482
X,1563573583,986721,19641
X,1563573584,986986,1245
X,1563573584,986947,2163
X,1563573585,986991,829
X,1563573585,986849,802
X,1563573586,987025,1050
X,1563573587,987084,1625
X,1563573587,986976,679
X,1563573588,987204,14473
X,1563573588,986652,4428
X,1563573589,986455,6470
X,1563573589,986916,2292
X,1563573590,987070,1980
X,1563573591,986964,541
X,1563573591,986978,888
X,1563573592,986953,1152
X,1563573592,987048,1825
X,1563573593,987060,710
X,1563573593,987063,510
X,1563573594,987042,488
X,1563573595,987043,1296
X,1563573595,987108,699
X,1563573596,987264,8084
X,1563573596,987105,1606
X,1563573597,986835,9858
X,1563573597,986915,1967
X,1563573598,986990,959
X,1563573599,987116,23682
X,1563573599,987012,926
X,1563573600,986743,19611
X,1563573600,987087,1188
X,1563573601,987004,642
X,1563573601,986963,1549
X,1563573602,986917,1188
X,1563573602,987277,13530
X,1563573603,986772,1812
X,1563573604,987003,22742
P,1563573604,5132
X,1563573604,986973,2689
X,1563573605,987052,915
X,1563573605,986945,491
X,1563573606,986867,1462
X,1563573606,987085,490
X,1563573607,987077,795
X,1563573608,987061,735
X,1563573608,986995,705
X,1563573609,987121,780
X,1563573609,987160,844
A,1563573609,987026,311
T,1563573609,2967
U,1563573610,41028
X,1563573611,987017,16681
X,1563573612,987260,1085
X,1563573612,987154,569
X,1563573613,987100,422
X,1563573614,987034,1671
X,1563573614,987194,617
X,1563573615,987217,1368
X,1563573615,987044,869
X,1563573616,987046,1380
X,1563573616,987001,1379
X,1563573616,986790,647
X,1563573617,986825,1034
X,1563573617,986723,1806
X,1563573618,985786,5941
X,1563573618,986816,10184
X,1563573619,987086,1924
X,1563573619,987192,1363
X,1563573620,987030,867
X,1563573620,987097,2547
X,1563573621,986965,1205
X,1563573622,986955,693
X,1563573622,987035,1259
X,1563573623,987156,1030
X,1563573623,987054,694
X,1563573624,987062,468
X,1563573624,986972,680
X,1563573625,986986,1017
X,1563573626,987103,1135
X,1563573626,987085,904
X,1563573627,987050,861
X,1563573627,986959,591
X,1563573628,987077,341
X,1563573628,987108,738
X,1563573629,986743,8399
X,1563573630,986855,24660
X,1563573630,986496,1287
X,1563573631,986700,5677
X,1563573631,986494,2607
X,1563573632,986763,6931
X,1563573632,986790,2591
X,1563573633,986907,12242
P,1563573633,5129
X,1563573634,986951,1543
X,1563573634,986904,415
X,1563573635,986959,649
X,1563573635,986897,465
X,1563573636,986916,700
X,1563573636,986847,349
A,1563573636,987007,404
T,1563573637,2967
U,1563573637,41028
X,1563573638,987051,424
X,1563573639,986745,8076
X,1563573639,987007,971
X,1563573640,987689,15884
X,1563573641,987063,2025
X,1563573641,986976,646
X,1563573642,986943,703
X,1563573642,986860,938
X,1563573643,987001,887
X,1563573643,987046,25037
X,1563573644,986654,1813
X,1563573645,986791,10848
X,1563573645,986904,2080
X,1563573646,986930,1083
X,1563573646,986863,1041
X,1563573647,986770,3835
X,1563573647,986716,5647
X,1563573648,986396,2677
X,1563573649,986709,1449
X,1563573649,986871,826
X,1563573650,986875,748
X,1563573650,986601,19872
X,1563573651,986892,1601
X,1563573651,986813,6645
X,1563573652,986875,1644
X,1563573653,986935,480
X,1563573653,986909,706
X,1563573654,986904,431
X,1563573654,986874,614
X,1563573655,986827,982
X,1563573655,986961,661
X,1563573656,986967,19893
X,1563573657,986854,1142
X,1563573657,986717,19291
X,1563573657,987009,1768
X,1563573657,986919,564
X,1563573658,986856,282
X,1563573658,986822,507
X,1563573659,986795,1113
X,1563573659,986935,889
X,1563573660,986911,491
X,1563573661,986908,311
A,1563573661,986917,229
T,1563573661,2967
U,1563573661,41028
P,1563573662,5130
X,1563573663,986903,571
X,1563573663,986873,1225
X,1563573664,987021,498
X,1563573664,987046,696
X,1563573665,986858,4571
X,1563573665,986492,16345
X,1563573666,987175,23312
X,1563573667,986048,20790
X,1563573667,987456,2455
X,1563573668,987447,1657
X,1563573668,987487,13684
X,1563573669,987192,1648
X,1563573669,987296,16067
X,1563573670,987562,1451
X,1563573671,987537,930
X,1563573671,987457,961
X,1563573672,987415,1106
X,1563573672,987457,22328
X,1563573673,987457,639
X,1563573673,988031,11021
X,1563573674,987500,1115
X,1563573675,987565,1641
X,1563573675,986948,8755
