32,5021
P,1564904761,5021
P,1564904790,5022
P,1564904821,5020
P,1564904850,5022
P,1564904879,5020
P,1564904909,5021
P,1564904938,5022
P,1564904967,5019
P,1564904996,5021
P,1564905026,5022
P,1564905055,5021
P,1564905084,5020
P,1564905115,5022
P,1564905144,5021
P,1564905173,5022
P,1564905202,5023
P,1564905232,5021
P,1564905261,5022
P,1564905290,5022
P,1564905320,5022
P,1564905349,5023
P,1564905378,5020
P,1564905408,5021
P,1564905438,5023
P,1564905467,5022
P,1564905496,5023
P,1564905526,5020
P,1564905555,5023
P,1564905584,5023
E,1564905613,0
