,1565145132,1023665,7845
X,1565145132,1021541,3729
X,1565145132,1022361,770
X,1565145132,1022226,1890
X,1565145133,1020231,18148
X,1565145134,1024457,13264
X,1565145134,1023484,25364
X,1565145135,1021538,13062
X,1565145135,1021749,19523
X,1565145136,1023183,7508
X,1565145136,1022304,1699
X,1565145137,1021943,1417
X,1565145138,1022626,1608
X,1565145138,1021887,22084
X,1565145139,1022408,16422
X,1565145139,1021184,29066
X,1565145140,1022428,5112
X,1565145140,1021294,5488
X,1565145141,1022764,9909
X,1565145142,1023207,8151
X,1565145142,1020287,20161
X,1565145143,1022408,14703
X,1565145143,1022173,16452
X,1565145144,1022206,4003
X,1565145144,1022223,1353
X,1565145145,1022185,828
X,1565145145,1022114,1334
X,1565145146,1022170,1432
X,1565145147,1022121,2702
X,1565145147,1020502,13823
X,1565145148,1023978,4501
P,1565145148,4964
X,1565145148,1021688,12236
X,1565145149,1022230,3776
X,1565145149,1022394,5147
X,1565145150,1024184,33246
X,1565145151,1022146,8402
X,1565145151,1020503,19060
X,1565145152,1025351,41736
X,1565145152,1022343,64766
X,1565145153,1016021,49924
X,1565145153,1018803,13076
X,1565145154,1020682,52175
X,1565145155,1016902,23807
X,1565145155,1017018,40609
X,1565145156,1015702,57595
X,1565145156,1010470,26569
X,1565145157,1011172,23761
X,1565145157,1004076,37752
X,1565145158,1004622,20152
X,1565145159,1001916,9436
X,1565145159,1003070,11872
X,1565145160,1005414,3402
X,1565145160,1006598,2577
X,1565145161,1014962,9215
X,1565145161,1020032,58625
X,1565145162,1020941,17940
X,1565145163,1023840,21567
X,1565145163,1022018,4181
X,1565145164,1022352,3000
X,1565145164,1019363,30136
X,1565145165,1025000,7578
X,1565145165,1020138,12409
X,1565145166,1023222,10184
X,1565145166,1017677,11616
X,1565145167,1025517,18216
X,1565145168,1019376,9238
X,1565145168,1026664,17602
X,1565145169,1021061,22626
X,1565145169,1020835,24974
X,1565145170,1023832,19578
X,1565145170,1020521,13642
X,1565145171,1022349,1620
X,1565145172,1023022,5168
X,1565145172,1014997,22543
X,1565145173,1023974,29481
X,1565145173,1021818,26793
X,1565145173,1023604,12776
X,1565145173,1017561,32810
X,1565145174,1027477,45444
X,1565145175,1009682,32060
X,1565145175,1033729,17606
X,1565145176,1013075,36262
X,1565145176,1023978,25451
X,1565145177,1021769,9717
P,1565145177,4964
X,1565145177,1022545,6810
X,1565145178,1019098,21000
X,1565145179,1023472,5716
X,1565145179,1023559,29209
X,1565145180,1018802,42297
X,1565145180,1018516,34289
X,1565145181,1031771,37950
X,1565145181,1017045,35401
X,1565145182,1021454,12710
X,1565145183,948698,50584
X,1565145183,697623,8346
X,1565145184,695754,1548
X,1565145184,695550,2072
X,1565145185,694669,565
X,1565145185,694162,208
X,1565145186,693838,249
X,1565145186,693704,228
X,1565145187,693422,230
X,1565145188,693271,296
X,1565145188,693118,149
X,1565145189,692999,191
O,1565145189,692848,149
O,1565145190,692723,143
O,1565145190,692595,88
O,1565145191,692480,151
O,1565145192,692384,125
O,1565145192,692312,171
O,1565145193,692247,113
O,1565145193,692163,106
O,1565145194,692084,80
O,1565145194,691997,115
O,1565145195,691917,168
O,1565145196,691871,100
O,1565145196,691822,80
O,1565145197,691760,81
O,1565145197,691673,86
O,1565145198,691651,108
O,1565145198,691575,166
O,1565145199,691546,65
O,1565145200,691514,124
O,1565145200,691454,89
O,1565145201,691424,124
O,1565145201,691362,108
O,1565145202,691328,119
O,1565145202,691301,122
O,1565145203,691267,97
O,1565145204,691222,143
O,1565145204,691212,97
O,1565145205,691135,126
