,1361427,884
X,1564880738,1361332,801
X,1564880739,1361446,828
X,1564880739,1361709,15397
X,1564880740,1361786,7276
X,1564880741,1361330,2588
X,1564880741,1362080,12236
X,1564880742,1361318,973
X,1564880742,1361474,1193
X,1564880743,1361172,10590
X,1564880743,1361322,4586
X,1564880744,1362267,25590
X,1564880745,1361670,8615
X,1564880745,1361557,1892
P,1564880746,4996
X,1564880746,1361583,1075
X,1564880746,1362463,6097
X,1564880747,1361472,5910
X,1564880747,1361575,1039
X,1564880748,1361650,12763
X,1564880748,1361682,1147
X,1564880749,1361635,1168
X,1564880750,1361717,1538
X,1564880750,1361469,19661
X,1564880751,1362182,8447
X,1564880751,1361941,13068
X,1564880752,1361523,5528
X,1564880752,1362451,21061
X,1564880753,1361650,761
A,1564880753,1361489,526
T,1564880753,2923
R,1564880753,6000B7DE36
X,1564880754,1361813,1437
X,1564880755,1361685,1232
X,1564880755,1361659,14613
X,1564880756,1361646,1009
X,1564880756,1361790,12909
X,1564880757,1361586,15178
X,1564880757,1362536,5375
X,1564880758,1362015,25315
X,1564880758,1361889,3626
X,1564880759,1361808,1183
X,1564880760,1361794,1262
X,1564880760,1361707,704
X,1564880761,1361795,1708
X,1564880761,1361758,1716
X,1564880762,1361925,18712
X,1564880762,1362240,1687
X,1564880763,1362119,26686
X,1564880764,1362205,5549
X,1564880764,1361849,853
X,1564880765,1361822,619
X,1564880765,1361844,1391
X,1564880766,1361874,748
X,1564880766,1361855,1537
X,1564880767,1361967,17291
X,1564880768,1361745,1839
X,1564880768,1362054,11034
X,1564880769,1361980,4449
X,1564880769,1361824,1294
X,1564880770,1361699,1154
X,1564880770,1361749,842
X,1564880771,1361724,1008
X,1564880772,1361751,1164
X,1564880772,1361712,15435
X,1564880773,1361691,1597
X,1564880773,1361250,4918
X,1564880774,1361451,7604
X,1564880774,1361713,1339
P,1564880775,4973
X,1564880775,1361858,1372
X,1564880776,1361581,6848
X,1564880776,1361431,20174
X,1564880777,1361441,1921
X,1564880777,1361361,12438
X,1564880778,1361657,1095
X,1564880778,1361712,1672
X,1564880779,1361587,1434
X,1564880779,1361923,5053
X,1564880780,1361526,3725
X,1564880781,1360662,14704
X,1564880781,1361554,2198
X,1564880782,1361500,13859
X,1564880782,1361507,1497
X,1564880783,1361542,1452
X,1564880783,1361441,570
X,1564880784,1361543,1359
X,1564880785,1361512,765
X,1564880785,1360945,16164
X,1564880786,1362151,6457
X,1564880786,1360648,23608
X,1564880787,1361985,4995
X,1564880787,1360866,5471
X,1564880788,1361708,13281
X,1564880789,1361393,1547
X,1564880789,1361380,652
X,1564880790,1361510,16662
X,1564880790,1361607,2539
X,1564880791,1361707,21309
X,1564880791,1361522,1984
X,1564880792,1361467,882
X,1564880793,1361539,749
X,1564880793,1361504,729
X,1564880794,1361475,730
X,1564880794,1361489,17811
X,1564880794,1361419,750
X,1564880794,1361418,12785
X,1564880795,1361641,1609
X,1564880796,1361490,948
X,1564880796,1361691,2608
X,1564880797,1360890,14260
X,1564880797,1360970,7780
X,1564880798,1361216,13807
X,1564880798,1361748,17072
X,1564880799,1361747,763
X,1564880799,1361660,15782
X,1564880800,1361757,1282
X,1564880801,1361640,1339
X,1564880801,1361681,941
X,1564880802,1361530,925
X,1564880802,1361574,775
X,1564880803,1361504,1361
X,1564880803,1361468,1553
P,1564880804,4996
X,1564880804,1361470,1238
X,1564880805,1361458,1502
X,1564880805,1361185,16567
X,1564880806,1361527,894
X,1564880806,1361257,11859
X,1564880807,1361448,928
A,1564880807,1361586,494
T,1564880807,2923
R,1564880807,6000B7DE36
X,1564880809,1361333,893
X,1564880809,1361526,15384
X,1564880810,1361923,2446
X,1564880811,1361822,24159
X,1564880811,1361536,4028
X,1564880812,1361253,666
X,1564880812,1361397,850
X,1564880813,1361330,1020
X,1564880813,1361254,4855
X,1564880814,1361288,1095
X,1564880815,1361473,14412
X,1564880815,1361480,1417
X,1564880816,1361178,7801
X,1564880816,1361371,8712
