43
T,1564951807,2964
U,1564951807,40821
X,1564951809,982559,4152
X,1564951809,982809,3880
X,1564951810,982725,595
X,1564951810,982631,618
X,1564951811,982713,1195
X,1564951812,982793,508
X,1564951812,982712,959
X,1564951813,982967,14007
X,1564951813,982823,3340
X,1564951814,982572,561
X,1564951814,982651,907
X,1564951815,982603,11192
X,1564951816,982671,1287
X,1564951816,982769,6465
X,1564951817,982797,545
X,1564951817,982700,660
X,1564951818,982657,546
X,1564951818,982590,712
X,1564951818,982603,500
X,1564951818,982609,432
X,1564951819,982651,15325
X,1564951820,982840,5308
X,1564951820,982384,23161
X,1564951821,984223,17669
X,1564951821,982278,20943
X,1564951822,978584,17923
X,1564951822,981797,31684
X,1564951823,985991,17093
X,1564951824,980666,18837
X,1564951824,982847,24953
X,1564951825,982412,6295
X,1564951825,982369,11138
X,1564951826,982272,17054
X,1564951826,982752,3379
X,1564951827,982476,1089
X,1564951828,982263,20317
X,1564951828,983248,16720
X,1564951829,982062,4520
X,1564951829,982858,10507
X,1564951830,981778,18271
X,1564951830,982648,2729
P,1564951831,5026
X,1564951831,982591,730
X,1564951832,982554,592
X,1564951832,982590,17204
X,1564951833,982751,2307
X,1564951833,982522,11198
X,1564951834,982692,1300
X,1564951834,982123,24701
X,1564951835,982634,1108
X,1564951836,982370,13889
X,1564951836,983121,5262
X,1564951837,982490,19278
X,1564951837,982632,1077
X,1564951838,982639,968
X,1564951838,982594,626
X,1564951839,982564,490
X,1564951840,982601,612
X,1564951840,982547,694
X,1564951841,982614,329
A,1564951841,982637,250
T,1564951841,2964
U,1564951841,40821
X,1564951843,982933,11463
X,1564951843,982670,501
X,1564951844,982679,551
X,1564951844,982464,10876
X,1564951845,982791,734
X,1564951845,982615,19752
X,1564951846,982448,1940
X,1564951847,982488,36434
X,1564951847,982891,726
X,1564951848,982741,603
X,1564951848,982689,824
X,1564951849,982557,18064
X,1564951849,982725,1297
X,1564951850,982639,373
X,1564951851,982476,24680
X,1564951851,982407,3048
X,1564951852,982328,7543
X,1564951852,982627,4691
X,1564951853,982747,786
X,1564951853,982724,248
X,1564951854,982701,626
X,1564951855,982698,632
X,1564951855,982699,914
X,1564951856,982668,732
X,1564951856,982692,205
X,1564951857,982735,819
X,1564951857,982729,842
X,1564951858,982750,727
X,1564951859,982708,613
X,1564951859,982819,15465
X,1564951859,982903,1522
X,1564951859,982681,18737
X,1564951860,982857,12331
P,1564951860,5026
X,1564951860,982909,12857
X,1564951861,982943,2103
X,1564951861,982663,16681
X,1564951862,982977,3585
X,1564951863,982597,14908
X,1564951863,982578,7993
X,1564951864,983298,6092
X,1564951864,982587,8336
X,1564951865,982545,8853
X,1564951865,982335,12045
X,1564951866,983511,17249
X,1564951867,983004,5879
X,1564951867,983002,10735
X,1564951868,982933,9374
X,1564951868,983548,10780
X,1564951869,983709,3850
X,1564951869,980393,15867
X,1564951870,983010,9794
X,1564951871,982799,8865
X,1564951871,983222,7709
X,1564951872,982531,4682
X,1564951872,983088,8288
X,1564951873,982448,5169
X,1564951873,982422,10973
X,1564951874,983266,21089
X,1564951875,982383,6497
X,1564951875,982984,6879
X,1564951876,982929,4542
X,1564951876,982710,3042
X,1564951877,983437,6928
X,1564951877,982692,6369
X,1564951878,982099,4241
X,1564951879,983345,10271
X,1564951879,982611,3411
X,1564951880,982615,650
X,1564951880,982613,451
A,1564951880,982708,278
T,1564951880,2964
U,1564951881,40821
X,1564951882,982717,20748
X,1564951883,982716,5018
X,1564951883,982668,15762
X,1564951884,983129,3146
X,1564951884,982769,928
X,1564951885,982746,734
X,1564951886,982812,11689
