19,1345546,1664
X,1565134319,1345813,5955
X,1565134320,1344562,7740
X,1565134321,1344712,6927
X,1565134321,1345705,10101
X,1565134322,1345239,1667
X,1565134322,1345133,845
X,1565134323,1343602,24064
X,1565134323,1345281,27476
X,1565134324,1345495,38497
X,1565134325,1345209,32891
X,1565134325,1345192,35844
X,1565134326,1344324,45006
X,1565134326,1344508,40173
X,1565134327,1344380,55523
X,1565134327,1342888,18135
X,1565134328,1345478,15075
X,1565134329,1344145,24642
X,1565134329,1343813,12551
X,1565134330,1345991,14213
X,1565134330,1344065,14386
X,1565134331,1346297,42049
P,1565134331,4977
X,1565134331,1346102,18419
X,1565134332,1345051,2091
X,1565134332,1344793,2244
X,1565134333,1344880,23431
X,1565134334,1344894,2578
X,1565134334,1345051,26217
X,1565134335,1345196,2187
X,1565134335,1344968,871
X,1565134336,1345647,11567
X,1565134336,1345013,4191
X,1565134337,1344481,20500
X,1565134338,1345087,6202
X,1565134338,1344408,4167
X,1565134339,1344704,1469
X,1565134339,1344672,1519
X,1565134340,1345378,15213
X,1565134340,1345041,6074
X,1565134341,1344858,24225
X,1565134342,1345249,5829
X,1565134342,1344987,1448
X,1565134343,1344644,1065
X,1565134343,1344779,1608
X,1565134344,1344703,1400
X,1565134344,1344699,1565
X,1565134345,1344782,735
X,1565134345,1344669,1302
X,1565134345,1344624,2994
X,1565134346,1345375,26386
X,1565134346,1344558,8995
X,1565134347,1345222,30241
X,1565134347,1345567,5374
X,1565134348,1345144,15106
X,1565134349,1344833,1428
X,1565134349,1344752,15573
X,1565134350,1345231,1624
X,1565134350,1346569,12491
X,1565134351,1344857,8924
X,1565134351,1345619,12905
X,1565134352,1343883,26754
X,1565134352,1345493,13114
X,1565134353,1345309,58688
X,1565134354,1342109,24938
X,1565134354,1342777,20656
X,1565134355,1343483,15071
X,1565134355,1344399,13300
X,1565134356,1342721,4662
X,1565134356,1340537,36096
X,1565134357,1348198,40198
X,1565134358,1342321,19342
X,1565134358,1343531,19925
X,1565134359,1345218,19777
X,1565134359,1342813,34005
X,1565134360,1343767,64933
P,1565134360,4981
X,1565134360,1343432,32719
X,1565134361,1344588,18631
X,1565134362,1344600,29104
X,1565134362,1345452,12841
X,1565134363,1344596,27064
X,1565134363,1345113,11592
X,1565134364,1344385,11110
X,1565134364,1344811,25473
X,1565134365,1345047,25721
X,1565134366,1345532,7590
X,1565134366,1345030,4876
X,1565134367,1344791,27143
X,1565134367,1344341,8853
X,1565134368,1345055,24386
X,1565134368,1345012,4885
X,1565134369,1344943,13110
X,1565134370,1344946,1762
X,1565134370,1344852,15516
X,1565134371,1344963,23196
X,1565134371,1344921,2041
X,1565134372,1344724,19124
X,1565134372,1344821,1880
X,1565134373,1344747,1199
X,1565134373,1344641,18790
X,1565134374,1344946,18377
X,1565134375,1344296,19442
X,1565134375,1344680,3046
X,1565134376,1344615,14181
X,1565134376,1344386,1894
X,1565134377,1345147,13731
X,1565134377,1345392,22308
X,1565134378,1344860,2506
X,1565134379,1344726,23751
X,1565134379,1345529,3129
X,1565134380,1343486,11085
X,1565134380,1345178,35166
X,1565134381,1341649,26330
X,1565134381,1345612,16117
X,1565134382,1344764,13910
X,1565134383,1344559,2126
X,1565134383,1344553,30219
X,1565134384,1345405,7891
X,1565134384,1345540,20015
X,1565134385,1343904,6213
X,1565134385,1344991,10148
X,1565134386,1345080,2458
X,1565134386,1345027,13875
X,1565134386,1345082,2238
X,1565134387,1345193,1541
X,1565134387,1344417,3711
X,1565134388,1344345,21392
X,1565134388,1345164,28534
X,1565134389,1344384,6957
P,1565134389,4981
X,1565134390,1345271,12559
X,1565134390,1345502,2137
X,1565134391,1345285,18103
X,1565134391,1345497,1487
X,1565134392,1345195,1877
