,1025571,12595
X,1564874622,1025959,3215
X,1564874623,1025995,19550
X,1564874623,1026197,1706
X,1564874624,1026107,974
X,1564874624,1026056,862
X,1564874625,1025993,1090
X,1564874626,1025957,604
X,1564874626,1026034,10923
X,1564874627,1025119,10204
X,1564874627,1026755,19845
X,1564874628,1026106,1167
X,1564874628,1026064,390
X,1564874629,1025938,955
X,1564874630,1026063,661
X,1564874630,1026008,230
X,1564874631,1026027,487
X,1564874631,1026304,3687
X,1564874632,1025590,12139
P,1564874632,5000
X,1564874632,1026164,27485
X,1564874633,1026063,8001
X,1564874633,1026064,1072
X,1564874634,1025992,625
X,1564874635,1025882,995
X,1564874635,1025943,532
X,1564874636,1025985,630
X,1564874636,1025937,282
X,1564874637,1025891,466
X,1564874637,1025908,613
X,1564874638,1025771,9334
X,1564874639,1025205,7416
X,1564874639,1026535,15668
X,1564874640,1025944,964
X,1564874640,1025975,858
X,1564874641,1025862,512
X,1564874641,1025884,826
A,1564874641,1025959,332
T,1564874642,2934
R,1564874642,6000B7DE36
X,1564874642,1025813,1812
X,1564874643,1025587,26173
X,1564874644,1025698,1563
X,1564874644,1025683,691
X,1564874645,1025680,572
X,1564874645,1025648,744
X,1564874646,1025774,1041
X,1564874646,1025773,616
X,1564874647,1025640,598
X,1564874647,1025680,385
X,1564874648,1025691,621
X,1564874649,1025678,519
X,1564874649,1025735,457
X,1564874650,1025669,655
X,1564874650,1025496,572
X,1564874651,1025536,635
X,1564874651,1025582,321
X,1564874652,1025567,1022
X,1564874653,1025737,483
X,1564874653,1025700,636
X,1564874654,1025675,368
X,1564874654,1025674,859
X,1564874655,1025742,776
X,1564874655,1025717,11813
X,1564874656,1025690,2399
X,1564874657,1025541,27594
X,1564874657,1025959,2954
X,1564874658,1025827,786
X,1564874658,1025885,577
A,1564874658,1025686,389
T,1564874658,2934
R,1564874659,6000B7DE36
X,1564874660,1025689,412
X,1564874661,1025725,511
P,1564874661,4988
X,1564874661,1025679,459
X,1564874662,1025797,434
X,1564874663,1025808,688
X,1564874663,1025791,362
X,1564874664,1025691,498
X,1564874664,1025810,595
X,1564874665,1025782,602
X,1564874665,1025776,518
X,1564874666,1025770,331
X,1564874666,1025746,4814
X,1564874667,1025900,11127
X,1564874668,1025773,2714
X,1564874668,1025582,22762
X,1564874669,1025963,1926
X,1564874669,1025997,376
X,1564874670,1025931,542
X,1564874670,1025850,679
X,1564874671,1025920,593
X,1564874672,1025907,1025
X,1564874672,1025741,799
X,1564874673,1025688,1053
X,1564874673,1025711,345
X,1564874674,1025773,347
X,1564874674,1025708,515
X,1564874675,1026162,11499
X,1564874676,1026065,4514
X,1564874676,1025583,17981
X,1564874677,1025692,4057
X,1564874677,1025832,1101
X,1564874678,1025940,467
A,1564874678,1025794,318
T,1564874678,2934
R,1564874678,6000B7DE36
X,1564874680,1025813,528
X,1564874680,1025842,281
X,1564874681,1025668,544
X,1564874682,1025741,311
X,1564874682,1025760,757
X,1564874683,1025756,720
X,1564874683,1025654,1081
X,1564874683,1025817,611
X,1564874683,1025868,9396
X,1564874684,1025902,1823
X,1564874684,1025960,24456
X,1564874685,1025941,1705
X,1564874686,1026089,937
X,1564874686,1025785,1495
X,1564874687,1026132,870
X,1564874687,1026865,8202
X,1564874688,1025636,8863
X,1564874688,1025790,17450
X,1564874689,1025916,9576
X,1564874690,1026029,789
P,1564874690,5011
X,1564874690,1026078,613
X,1564874691,1025951,816
X,1564874691,1026031,702
X,1564874692,1026145,10968
X,1564874692,1025871,1641
X,1564874693,1025624,18282
X,1564874694,1026294,2875
X,1564874694,1025829,1128
X,1564874695,1026029,879
X,1564874695,1025911,1024
X,1564874696,1026025,859
X,1564874696,1026187,8438
X,1564874697,1025977,1161
X,1564874698,1025492,18155
X,1564874698,1026005,929
X,1564874699,1025891,620
X,1564874699,1025929,509
X,1564874700,1025880,10118
X,1564874700,1026072,2194
