,986768,614
X,1564963344,986783,909
X,1564963345,986809,805
X,1564963345,986776,1312
X,1564963346,986886,858
X,1564963346,986758,660
X,1564963347,986777,775
X,1564963347,986615,15681
X,1564963348,987028,2023
X,1564963349,986597,11497
X,1564963349,987010,2392
X,1564963350,986769,936
X,1564963350,986808,559
A,1564963350,986841,220
T,1564963351,2955
X,1564963352,986751,661
X,1564963353,986870,688
P,1564963353,4996
X,1564963354,986667,1253
X,1564963354,986838,507
X,1564963355,986907,21738
X,1564963355,987037,2657
X,1564963356,987023,9825
X,1564963356,987157,3417
X,1564963357,986810,1299
X,1564963357,986814,794
X,1564963358,986873,1158
X,1564963359,986797,797
X,1564963359,986908,1208
X,1564963360,986856,349
X,1564963360,986879,1356
X,1564963361,987538,6391
X,1564963361,987013,10507
X,1564963362,986949,2862
X,1564963363,986894,16716
X,1564963363,987283,3836
X,1564963364,986815,1037
X,1564963364,986819,1045
X,1564963365,986920,1100
X,1564963365,986856,446
X,1564963366,986801,820
X,1564963367,986810,489
X,1564963367,986665,13095
X,1564963368,986845,3040
X,1564963368,986820,2690
X,1564963369,986687,7894
X,1564963369,986814,647
X,1564963370,986738,1085
X,1564963371,986793,753
X,1564963371,986779,629
X,1564963372,986800,954
X,1564963372,986791,749
X,1564963373,986762,1118
X,1564963373,986827,24677
X,1564963374,986758,2008
X,1564963375,986796,3847
X,1564963375,986732,15217
X,1564963376,986833,1068
X,1564963376,986819,916
X,1564963377,986895,725
X,1564963377,986763,771
X,1564963378,986842,893
X,1564963378,986861,731
X,1564963379,986960,18783
X,1564963380,986782,4577
X,1564963380,986734,2421
X,1564963381,986658,13791
X,1564963381,986921,1093
X,1564963382,986778,1151
X,1564963382,986806,658
A,1564963383,986817,144
T,1564963383,2955
P,1564963383,4970
X,1564963384,986676,938
X,1564963384,986690,917
X,1564963385,987687,9771
X,1564963385,986430,6319
X,1564963386,986999,1357
X,1564963386,987023,9755
X,1564963387,987214,3537
X,1564963388,986840,1170
X,1564963388,986724,893
X,1564963389,986926,10858
X,1564963389,986322,6037
X,1564963390,986607,2033
X,1564963390,986540,982
X,1564963391,986436,14667
X,1564963392,986686,1752
X,1564963392,986630,803
X,1564963393,986633,1006
X,1564963393,986678,1343
X,1564963394,986662,1240
X,1564963394,987891,10198
X,1564963395,987087,6655
X,1564963396,986791,1545
X,1564963396,986614,1920
X,1564963397,987112,7653
X,1564963397,986755,3687
X,1564963398,986987,4125
X,1564963398,984192,15917
X,1564963399,987600,17938
X,1564963400,986714,7122
X,1564963400,986603,2399
X,1564963401,986634,7385
X,1564963401,986891,868
X,1564963402,986944,1121
X,1564963402,986925,1254
X,1564963403,986919,1283
X,1564963404,986527,14037
X,1564963404,986882,1566
X,1564963405,986743,13284
X,1564963405,986954,750
X,1564963406,986893,959
X,1564963406,986895,1369
X,1564963407,986853,810
X,1564963407,986819,1103
X,1564963408,986849,1100
X,1564963409,986809,1007
X,1564963409,986850,1228
X,1564963410,986860,808
X,1564963410,986849,1064
X,1564963411,986969,20635
X,1564963411,986947,1978
X,1564963412,987027,2660
P,1564963412,4993
X,1564963413,986805,8648
X,1564963413,987045,793
X,1564963414,986856,1307
X,1564963414,986842,1168
X,1564963415,986837,1497
X,1564963415,986811,1034
X,1564963416,986962,1523
X,1564963417,986608,2277
X,1564963417,986767,764
X,1564963418,986812,978
X,1564963418,986818,1253
X,1564963419,986690,1154
X,1564963419,986746,21389
X,1564963420,986968,1879
X,1564963421,986740,10821
X,1564963421,986765,6695
X,1564963422,986778,969
