,1025978,1165
X,1564874529,1025943,491
X,1564874530,1025864,922
X,1564874530,1025965,979
X,1564874531,1025949,832
X,1564874531,1025879,417
X,1564874532,1025776,594
X,1564874533,1025874,542
X,1564874533,1025885,8391
X,1564874534,1026054,1185
X,1564874534,1025869,16536
X,1564874535,1025979,1342
X,1564874535,1025850,736
X,1564874536,1025886,668
X,1564874537,1025801,941
X,1564874537,1025885,670
X,1564874538,1025910,675
X,1564874538,1025893,851
X,1564874539,1025927,678
X,1564874539,1025825,952
X,1564874540,1025760,651
X,1564874540,1026028,705
X,1564874541,1025862,702
X,1564874542,1025783,839
A,1564874542,1025866,349
T,1564874542,2934
R,1564874542,6000B7DE36
P,1564874544,5012
X,1564874544,1024571,9290
X,1564874544,1025377,8408
X,1564874545,1025785,959
X,1564874545,1025826,656
X,1564874546,1025849,12464
X,1564874546,1024631,12409
X,1564874547,1025978,10927
X,1564874548,1025835,790
X,1564874548,1025799,303
X,1564874549,1025719,746
X,1564874549,1025895,688
X,1564874550,1026130,11016
X,1564874550,1025879,2492
X,1564874551,1025724,25636
X,1564874552,1025535,4129
X,1564874552,1025737,786
X,1564874553,1025663,670
X,1564874553,1025599,1243
X,1564874554,1025865,675
X,1564874554,1025766,517
X,1564874555,1025737,482
X,1564874556,1025722,945
X,1564874556,1025765,12301
X,1564874557,1025471,3821
X,1564874557,1025141,24918
X,1564874558,1025909,7810
X,1564874558,1025844,956
X,1564874559,1025851,521
X,1564874559,1025786,1184
X,1564874560,1025924,748
X,1564874560,1025847,674
X,1564874560,1025827,934
X,1564874561,1025820,1073
X,1564874561,1025723,755
X,1564874562,1025950,475
X,1564874562,1025892,577
A,1564874562,1025810,287
T,1564874563,2934
R,1564874563,6000B7DE36
X,1564874564,1025820,429
X,1564874565,1025816,961
X,1564874566,1025727,1158
X,1564874566,1025850,730
X,1564874567,1025842,615
X,1564874567,1025848,279
X,1564874568,1025914,733
X,1564874568,1025844,644
X,1564874569,1026014,836
X,1564874570,1025916,1883
X,1564874570,1025930,408
X,1564874571,1025963,794
X,1564874571,1025859,812
X,1564874572,1025927,628
X,1564874572,1026028,11371
P,1564874573,5006
X,1564874573,1026142,1775
X,1564874574,1026012,24012
X,1564874574,1026003,822
X,1564874575,1026002,598
X,1564874575,1025966,462
X,1564874576,1025986,340
X,1564874576,1025942,516
X,1564874577,1025967,515
X,1564874577,1025890,8765
X,1564874578,1026068,1589
X,1564874579,1025716,20635
X,1564874579,1025931,1450
X,1564874580,1025844,575
X,1564874580,1025967,666
A,1564874580,1025915,198
T,1564874580,2934
R,1564874581,6000B7DE36
X,1564874582,1025829,599
X,1564874583,1025640,414
X,1564874583,1025723,15498
X,1564874584,1025800,1771
X,1564874585,1026519,21028
X,1564874585,1025648,884
X,1564874586,1025791,311
X,1564874586,1025786,921
X,1564874587,1025769,832
X,1564874587,1025913,12274
X,1564874588,1025870,3053
X,1564874589,1025709,21637
X,1564874589,1026350,7398
X,1564874590,1026032,619
X,1564874590,1025996,719
X,1564874591,1026056,431
X,1564874591,1025953,756
X,1564874592,1025970,799
X,1564874593,1025907,642
X,1564874593,1025878,612
X,1564874594,1025882,748
X,1564874594,1025831,655
X,1564874595,1025819,815
X,1564874595,1025790,708
X,1564874596,1025850,649
X,1564874596,1025830,682
X,1564874597,1025887,574
A,1564874597,1025857,416
T,1564874597,2934
R,1564874597,6000B7DE36
X,1564874599,1025849,475
X,1564874600,1025935,11124
X,1564874600,1025983,2204
X,1564874601,1026055,28450
X,1564874601,1026027,914
X,1564874601,1026132,488
X,1564874601,1026103,726
P,1564874602,5007
X,1564874602,1025392,7378
X,1564874603,1025708,16410
X,1564874603,1026012,9989
X,1564874604,1026269,938
X,1564874604,1026215,413
X,1564874605,1026122,584
X,1564874605,1026082,724
X,1564874606,1026101,752
X,1564874607,1026041,595
X,1564874607,1026280,10277
X,1564874608,1026028,1580
