,1005343,583
X,1564888224,1005317,707
X,1564888224,1005265,989
X,1564888225,1005252,400
X,1564888226,1005262,801
A,1564888226,1005440,471
T,1564888226,2912
R,1564888226,6000B79F75
X,1564888227,1005485,14556
X,1564888228,1005385,1072
X,1564888229,1005398,1143
X,1564888229,1005379,655
X,1564888230,1005518,26060
X,1564888230,1005647,2061
X,1564888231,1005514,3429
X,1564888231,1005907,12066
X,1564888232,1005354,1006
X,1564888233,1005394,810
X,1564888233,1005357,883
X,1564888234,1005380,811
X,1564888234,1005368,885
X,1564888235,1005384,608
X,1564888235,1005454,22791
X,1564888236,1005794,1421
X,1564888237,1005754,1328
X,1564888237,1005767,11350
X,1564888238,1005584,1106
X,1564888238,1005663,938
X,1564888239,1005574,830
X,1564888239,1005494,12576
X,1564888240,1005743,1722
X,1564888241,1005765,1132
P,1564888241,4985
X,1564888241,1005447,15633
X,1564888242,1005454,1123
X,1564888242,1005488,624
X,1564888243,1005389,915
X,1564888243,1005412,989
X,1564888244,1006222,5322
X,1564888245,1005790,11174
X,1564888245,1005630,1680
X,1564888246,1005393,14653
X,1564888246,1005339,1341
X,1564888247,1005405,986
X,1564888247,1005400,422
X,1564888248,1005377,1182
X,1564888248,1005350,28960
X,1564888249,1005516,1305
X,1564888250,1005305,13930
X,1564888250,1005315,1575
X,1564888251,1005416,667
X,1564888251,1005350,559
X,1564888252,1005379,804
X,1564888252,1005337,836
X,1564888253,1005368,903
X,1564888254,1005262,480
X,1564888254,1005224,226
A,1564888254,1005396,439
T,1564888254,2912
R,1564888255,6000B79F75
X,1564888256,1005386,13664
X,1564888257,1005369,786
X,1564888257,1005365,387
X,1564888258,1005312,921
X,1564888258,1005354,1604
X,1564888259,1004005,19553
X,1564888259,1005580,1435
X,1564888259,1005292,17025
X,1564888260,1005256,1169
X,1564888260,1005218,537
X,1564888261,1005194,1187
X,1564888261,1005188,737
X,1564888262,1005096,582
X,1564888263,1005100,600
X,1564888263,1005138,407
X,1564888264,1005086,694
X,1564888264,1005126,604
X,1564888265,1005181,28075
X,1564888265,1005556,775
X,1564888266,1005531,1479
X,1564888266,1005545,20881
X,1564888267,1005406,886
X,1564888268,1005441,970
X,1564888268,1005367,657
X,1564888269,1005408,826
X,1564888269,1005385,907
X,1564888270,1005044,18657
P,1564888270,4986
X,1564888270,1005119,10159
X,1564888271,1005745,1338
X,1564888272,1005304,17490
X,1564888272,1005191,839
X,1564888273,1005160,527
X,1564888273,1005130,964
X,1564888274,1005019,25963
X,1564888274,1004683,2474
X,1564888275,1005156,1842
X,1564888276,1004995,16327
X,1564888276,1005051,676
A,1564888276,1005254,505
T,1564888276,2912
R,1564888276,6000B79F75
X,1564888278,1005009,870
X,1564888279,1004852,17734
X,1564888279,1005184,2591
X,1564888280,1005298,2558
X,1564888280,1005219,17674
X,1564888281,1005166,756
X,1564888281,1005226,552
X,1564888282,1005215,410
X,1564888283,1005163,1176
X,1564888283,1005078,1216
X,1564888284,1005175,667
X,1564888284,1004825,29961
X,1564888285,1004941,8566
X,1564888285,1005325,895
X,1564888286,1005184,15517
X,1564888287,1005103,1292
X,1564888287,1005062,391
X,1564888288,1005066,453
X,1564888288,1005070,552
X,1564888289,1005158,28732
X,1564888289,1005380,2260
X,1564888290,1005256,3481
X,1564888291,1006029,11978
X,1564888291,1005198,1179
X,1564888292,1005197,585
X,1564888292,1005180,556
X,1564888293,1005062,778
X,1564888293,1005069,853
X,1564888294,1005058,758
X,1564888295,1005047,1121
X,1564888295,1005078,35427
X,1564888296,1005360,1067
X,1564888296,1005390,18919
X,1564888297,1005244,1651
X,1564888297,1005280,1444
X,1564888298,1005319,858
X,1564888298,1005219,1018
X,1564888299,1005272,24405
X,1564888300,1005287,3220
X,1564888300,1005412,2829
P,1564888300,4987
X,1564888300,1005333,10097
X,1564888300,1005273,884
X,1564888301,1005370,1005
