,1303155,4633
X,1565130078,1302425,3728
X,1565130078,1304928,15972
X,1565130079,1287618,44142
X,1565130080,1098580,33716
X,1565130080,967413,9496
X,1565130080,969336,4402
X,1565130080,970566,5167
X,1565130081,970293,8261
X,1565130081,971660,28570
X,1565130082,968669,50298
X,1565130083,969341,9471
X,1565130083,969399,1238
X,1565130084,969243,5037
X,1565130084,967992,16592
X,1565130085,969040,1180
X,1565130085,968912,9152
X,1565130086,968920,726
X,1565130086,968807,12863
X,1565130087,969000,1927
X,1565130088,968815,7965
X,1565130088,968767,703
X,1565130089,968737,785
X,1565130089,968666,20995
X,1565130090,968903,1445
X,1565130090,968781,9227
X,1565130091,968825,692
X,1565130092,968619,14803
X,1565130092,968734,2620
X,1565130093,969099,15152
X,1565130093,968350,12723
X,1565130094,968001,35518
X,1565130094,968058,6286
X,1565130095,968684,4818
X,1565130096,968174,4665
X,1565130096,968671,9339
X,1565130097,968634,13213
X,1565130097,968276,1555
X,1565130098,968306,18858
X,1565130098,968834,4973
P,1565130099,4969
X,1565130099,968386,915
X,1565130100,968092,15121
X,1565130100,968350,2767
X,1565130101,968138,14588
X,1565130101,968267,1575
X,1565130102,968135,1793
X,1565130102,969457,13793
X,1565130103,968018,4651
X,1565130104,968020,2669
X,1565130104,967665,7802
X,1565130105,968105,4168
X,1565130105,967721,3415
X,1565130106,968221,1837
X,1565130106,968026,17008
X,1565130107,967854,6712
X,1565130107,968045,2527
X,1565130108,968212,1072
X,1565130109,968218,710
X,1565130109,968149,1116
X,1565130110,967532,14662
X,1565130110,968172,1799
X,1565130111,968174,9648
X,1565130111,968163,829
X,1565130112,968160,880
X,1565130113,968315,14357
X,1565130113,968073,1379
X,1565130114,968045,11733
X,1565130114,968178,688
X,1565130115,968122,753
X,1565130115,968876,6959
X,1565130116,968510,5534
X,1565130117,967798,4140
X,1565130117,968567,8573
X,1565130118,968218,580
X,1565130118,968189,811
X,1565130119,968565,4608
X,1565130119,967509,13615
X,1565130120,967389,7523
X,1565130121,968154,3293
X,1565130121,968256,817
X,1565130121,968232,785
X,1565130121,968257,16226
X,1565130122,968222,1113
X,1565130122,967957,4962
X,1565130123,968042,9074
X,1565130124,968224,1020
X,1565130124,968258,890
X,1565130125,968255,11169
X,1565130125,968061,2524
X,1565130126,967908,9449
X,1565130126,968313,5337
X,1565130127,968185,696
X,1565130127,968188,20784
P,1565130128,4993
X,1565130128,968171,1424
X,1565130129,968046,9719
X,1565130129,968119,820
X,1565130130,968118,727
X,1565130130,969155,10651
X,1565130131,967761,10964
X,1565130131,967392,7613
X,1565130132,968130,3438
X,1565130133,968150,588
X,1565130133,968094,499
A,1565130133,968314,826
T,1565130134,2942
U,1565130134,56886
X,1565130135,968196,6054
X,1565130136,967986,534
X,1565130136,967992,540
X,1565130137,967974,811
X,1565130138,967886,25679
X,1565130138,967543,4958
X,1565130139,966898,10475
X,1565130139,968256,8096
X,1565130140,967893,859
X,1565130140,967956,14915
X,1565130141,967943,1843
X,1565130142,967571,13966
X,1565130142,967801,1453
X,1565130143,967842,722
X,1565130143,968372,5378
X,1565130144,967185,16672
X,1565130144,967978,1380
X,1565130145,967843,10405
X,1565130146,967957,688
X,1565130146,967892,508
X,1565130147,967884,767
X,1565130147,968006,24148
X,1565130148,967902,1323
X,1565130148,967866,12476
X,1565130149,967934,1041
X,1565130150,967767,921
X,1565130150,967832,820
X,1565130151,967794,28999
X,1565130151,967459,2790
X,1565130152,967728,11136
