H,1561049369,700040
P,1561049369,5288
P,1561049398,5285
P,1561049427,5288
P,1561049457,5287
P,1561049487,5287
P,1561049516,5286
P,1561049546,5286
P,1561049575,5287
P,1561049604,5288
P,1561049633,5287
P,1561049663,5286
P,1561049692,5288
P,1561049721,5288
P,1561049751,5287
P,1561049781,5286
P,1561049810,5287
P,1561049839,5286
P,1561049869,5288
P,1561049898,5287
P,1561049927,5286
P,1561049957,5289
P,1561049986,5288
P,1561050015,5289
P,1561050044,5288
P,1561050075,5287
P,1561050104,5289
P,1561050133,5287
P,1561050163,5288
P,1561050192,5288
P,1561050222,5286
P,1561050251,5287
P,1561050281,5287
P,1561050310,5287
P,1561050339,5286
P,1561050370,5288
P,1561050399,5288
P,1561050428,5285
P,1561050457,5288
P,1561050487,5288
P,1561050516,5288
P,1561050545,5288
P,1561050575,5288
P,1561050604,5288
P,1561050633,5286
P,1561050663,5288
P,1561050693,5288
P,1561050722,5285
P,1561050751,5287
P,1561050780,5286
P,1561050810,5287
P,1561050839,5289
P,1561050868,5287
P,1561050898,5288
P,1561050927,5286
P,1561050957,5287
P,1561050986,5289
P,1561051016,5286
P,1561051045,5288
P,1561051074,5286
P,1561051104,5288
P,1561051133,5286
P,1561051162,5286
P,1561051191,5287
P,1561051221,5289
P,1561051251,5286
P,1561051280,5287
P,1561051310,5287
P,1561051339,5288
P,1561051368,5287
O,1561051372,696060,4356
O,1561051373,696584,222
O,1561051373,696660,167
O,1561051374,696703,134
O,1561051375,696689,178
O,1561051375,696585,148
O,1561051376,696561,270
O,1561051376,696544,322
O,1561051377,696619,140
O,1561051377,696648,206
O,1561051378,696852,265
O,1561051379,696898,255
O,1561051379,696726,314
O,1561051380,696731,395
O,1561051380,696730,389
O,1561051381,696057,618
O,1561051381,696129,191
O,1561051382,696048,623
O,1561051383,696227,453
O,1561051383,695910,491
O,1561051384,696239,289
O,1561051384,696575,372
O,1561051385,696330,293
O,1561051385,696426,136
O,1561051386,696481,150
O,1561051387,696475,261
O,1561051387,696466,186
O,1561051388,696517,302
O,1561051388,696564,175
O,1561051389,696398,357
O,1561051389,696357,907
O,1561051390,696438,206
O,1561051391,696307,311
O,1561051391,696245,243
O,1561051392,696472,158
O,1561051392,696393,284
O,1561051393,696286,101
O,1561051393,696260,228
O,1561051394,696233,196
O,1561051394,696279,726
O,1561051395,696309,339
O,1561051395,696449,441
O,1561051395,696447,802
O,1561051396,696557,1181
O,1561051396,696518,614
O,1561051397,696532,489
P,1561051397,5280
O,1561051397,696512,181
O,1561051398,696502,1486
O,1561051399,696493,456
O,1561051399,696511,440
O,1561051400,696547,317
O,1561051400,696573,152
O,1561051401,696535,107
O,1561051401,696537,146
O,1561051402,696456,183
O,1561051403,696470,184
O,1561051403,696469,72
O,1561051404,696446,119
O,1561051404,696474,86
O,1561051405,696446,92
O,1561051405,696406,141
O,1561051406,696395,88
O,1561051407,696424,109
O,1561051407,696480,189
O,1561051408,696531,122
O,1561051408,696533,130
O,1561051409,696545,103
O,1561051409,696525,103
O,1561051410,696533,123
O,1561051411,696525,112
O,1561051411,696524,104
O,1561051412,696570,129
O,1561051412,696579,80
O,1561051413,696526,138
O,1561051413,696541,170
O,1561051414,696546,113
O,1561051414,696545,70
O,1561051415,696536,108
O,1561051416,696523,93
O,1561051416,696505,78
O,1561051417,696464,83
O,1561051417,696529,262
O,1561051418,696581,150
O,1561051418,696512,152
O,1561051419,696510,148
O,1561051420,696542,129
O,1561051420,696564,124
O,1561051421,696563,137
O,1561051421,696550,143
O,1561051422,696614,134
O,1561051422,696644,121
O,1561051423,696659,162
O,1561051424,696653,115
O,1561051424,696660,140
O,1561051425,696689,520
O,1561051425,696666,815
O,1561051426,696736,870
O,1561051426,696668,773
O,1561051427,696622,407
P,1561051427,5279
O,1561051428,696668,778
O,1561051428,696625,260
T,1561051428,2964
P,1561051456,5288
P,1561051485,5287
P,1561051515,5286
P,1561051545,5287
P,1561051574,5287
P,1561051603,5287
P,1561051633,5287
P,1561051662,5287
P,1561051691,5287
P,1561051721,5287
P,1561051750,5287
P,1561051779,5286
P,1561051808,5287
P,1561051839,5287
P,1561051868,5286
P,1561051897,5288
P,1561051927,5288
P,1561051956,5285
P,1561051985,5287
P,1561052014,5288
P,1561052044,5287
P,1561052073,5287
P,1561052102,5288
P,1561052133,5285
P,1561052162,5287
P,1561052191,5286
P,1561052220,5288
P,1561052250,5287
P,1561052279,5288
P,1561052308,5287
