221,5011
P,1564989250,5012
P,1564989279,5012
P,1564989308,5010
P,1564989339,5012
P,1564989368,5012
P,1564989397,5011
P,1564989427,5013
P,1564989456,5012
P,1564989485,5011
P,1564989514,5012
P,1564989544,5012
P,1564989573,5012
P,1564989602,5012
P,1564989633,5011
P,1564989662,5010
P,1564989691,5013
P,1564989720,5012
P,1564989750,5012
P,1564989779,5011
P,1564989808,5012
P,1564989838,5011
P,1564989867,5012
P,1564989896,5012
P,1564989926,5013
P,1564989956,5013
P,1564989985,5012
P,1564990014,5012
P,1564990044,5013
P,1564990073,5014
P,1564990102,5013
P,1564990131,5012
P,1564990161,5013
P,1564990190,5014
P,1564990220,5013
P,1564990249,5014
P,1564990279,5012
P,1564990308,5012
P,1564990337,5014
P,1564990367,5013
P,1564990396,5013
P,1564990425,5013
P,1564990454,5013
P,1564990484,5015
P,1564990514,5013
P,1564990543,5014
P,1564990573,5013
P,1564990602,5013
P,1564990631,5013
P,1564990660,5013
P,1564990690,5014
P,1564990719,5015
P,1564990748,5013
P,1564990778,5013
P,1564990808,5013
P,1564990837,5014
P,1564990866,5013
P,1564990896,5014
P,1564990925,5014
P,1564990954,5014
P,1564990984,5015
P,1564991013,5013
P,1564991042,5013
P,1564991071,5013
P,1564991102,5014
P,1564991131,5014
P,1564991161,5014
P,1564991191,5013
P,1564991220,5015
P,1564991249,5014
P,1564991278,5014
P,1564991308,5014
P,1564991337,5016
P,1564991366,5015
P,1564991397,5013
P,1564991426,5014
P,1564991455,5015
P,1564991484,5015
P,1564991514,5015
P,1564991543,5014
P,1564991572,5013
P,1564991602,5015
P,1564991631,5014
P,1564991660,5013
P,1564991690,5014
P,1564991720,5014
P,1564991749,5015
P,1564991778,5015
P,1564991808,5015
P,1564991837,5016
P,1564991866,5016
P,1564991895,5015
P,1564991925,5015
P,1564991954,5013
P,1564991984,5016
E,1564992013,0
