H,1564015492,700040
T,1564015492,2979
X,1564015494,1102230,846
X,1564015494,1102155,817
X,1564015495,1102334,876
X,1564015495,1102302,815
X,1564015496,1102223,898
X,1564015496,1102098,598
X,1564015497,1101909,651
X,1564015498,1102098,907
X,1564015498,1102125,953
X,1564015499,1102128,1261
X,1564015499,1102168,691
X,1564015500,1102062,654
X,1564015500,1102134,630
X,1564015501,1102066,1247
X,1564015502,1102095,8706
X,1564015502,1102018,2037
X,1564015503,1102033,812
X,1564015503,1102045,1191
X,1564015504,1102108,812
X,1564015504,1102413,876
X,1564015505,1102129,684
X,1564015505,1102197,809
X,1564015506,1102049,694
X,1564015507,1102165,1251
X,1564015507,1102314,1595
X,1564015508,1102202,1084
X,1564015508,1102108,840
X,1564015509,1103277,8042
X,1564015509,1101128,11952
X,1564015510,1102169,1309
X,1564015511,1102092,868
A,1564015511,1102148,504
T,1564015511,2979
P,1564015511,5097
X,1564015513,1102218,1140
X,1564015513,1102244,1315
X,1564015514,1102243,785
X,1564015514,1102584,19386
X,1564015515,1102117,3243
X,1564015515,1102478,6681
X,1564015516,1102295,2463
X,1564015517,1102171,4534
X,1564015517,1102047,884
X,1564015518,1102162,1049
X,1564015518,1102406,2005
X,1564015519,1102283,3217
X,1564015519,1102183,1680
X,1564015520,1102386,1150
X,1564015521,1102646,2033
X,1564015521,1102292,932
X,1564015522,1102242,816
X,1564015522,1102127,721
X,1564015523,1102262,939
X,1564015523,1102331,1184
X,1564015524,1102167,959
X,1564015524,1102044,785
X,1564015525,1101958,1559
X,1564015526,1102179,2149
X,1564015526,1102055,1469
X,1564015527,1101931,927
X,1564015527,1101855,553
X,1564015528,1101815,735
X,1564015528,1102230,1847
X,1564015528,1102045,1049
X,1564015529,1101969,824
X,1564015529,1102025,2985
X,1564015530,1102357,3866
X,1564015530,1102087,1160
X,1564015531,1102213,732
X,1564015531,1101974,1718
X,1564015532,1101889,1718
X,1564015533,1102265,2228
X,1564015533,1102105,971
X,1564015534,1101865,3425
X,1564015534,1101865,1066
X,1564015535,1102321,6349
X,1564015535,1102185,744
X,1564015536,1102014,1300
X,1564015537,1102170,1317
X,1564015537,1102214,3453
X,1564015538,1102084,1383
X,1564015538,1102386,1520
X,1564015539,1102167,709
X,1564015539,1102217,2019
P,1564015540,5097
X,1564015540,1102335,3151
X,1564015541,1102151,2199
X,1564015541,1102110,1429
X,1564015542,1102132,2567
X,1564015542,1102287,1413
X,1564015543,1102508,1582
X,1564015543,1102352,4861
X,1564015544,1102175,3622
X,1564015544,1102745,1922
X,1564015545,1102579,3809
X,1564015546,1102100,2387
X,1564015546,1102251,1769
X,1564015547,1102340,1406
X,1564015547,1102292,1404
X,1564015548,1102084,992
X,1564015548,1102372,2440
X,1564015549,1102258,2268
X,1564015550,1102592,3390
X,1564015550,1102396,4345
X,1564015551,1101855,2541
X,1564015551,1102108,1472
X,1564015552,1102155,2014
X,1564015552,1102187,1614
X,1564015553,1102157,838
X,1564015554,1102073,760
X,1564015554,1102180,1742
X,1564015555,1102094,2091
X,1564015555,1102304,1535
X,1564015556,1102215,966
A,1564015556,1102109,477
T,1564015556,2979
X,1564015558,1102278,1556
X,1564015558,1102371,1398
X,1564015559,1102350,1381
X,1564015559,1102299,1896
X,1564015560,1102279,3296
X,1564015561,1102188,936
X,1564015561,1102276,670
X,1564015562,1102195,1066
X,1564015562,1102292,916
X,1564015563,1102400,3146
X,1564015563,1102547,2529
X,1564015564,1102329,1054
X,1564015565,1102302,868
X,1564015565,1102263,1578
X,1564015566,1102339,2577
X,1564015566,1102285,986
X,1564015567,1102365,1648
X,1564015567,1102444,2295
X,1564015568,1102174,981
X,1564015569,1102480,1559
X,1564015569,1102338,1483
X,1564015569,1102121,2597
P,1564015569,5098
X,1564015569,1102281,529
X,1564015570,1102454,1069
X,1564015570,1102318,561
X,1564015571,1102272,845
X,1564015572,1102178,1179
X,1564015572,1102285,967
X,1564015573,1102482,2172
X,1564015573,1102337,1526
X,1564015574,1102157,2406
X,1564015574,1102117,995
X,1564015575,1102311,1201
X,1564015576,1101988,5863
X,1564015576,1101993,2437
X,1564015577,1102241,1095
X,1564015577,1102076,820
X,1564015578,1102079,996
X,1564015578,1102242,1580
X,1564015579,1102148,1151
X,1564015579,1102082,805
X,1564015580,1102016,667
X,1564015581,1102174,921
X,1564015581,1102133,1074
X,1564015582,1102050,1513
X,1564015582,1102012,1073
X,1564015583,1101973,772
X,1564015583,1101957,1130
X,1564015584,1102065,1751
X,1564015585,1102081,1046
X,1564015585,1102108,1090
X,1564015586,1101989,742
X,1564015586,1102061,886
X,1564015587,1102015,899
