,1022172,503
X,1565144006,1023785,17031
X,1565144006,1021615,17694
X,1565144007,1022404,17004
X,1565144008,1022796,7128
X,1565144008,1022213,728
X,1565144009,1022677,7464
X,1565144009,1022002,4684
X,1565144010,1022432,28751
X,1565144010,1022336,2596
X,1565144011,1021812,15746
X,1565144011,1022105,3797
X,1565144012,1022403,511
X,1565144013,1022319,535
X,1565144013,1022285,883
X,1565144014,1022204,559
X,1565144014,1022259,768
X,1565144015,1023005,8529
X,1565144015,1021060,19820
X,1565144016,1022445,27957
X,1565144017,1022216,12329
X,1565144017,1022228,723
X,1565144018,1022301,6218
X,1565144018,1022324,1214
X,1565144019,1022511,25984
X,1565144019,1022307,4598
X,1565144020,1022079,25195
X,1565144021,1022698,6770
X,1565144021,1022290,450
X,1565144022,1022247,866
X,1565144022,1022211,658
X,1565144023,1022233,861
X,1565144023,1022217,733
X,1565144024,1022218,600
A,1565144024,1022240,245
T,1565144024,2931
U,1565144024,56886
X,1565144025,1022161,1068
X,1565144026,1022132,32221
X,1565144026,1022180,2250
X,1565144027,1022133,29469
X,1565144027,1022312,1096
X,1565144028,1022252,876
X,1565144028,1022226,693
X,1565144029,1022135,955
X,1565144029,1022177,666
X,1565144030,1022182,602
X,1565144031,1022573,32063
P,1565144031,4964
X,1565144031,1022669,13555
X,1565144032,1021749,31486
X,1565144032,1022267,5166
X,1565144033,1022298,804
X,1565144033,1022252,889
X,1565144034,1022231,774
X,1565144035,1022383,25548
X,1565144035,1022249,2851
X,1565144036,1022385,32460
X,1565144036,1022193,966
X,1565144037,1022234,742
X,1565144037,1022258,713
X,1565144038,1022205,756
X,1565144039,1022565,30170
X,1565144039,1022450,3513
X,1565144040,1022398,25920
X,1565144040,1022252,2845
X,1565144041,1022265,706
X,1565144041,1022218,503
X,1565144042,1022250,847
X,1565144043,1022198,888
X,1565144043,1022205,5511
X,1565144044,1022330,32174
X,1565144044,1022200,1903
X,1565144045,1022053,19409
X,1565144045,1022321,1079
X,1565144046,1022232,647
X,1565144047,1022210,555
X,1565144047,1022237,25471
X,1565144048,1022372,3306
X,1565144048,1022446,19676
X,1565144049,1022234,752
X,1565144049,1022366,12817
X,1565144050,1022122,10397
X,1565144050,1023926,26939
X,1565144051,1020504,61377
X,1565144052,1021653,34605
X,1565144052,1022060,6165
X,1565144053,1022001,25876
X,1565144053,1022071,4115
X,1565144054,1022087,1353
X,1565144054,1021567,11340
X,1565144055,1022227,2264
X,1565144056,1022221,17385
X,1565144056,1022316,401
A,1565144056,1022228,181
T,1565144056,2931
U,1565144057,56886
X,1565144058,1022214,3316
X,1565144059,1022128,19782
X,1565144059,1022287,1076
X,1565144060,1022255,660
X,1565144060,1022177,29884
X,1565144061,1022120,1783
P,1565144061,4964
X,1565144062,1022178,24718
X,1565144062,1022405,2730
X,1565144063,1022230,886
X,1565144063,1023624,15052
X,1565144064,1021962,10376
X,1565144064,1021044,7597
X,1565144065,1021961,10310
X,1565144066,1022344,730
X,1565144066,1022322,594
X,1565144066,1022286,740
X,1565144066,1022264,706
X,1565144067,1022243,630
X,1565144067,1022008,17012
X,1565144068,1022223,1756
X,1565144068,1022143,11839
X,1565144069,1022104,963
X,1565144070,1021882,28543
X,1565144070,1021986,2579
X,1565144071,1022213,29295
X,1565144071,1022389,3259
X,1565144072,1022327,605
X,1565144072,1022193,727
X,1565144073,1022524,21891
X,1565144074,1022114,5079
X,1565144074,1022119,18429
X,1565144075,1022678,5246
X,1565144075,1022337,649
X,1565144076,1022268,633
X,1565144076,1022208,901
X,1565144077,1022188,803
X,1565144078,1022269,1121
