,1031226,6763
X,1565125265,1030695,10065
X,1565125266,1031426,3037
X,1565125267,1030655,2836
X,1565125267,1031380,6723
X,1565125268,1030750,8372
X,1565125268,1031466,3049
X,1565125269,1030328,14026
X,1565125269,1031446,5576
X,1565125270,1030729,19774
X,1565125271,1030758,2464
X,1565125271,1030790,9150
X,1565125272,1030911,1173
X,1565125272,1031193,2313
X,1565125273,1030366,4050
X,1565125273,1031053,1396
X,1565125274,1030922,2445
X,1565125274,1031175,18488
X,1565125275,1031054,3149
X,1565125276,1030860,11945
X,1565125276,1030745,2008
X,1565125277,1031100,2393
X,1565125277,1030244,3183
X,1565125278,1030935,3289
P,1565125278,5004
X,1565125278,1030760,1394
X,1565125279,1030319,15669
X,1565125280,1030833,17898
X,1565125280,1030876,6612
X,1565125281,1030900,1327
X,1565125281,1031121,2324
X,1565125281,1031069,1912
X,1565125281,1031427,17142
X,1565125282,1031260,5890
X,1565125283,1030423,10891
X,1565125283,1031039,3392
X,1565125284,1030940,2239
X,1565125284,1030756,2829
X,1565125285,1030947,3232
X,1565125285,1031349,20172
X,1565125286,1030884,2162
X,1565125287,1031192,13908
X,1565125287,1031022,2039
X,1565125288,1031031,2105
X,1565125288,1031043,2098
X,1565125289,1031149,1498
X,1565125289,1030897,1904
X,1565125290,1030802,1088
X,1565125291,1031180,1438
X,1565125291,1029031,19740
X,1565125292,1032582,14411
X,1565125292,1030919,8412
X,1565125293,1030975,1514
X,1565125293,1032476,15880
X,1565125294,1030359,9809
X,1565125294,1030940,13467
X,1565125295,1031447,3547
X,1565125296,1031584,3458
X,1565125296,1030763,19899
X,1565125297,1030948,4831
X,1565125297,1031213,12975
X,1565125298,1031205,16483
X,1565125298,1031645,13622
X,1565125299,1030787,6681
X,1565125300,1032073,12714
X,1565125300,1031055,1755
X,1565125301,1031329,3627
X,1565125301,1029383,45558
X,1565125302,1031087,11985
X,1565125302,1030904,1358
X,1565125303,1031109,1559
X,1565125304,1031087,684
X,1565125304,1031059,10989
X,1565125305,1031586,5562
X,1565125305,1030899,11962
X,1565125306,1031239,13629
X,1565125306,1031460,5430
X,1565125307,1031849,6562
P,1565125307,5004
X,1565125308,1030969,4264
X,1565125308,1031414,1146
X,1565125309,1031221,1257
X,1565125309,1031314,951
X,1565125310,1031430,664
X,1565125310,1031338,21190
X,1565125311,1031301,1562
X,1565125312,1031374,15784
X,1565125312,1031342,10147
X,1565125313,1031284,22218
X,1565125313,1030913,4978
X,1565125314,1031851,10605
X,1565125314,1031372,1964
X,1565125315,1031021,2029
X,1565125316,1031319,675
X,1565125316,1031040,27449
X,1565125317,1030943,1523
X,1565125317,1031699,8285
X,1565125318,1031323,1612
X,1565125318,1031222,1214
X,1565125319,1031224,3018
X,1565125319,1031283,3624
X,1565125320,1031466,9346
X,1565125321,1030929,5873
X,1565125321,1031048,7566
X,1565125322,1032026,13465
X,1565125322,1031359,9012
X,1565125322,1029861,8097
X,1565125322,1032249,17936
X,1565125323,1031530,8378
X,1565125324,1030372,5565
X,1565125324,1031941,3137
X,1565125325,1031400,8093
X,1565125325,1031204,7075
X,1565125326,1032172,15148
X,1565125326,1030641,8045
X,1565125327,1031462,9440
X,1565125328,1031224,3099
X,1565125328,1031347,12492
X,1565125329,1031176,4545
X,1565125329,1031332,6919
X,1565125330,1030359,13440
X,1565125330,1030131,6741
X,1565125331,1030607,7100
X,1565125332,1030914,4382
X,1565125332,1030393,4626
X,1565125333,1030683,7118
X,1565125333,1030863,1528
X,1565125334,1031176,1185
X,1565125334,1031004,1291
X,1565125335,1031135,4083
X,1565125336,1030459,6394
X,1565125336,1031311,20001
P,1565125336,5003
X,1565125337,1030032,7331
X,1565125337,1030757,10661
X,1565125338,1030970,1306
X,1565125338,1030163,7420
