,1564868477,1012479,542
X,1564868478,1012380,604
X,1564868479,1012336,708
X,1564868479,1012390,748
X,1564868480,1013340,8183
X,1564868480,1012289,4831
X,1564868481,1012260,1222
X,1564868481,1012066,14591
X,1564868482,1012278,648
X,1564868483,1012258,695
X,1564868483,1012219,408
X,1564868484,1012352,523
X,1564868484,1012251,543
X,1564868485,1012280,399
X,1564868485,1012320,855
X,1564868486,1012332,1020
X,1564868487,1012332,385
X,1564868487,1012310,899
X,1564868488,1012282,557
X,1564868488,1012246,1068
X,1564868489,1012320,559
P,1564868489,5007
X,1564868489,1012361,806
A,1564868489,1012334,260
T,1564868490,2946
U,1564868490,41098
X,1564868490,1012767,8542
X,1564868491,1011776,10334
X,1564868492,1012451,3278
X,1564868492,1012361,410
X,1564868493,1012369,655
X,1564868493,1012429,554
X,1564868494,1012389,725
X,1564868494,1012371,233
X,1564868495,1012364,849
X,1564868495,1012354,596
X,1564868496,1012313,789
X,1564868497,1012399,483
X,1564868497,1012411,24401
X,1564868498,1012450,1247
X,1564868498,1012196,8002
X,1564868499,1012711,1395
X,1564868499,1012508,1660
X,1564868500,1012531,951
X,1564868501,1012464,647
X,1564868501,1012580,1253
X,1564868502,1012240,16750
X,1564868502,1012594,1953
X,1564868503,1011200,13976
X,1564868503,1012480,811
X,1564868504,1012293,6811
X,1564868505,1012474,643
X,1564868505,1012423,697
X,1564868506,1012373,656
X,1564868506,1012378,457
X,1564868507,1012415,323
X,1564868507,1012408,665
X,1564868508,1011501,38948
X,1564868509,1012519,1692
X,1564868509,1012449,1016
X,1564868510,1012412,516
X,1564868510,1012387,1052
X,1564868511,1012733,19837
X,1564868511,1012842,10650
X,1564868512,1012356,2107
X,1564868513,1012352,7624
X,1564868513,1012585,3155
X,1564868514,1012494,693
A,1564868514,1012410,218
T,1564868514,2946
U,1564868514,41098
X,1564868516,1012507,673
X,1564868516,1012494,17677
X,1564868517,1012442,931
X,1564868517,1012374,14142
X,1564868518,1012540,1961
P,1564868518,5030
X,1564868518,1012499,380
X,1564868519,1012458,542
X,1564868520,1013556,25979
X,1564868520,1011929,8162
X,1564868521,1012645,691
X,1564868521,1012507,1033
X,1564868522,1012532,759
X,1564868522,1012481,23433
X,1564868523,1012516,1296
X,1564868524,1012437,8062
X,1564868524,1012704,826
X,1564868525,1012512,1216
X,1564868525,1012533,649
X,1564868526,1012554,916
X,1564868526,1012548,562
X,1564868527,1012571,794
X,1564868528,1012546,746
X,1564868528,1012525,431
X,1564868529,1012554,532
X,1564868529,1012359,24201
X,1564868530,1012822,1725
X,1564868530,1012680,24982
X,1564868531,1012632,1057
X,1564868531,1012317,14861
X,1564868531,1012539,709
X,1564868532,1012290,1406
X,1564868532,1012352,762
X,1564868533,1012369,726
X,1564868533,1012338,739
X,1564868534,1012403,468
X,1564868534,1012421,642
A,1564868534,1012502,366
T,1564868535,2946
U,1564868535,41098
X,1564868536,1012425,766
X,1564868537,1012467,1400
X,1564868538,1012456,738
X,1564868538,1012448,1083
X,1564868539,1012482,24207
X,1564868539,1012523,818
X,1564868540,1012486,878
X,1564868540,1012554,8439
X,1564868541,1012515,1729
X,1564868542,1012444,438
X,1564868542,1012443,560
X,1564868543,1012408,635
X,1564868543,1013671,13315
X,1564868544,1012489,6335
X,1564868544,1012569,492
X,1564868545,1013035,6230
X,1564868546,1012482,1716
X,1564868546,1012480,475
X,1564868547,1012454,452
P,1564868547,5031
X,1564868547,1012457,468
X,1564868548,1012504,642
X,1564868548,1012406,561
X,1564868549,1012440,601
X,1564868550,1012353,791
X,1564868550,1013147,11639
X,1564868551,1012525,7264
X,1564868551,1012261,5369
X,1564868552,1012450,12596
X,1564868552,1012523,1977
X,1564868553,1012461,445
X,1564868553,1012481,393
X,1564868554,1012467,336
X,1564868555,1012452,430
X,1564868555,1012392,887
A,1564868555,1012455,216
T,1564868555,2946
U,1564868556,41098
X,1564868557,1012460,363
X,1564868558,1012400,734
