,1050357,2894
X,1564975656,1050410,21710
X,1564975657,1050826,8948
X,1564975657,1050723,53349
X,1564975658,1049830,14441
X,1564975658,1048898,17615
X,1564975659,1052274,45419
X,1564975660,1050868,9424
X,1564975660,1051666,64377
X,1564975661,1050529,6658
X,1564975661,1051851,29332
X,1564975662,1048618,28044
X,1564975662,1050186,1674
X,1564975663,1054162,27974
X,1564975664,1048924,6479
X,1564975664,1052002,20367
X,1564975665,1050736,27151
X,1564975665,1048891,24491
X,1564975666,1049962,35516
X,1564975666,1052354,18074
X,1564975667,1048188,24849
X,1564975668,1049548,29626
X,1564975668,1052725,11856
X,1564975669,1045514,33949
X,1564975669,1052300,15738
X,1564975670,1053865,15390
P,1564975670,4976
X,1564975670,1048043,5417
X,1564975671,1049909,3454
X,1564975672,1049497,2892
X,1564975672,1050443,12278
X,1564975673,1051208,9118
X,1564975673,1047944,24243
X,1564975674,1050454,10521
X,1564975674,1050074,19416
X,1564975675,1046809,37554
X,1564975675,1054129,8484
X,1564975676,1049153,20059
X,1564975677,1048516,14755
X,1564975677,1050713,9161
X,1564975678,1049413,4439
X,1564975678,1049495,2200
X,1564975679,1049864,1080
X,1564975679,1049634,1334
X,1564975680,1049500,1374
X,1564975681,1049823,1248
X,1564975681,1049866,1032
X,1564975682,1049661,2585
X,1564975682,1049640,11610
X,1564975683,1050301,2246
X,1564975683,1049575,3934
X,1564975684,1050743,7701
X,1564975685,1050529,1844
X,1564975685,1050450,5984
X,1564975686,1049727,6456
X,1564975686,1050158,8970
X,1564975687,1049125,5386
X,1564975687,1051329,7180
X,1564975688,1049401,5456
X,1564975689,1049630,1519
X,1564975689,1049579,1101
X,1564975689,1049348,1858
X,1564975689,1049560,969
X,1564975690,1049477,3837
X,1564975690,1049618,6652
X,1564975691,1049210,3558
X,1564975692,1052994,18233
X,1564975692,1047818,7099
X,1564975693,1049498,13944
X,1564975693,1050279,7476
X,1564975694,1048981,6765
X,1564975694,1051706,19415
X,1564975695,1047325,44089
X,1564975695,1048614,30549
X,1564975696,1051814,37125
X,1564975697,1048886,30947
X,1564975697,1049779,11733
X,1564975698,1050840,13181
X,1564975698,1049460,9593
X,1564975699,1046321,13468
P,1564975699,4986
X,1564975699,1052597,18915
X,1564975700,1050512,14341
X,1564975701,1050006,7728
X,1564975701,1050605,6792
X,1564975702,1049448,13050
X,1564975702,1048633,17041
X,1564975703,1052506,12248
X,1564975703,1049618,6312
X,1564975704,1049415,10060
X,1564975705,1050705,11817
X,1564975705,1050496,9374
X,1564975706,1050106,7878
X,1564975706,1050149,8908
X,1564975707,1050203,6986
X,1564975707,1049607,6494
X,1564975708,1049776,2069
X,1564975709,1049798,3676
X,1564975709,1050357,7852
X,1564975710,1050096,922
X,1564975710,1050141,2739
X,1564975711,1050580,17440
X,1564975711,1049243,59692
X,1564975712,1051155,15485
X,1564975713,1049712,3196
X,1564975713,1051332,49632
X,1564975714,1053186,58310
X,1564975714,1049290,50631
X,1564975715,1050861,7473
X,1564975715,1050145,32682
X,1564975716,1048721,54761
X,1564975716,1053369,58135
X,1564975717,1049456,63629
X,1564975718,1053907,5477
X,1564975718,1051267,60240
X,1564975719,1048893,24704
X,1564975719,1048493,38297
X,1564975720,1050203,39566
X,1564975720,1050427,606
X,1564975721,1047010,61913
X,1564975722,1050679,49838
X,1564975722,1050399,32766
X,1564975723,1049967,12029
X,1564975723,1050243,10152
X,1564975724,1050776,5144
X,1564975724,1051090,35401
X,1564975725,1050465,45396
X,1564975726,1048924,51679
X,1564975726,1048387,39730
X,1564975727,1050182,37169
X,1564975727,1052157,40778
X,1564975728,1050901,31380
X,1564975728,1050402,24101
X,1564975729,1050717,3830
P,1564975729,4986
X,1564975730,1049218,14025
X,1564975730,1050693,9915
X,1564975730,1049709,44956
X,1564975730,1050408,6402
X,1564975731,1049611,1571
X,1564975731,1051071,8153
