H,1550246400,411732
U,1550246400,0
E,1550246400,1
P,1550246400,5107
P,1550246430,5105
P,1550246459,5105
P,1550246489,5107
P,1550246518,5106
P,1550246547,5106
P,1550246576,5106
P,1550246606,5106
P,1550246635,5105
P,1550246664,5105
P,1550246694,5106
P,1550246724,5107
P,1550246753,5106
P,1550246782,5105
P,1550246812,5105
P,1550246841,5106
P,1550246870,5106
P,1550246900,5106
P,1550246929,5107
P,1550246958,5106
P,1550246987,5105
P,1550247018,5105
P,1550247047,5106
P,1550247076,5106
P,1550247106,5104
P,1550247135,5105
P,1550247164,5105
P,1550247193,5105
P,1550247223,5106
P,1550247252,5106
P,1550247281,5107
P,1550247311,5105
P,1550247341,5106
P,1550247370,5106
P,1550247399,5105
P,1550247429,5105
P,1550247458,5107
P,1550247487,5106
P,1550247516,5106
P,1550247546,5106
P,1550247575,5106
P,1550247605,5106
P,1550247635,5105
P,1550247664,5105
P,1550247693,5106
P,1550247722,5106
P,1550247752,5104
P,1550247781,5107
P,1550247810,5107
P,1550247840,5106
P,1550247869,5106
P,1550247899,5106
P,1550247928,5105
P,1550247958,5107
P,1550247987,5107
P,1550248016,5107
O,1550248022,444508,2795
O,1550248023,444765,136
O,1550248023,444744,129
O,1550248024,444680,296
O,1550248024,444625,188
O,1550248025,444670,341
O,1550248026,444646,255
O,1550248026,444588,271
O,1550248027,444625,170
O,1550248027,444715,286
O,1550248028,444751,153
O,1550248028,444829,249
O,1550248029,444953,164
O,1550248029,444933,227
O,1550248030,444838,176
O,1550248031,444882,156
O,1550248031,444870,150
O,1550248032,444775,240
O,1550248032,444820,88
O,1550248033,444737,139
O,1550248033,444714,111
O,1550248034,444646,103
O,1550248035,444578,108
O,1550248035,444598,95
O,1550248036,444585,135
O,1550248036,444555,156
O,1550248037,444548,170
O,1550248037,444481,112
O,1550248038,444516,329
O,1550248039,444557,374
O,1550248039,444655,358
O,1550248040,444911,259
O,1550248040,444998,236
O,1550248041,444876,107
O,1550248041,444863,152
O,1550248042,444848,107
O,1550248043,444938,170
O,1550248043,445045,181
O,1550248044,445171,216
O,1550248044,445144,208
O,1550248045,445157,119
O,1550248045,445035,287
O,1550248046,444836,151
P,1550248046,5099
O,1550248046,444641,258
O,1550248047,444508,172
O,1550248048,444433,116
O,1550248048,444490,123
O,1550248049,444456,149
O,1550248049,444472,122
O,1550248049,444503,166
O,1550248049,444562,74
O,1550248050,444563,125
O,1550248051,444556,85
O,1550248051,444543,109
O,1550248052,444576,138
O,1550248052,444654,160
O,1550248053,444622,144
O,1550248053,444565,208
O,1550248054,444598,148
O,1550248055,444522,201
O,1550248055,444360,146
O,1550248056,444446,180
O,1550248056,444470,166
O,1550248057,444520,102
O,1550248057,444539,64
O,1550248058,444591,167
O,1550248059,444624,132
O,1550248059,444651,106
O,1550248060,444666,111
O,1550248060,444629,94
O,1550248061,444606,131
O,1550248061,444525,168
O,1550248062,444503,110
O,1550248062,444444,93
O,1550248063,444435,79
O,1550248064,444428,134
O,1550248064,444395,166
O,1550248065,444468,166
O,1550248065,444466,71
O,1550248066,444467,109
O,1550248066,444492,145
O,1550248067,444438,141
O,1550248068,444503,197
O,1550248068,444578,160
O,1550248069,444605,108
O,1550248069,444605,71
O,1550248070,444621,123
O,1550248070,444540,216
O,1550248071,444441,101
O,1550248072,444532,138
O,1550248072,444453,124
O,1550248073,444507,158
O,1550248073,444563,158
O,1550248074,444465,120
O,1550248074,444587,206
O,1550248075,444537,280
P,1550248075,5097
O,1550248076,444585,222
O,1550248076,444519,221
O,1550248077,444540,80
O,1550248077,444581,146
O,1550248078,444562,114
T,1550248078,2832
P,1550248104,5107
P,1550248133,5105
P,1550248163,5107
P,1550248193,5106
P,1550248222,5105
P,1550248252,5106
P,1550248281,5106
P,1550248310,5107
P,1550248339,5105
P,1550248369,5107
P,1550248398,5106
P,1550248427,5106
P,1550248457,5107
P,1550248487,5106
P,1550248516,5106
P,1550248545,5105
P,1550248575,5106
P,1550248604,5107
P,1550248633,5106
P,1550248663,5106
P,1550248692,5107
P,1550248721,5107
P,1550248750,5106
P,1550248781,5107
P,1550248810,5106
P,1550248839,5105
P,1550248869,5106
P,1550248898,5107
P,1550248928,5107
P,1550248957,5106
P,1550248987,5104
P,1550249016,5107
P,1550249045,5105
P,1550249075,5107
P,1550249105,5106
P,1550249134,5107
P,1550249163,5104
P,1550249193,5106
P,1550249222,5106
P,1550249251,5107
P,1550249280,5105
P,1550249310,5106
P,1550249339,5106
