H,1553299064,281190
D,1553299064,515328
D,1553299066,512000
D,1553299069,513280
D,1553299071,512768
D,1553299073,513536
D,1553299075,512768
D,1553299077,512768
D,1553299080,513280
D,1553299082,513536
D,1553299084,512768
D,1553299086,511488
D,1553299088,512768
P,1553299090,5145
D,1553299091,512512
D,1553299092,513536
D,1553299094,513024
R,1553299094,000000000
X,1553299096,779131,5012
X,1553299096,779689,1510
X,1553299097,779433,18018
X,1553299098,779858,2143
X,1553299098,779961,1823
X,1553299099,779893,1608
X,1553299099,779663,1449
X,1553299100,779649,1442
X,1553299100,779927,1520
X,1553299101,779972,2520
X,1553299102,779952,5781
X,1553299102,780336,2740
X,1553299103,779936,1875
X,1553299103,779983,1236
X,1553299104,779937,1322
X,1553299104,779936,1122
X,1553299105,779903,747
X,1553299105,779921,1083
X,1553299106,779877,1247
X,1553299107,779691,1509
X,1553299107,779744,1962
X,1553299108,780007,2345
X,1553299108,779766,1194
X,1553299109,779737,862
X,1553299109,779539,1082
X,1553299110,779651,1315
X,1553299111,780001,1551
X,1553299111,779824,1700
X,1553299112,779884,1667
X,1553299112,779801,1493
X,1553299113,779572,1914
X,1553299113,779707,1697
X,1553299114,779926,1502
X,1553299115,780383,10713
X,1553299115,780123,4244
X,1553299116,779937,1125
X,1553299116,779620,1023
X,1553299117,780165,1721
X,1553299117,779509,13647
X,1553299118,780243,8900
X,1553299119,779537,4454
P,1553299119,5138
X,1553299119,780490,1201
X,1553299120,780287,3961
X,1553299120,780269,1099
X,1553299121,780083,2835
X,1553299121,780005,1507
X,1553299122,779623,1536
X,1553299122,779668,981
X,1553299123,779597,1304
X,1553299124,779805,1862
X,1553299124,779864,3360
X,1553299125,779827,1751
X,1553299125,779900,824
X,1553299126,779848,1507
X,1553299126,779904,892
X,1553299127,780015,1910
X,1553299128,780287,7473
X,1553299128,778991,7140
X,1553299129,779208,14516
X,1553299129,779544,1504
X,1553299130,779610,5905
X,1553299130,780029,3286
X,1553299131,779408,2780
X,1553299132,779754,1024
X,1553299132,779656,1054
X,1553299133,779561,1122
X,1553299133,779051,11491
X,1553299133,779178,3751
X,1553299133,779861,3031
X,1553299134,779970,1555
X,1553299134,780047,1419
X,1553299135,779757,1065
X,1553299136,779704,1294
X,1553299136,779685,1248
X,1553299137,779932,6697
X,1553299137,780083,2060
X,1553299138,780256,1154
X,1553299138,779997,1786
X,1553299139,779992,1324
X,1553299140,779297,1417
X,1553299140,779852,1343
X,1553299141,780038,2015
X,1553299141,779969,6984
X,1553299142,780212,2505
X,1553299142,779947,1338
X,1553299143,779757,988
X,1553299144,779912,1488
X,1553299144,779907,1614
X,1553299145,780117,1207
X,1553299145,780082,1416
X,1553299146,779873,1154
X,1553299146,779719,1222
X,1553299147,779987,837
X,1553299148,779873,1394
P,1553299148,5137
X,1553299148,779967,1639
X,1553299149,780058,1090
X,1553299149,779965,955
X,1553299150,779877,1444
X,1553299150,779995,1530
X,1553299151,780382,1782
X,1553299151,779473,6417
X,1553299152,780037,4148
X,1553299153,779970,3338
X,1553299153,780101,1571
X,1553299154,780146,1123
X,1553299154,780177,6177
X,1553299155,780119,2050
X,1553299155,779333,11903
X,1553299156,779647,6277
X,1553299157,779475,15384
X,1553299157,779918,1241
X,1553299158,779693,1719
X,1553299158,779861,1069
X,1553299159,779880,1295
X,1553299159,780036,1664
X,1553299160,779802,2783
X,1553299161,779930,1822
X,1553299161,779953,1341
X,1553299162,779946,1245
X,1553299162,779749,2061
X,1553299163,779850,1818
X,1553299163,779777,1842
X,1553299164,780056,1162
X,1553299165,780089,1587
X,1553299165,780003,972
X,1553299166,779726,1915
X,1553299166,779786,1521
X,1553299167,779995,3047
X,1553299167,780004,1930
X,1553299168,779563,4560
X,1553299168,780089,2021
X,1553299169,779805,1592
X,1553299170,779688,2167
X,1553299170,779674,1458
X,1553299171,779905,2702
X,1553299171,779842,2958
X,1553299172,780076,1559
X,1553299172,780055,2036
X,1553299173,780001,2293
X,1553299174,779911,1827
X,1553299174,779765,1450
X,1553299174,779987,1371
X,1553299174,779831,1234
X,1553299175,779538,1648
X,1553299175,780030,1656
X,1553299176,780253,1886
X,1553299177,780326,1280
P,1553299177,5138
X,1553299177,780197,1084
X,1553299178,780176,1230
X,1553299178,780211,1470
X,1553299179,780184,2048
X,1553299179,779605,1409
X,1553299180,779947,1646
X,1553299180,779904,1056
X,1553299181,779913,1611
X,1553299182,779803,1232
