H,1552102505,281190
T,1552102505,2795
P,1552102511,5145
P,1552102541,5177
P,1552102571,5178
P,1552102600,5179
D,1552102617,264192
D,1552102619,451840
D,1552102622,445696
D,1552102624,450048
D,1552102626,457216
D,1552102628,448000
P,1552102629,5179
D,1552102631,446976
D,1552102633,447232
D,1552102635,447744
D,1552102637,448512
D,1552102639,448000
D,1552102642,447488
D,1552102644,449536
D,1552102646,448256
D,1552102648,447232
D,1552102650,447232
R,1552102650,000000000
X,1552102652,680167,5479
X,1552102653,681726,4524
X,1552102653,682239,2411
X,1552102654,681909,1024
X,1552102654,680521,3238
X,1552102655,679906,2265
X,1552102656,679543,2903
X,1552102656,679521,3192
X,1552102656,680263,2981
X,1552102656,680714,5599
X,1552102657,681131,1222
X,1552102657,680897,1983
X,1552102658,681301,1612
P,1552102658,5169
X,1552102658,681884,1421
X,1552102659,682875,8534
X,1552102660,681030,8438
X,1552102660,682115,11995
X,1552102661,683260,14671
X,1552102661,683636,5536
X,1552102662,682002,6163
X,1552102662,680030,4626
X,1552102663,679455,2697
X,1552102664,681043,3095
X,1552102664,681712,4386
X,1552102665,681553,7639
X,1552102665,681433,7844
X,1552102666,681074,7006
X,1552102666,681989,10670
X,1552102667,682634,6203
X,1552102668,680548,9546
X,1552102668,682560,4683
X,1552102669,681207,6335
X,1552102669,681330,3751
X,1552102670,681281,1940
X,1552102670,680247,2863
X,1552102671,679834,2984
X,1552102672,678425,3460
X,1552102672,678469,5195
X,1552102673,680113,2112
X,1552102673,680836,2297
X,1552102674,681625,3334
X,1552102674,682142,4339
X,1552102675,678550,12196
X,1552102675,676961,15333
X,1552102676,678416,15402
X,1552102677,677106,17095
X,1552102677,676470,18772
X,1552102678,674453,24443
X,1552102678,678343,7265
X,1552102679,680866,11707
X,1552102679,680381,9419
X,1552102680,682043,19621
X,1552102681,680524,13881
X,1552102681,682054,31775
X,1552102682,680271,19262
X,1552102682,681376,13324
X,1552102683,681209,11044
X,1552102683,680753,15932
X,1552102684,681430,8265
X,1552102685,681424,18118
X,1552102685,679023,16662
X,1552102686,679951,6197
X,1552102686,681940,8125
X,1552102687,679955,7978
X,1552102687,681212,10064
X,1552102688,680099,10472
P,1552102688,5167
X,1552102689,680040,8432
X,1552102689,679791,3883
X,1552102690,680987,2564
X,1552102690,679895,4130
X,1552102691,680856,3839
X,1552102691,681562,2237
X,1552102692,680787,17510
X,1552102692,680287,12143
X,1552102693,680457,5305
X,1552102694,680903,4848
X,1552102694,682118,4079
X,1552102695,680531,6898
X,1552102695,681063,1254
X,1552102696,680617,1995
X,1552102696,681610,1414
X,1552102697,680580,2359
X,1552102697,680706,2372
X,1552102697,681741,1704
X,1552102698,681809,2298
X,1552102698,680015,4184
X,1552102699,679589,3407
X,1552102699,681250,3021
X,1552102700,680756,3185
X,1552102701,680862,5483
X,1552102701,680619,7466
X,1552102702,682533,5890
X,1552102702,680279,3305
X,1552102703,680602,1494
X,1552102703,681168,3020
X,1552102704,681364,1701
X,1552102704,682212,2360
X,1552102705,681250,2929
X,1552102706,681140,1413
X,1552102706,682120,3550
X,1552102707,682856,1888
X,1552102707,680854,6580
X,1552102708,678589,3310
X,1552102708,680068,6264
X,1552102709,679927,2795
X,1552102710,680433,2547
X,1552102710,680242,2436
X,1552102711,680701,1609
X,1552102711,680011,2567
X,1552102712,678466,3593
X,1552102712,679845,2084
X,1552102713,680872,1971
X,1552102714,682512,3499
X,1552102714,682290,5497
X,1552102715,682472,1865
X,1552102715,681689,1935
X,1552102716,681257,2605
X,1552102716,680671,1867
X,1552102717,681043,1409
P,1552102717,5170
X,1552102718,681257,1644
X,1552102718,681067,2691
X,1552102719,682094,2046
X,1552102719,682363,3035
X,1552102720,681089,1350
X,1552102720,680828,1282
X,1552102721,680968,2396
X,1552102721,682132,5932
X,1552102722,680459,3467
X,1552102723,673696,13263
X,1552102723,677937,13167
X,1552102724,680856,2448
X,1552102724,681504,3546
X,1552102725,680585,2989
X,1552102725,680058,3759
X,1552102726,680331,6127
X,1552102727,680940,2086
X,1552102727,681141,1854
X,1552102728,681538,762
X,1552102728,681758,1395
X,1552102729,680960,2707
X,1552102729,681086,2186
X,1552102730,681611,3035
X,1552102731,681954,5111
X,1552102731,680835,5087
X,1552102732,681211,5091
X,1552102732,679607,7134
X,1552102733,680514,2729
X,1552102733,679889,5404
X,1552102734,680861,3192
X,1552102735,681105,1887
X,1552102735,681479,2149
X,1552102736,681219,1935
X,1552102736,681494,1977
