H,1552441878,281190
D,1552441878,402688
P,1552441880,5120
D,1552441880,403200
D,1552441882,405760
D,1552441883,404480
D,1552441886,403456
D,1552441888,402688
D,1552441890,403200
D,1552441892,403200
D,1552441894,413440
D,1552441897,393472
D,1552441899,399360
D,1552441901,412416
D,1552441903,406528
D,1552441905,401408
R,1552441906,000000000
X,1552441907,614025,6081
X,1552441908,614803,1900
X,1552441908,614887,3872
P,1552441909,5145
X,1552441909,614496,1508
X,1552441909,614384,2785
X,1552441910,614276,1840
X,1552441911,614627,1229
X,1552441911,614712,1614
X,1552441912,614800,1147
X,1552441912,614827,1199
X,1552441913,614662,797
X,1552441913,614672,1426
X,1552441914,614924,1933
X,1552441915,614650,775
X,1552441915,614821,1381
X,1552441916,614696,921
X,1552441916,615370,7008
X,1552441917,614302,28763
X,1552441917,615268,9340
X,1552441918,615626,5433
X,1552441918,615138,1610
X,1552441919,615045,2657
X,1552441920,615287,1872
X,1552441920,615628,6221
X,1552441921,614834,12571
X,1552441921,615646,7307
X,1552441922,615393,2415
X,1552441922,615039,19045
X,1552441923,615064,4214
X,1552441923,615234,1716
X,1552441923,614886,9590
X,1552441924,614982,4727
X,1552441924,615486,2244
X,1552441925,615165,1600
X,1552441925,614392,13848
X,1552441926,615453,11932
X,1552441927,615568,7982
X,1552441927,614797,2900
X,1552441928,615142,1685
X,1552441928,615255,1142
X,1552441929,615263,1795
X,1552441929,615246,1623
X,1552441930,615321,1357
X,1552441931,615183,1135
X,1552441931,615111,1529
X,1552441932,615328,1561
X,1552441932,615364,1158
X,1552441933,615602,1556
X,1552441933,615576,1322
X,1552441934,615704,851
X,1552441934,615875,1318
X,1552441935,616290,22883
X,1552441936,615979,9525
X,1552441936,615829,1263
X,1552441937,615624,1635
X,1552441937,615518,7573
P,1552441938,5143
X,1552441938,616202,6297
X,1552441938,615824,2011
X,1552441939,615814,1073
X,1552441940,615580,1642
X,1552441940,616187,944
X,1552441941,615516,924
X,1552441941,616000,1223
X,1552441942,615664,899
X,1552441942,615810,1297
X,1552441943,615317,48592
X,1552441944,615373,1721
X,1552441944,615465,1107
X,1552441945,615657,979
X,1552441945,615256,1084
X,1552441946,615554,1607
X,1552441946,615417,1618
X,1552441947,615958,2601
X,1552441948,615328,913
X,1552441948,615229,1199
X,1552441949,615294,1520
X,1552441949,615480,1160
X,1552441950,615595,1288
X,1552441950,615803,1383
X,1552441951,615756,1355
X,1552441951,615622,1273
X,1552441952,615737,814
X,1552441953,615888,769
X,1552441953,615941,1814
X,1552441954,615900,1383
X,1552441954,616032,1366
X,1552441955,616126,1256
X,1552441955,616277,880
X,1552441956,616110,1441
X,1552441957,615942,2038
X,1552441957,615817,1256
X,1552441958,615938,1523
X,1552441958,616340,6337
X,1552441959,616500,11615
X,1552441959,616801,4259
X,1552441960,613911,13054
X,1552441961,616201,16388
X,1552441961,615645,7802
X,1552441962,616365,1549
X,1552441962,616048,2739
X,1552441963,616045,2597
X,1552441963,615970,16522
X,1552441964,616006,3021
X,1552441964,616270,1673
X,1552441964,615880,11004
X,1552441965,616227,10576
X,1552441965,616260,3802
X,1552441966,616217,1547
X,1552441966,616210,1157
X,1552441967,615887,1014
P,1552441967,5145
X,1552441967,615953,13665
X,1552441968,615986,1516
X,1552441969,616186,1418
X,1552441969,616079,1248
X,1552441970,616252,786
X,1552441970,616282,1120
X,1552441971,616284,1299
X,1552441971,616464,1362
X,1552441972,616474,1096
X,1552441973,616458,1278
X,1552441973,616580,893
X,1552441974,616464,1547
X,1552441974,616266,1232
X,1552441975,616450,878
X,1552441975,616443,1076
X,1552441976,616296,1460
X,1552441977,616062,990
X,1552441977,616170,781
X,1552441978,616197,1355
X,1552441978,616404,922
X,1552441979,616317,809
X,1552441979,616325,732
A,1552441979,615826,1930
T,1552441979,2776
R,1552441980,700D9CE41
X,1552441981,616679,1228
X,1552441982,616659,1670
X,1552441982,616629,934
X,1552441983,616549,1324
X,1552441984,616301,1031
X,1552441984,616340,1276
X,1552441985,616465,897
X,1552441985,616388,1240
X,1552441986,616376,1237
X,1552441986,616288,840
X,1552441987,616342,1144
X,1552441988,615970,22371
X,1552441988,616070,2265
X,1552441989,616308,1536
X,1552441989,616223,935
X,1552441990,616273,985
X,1552441990,616158,1046
X,1552441991,616409,1219
X,1552441992,616431,1223
X,1552441992,616621,1171
X,1552441993,616817,1362
X,1552441993,616827,837
X,1552441994,616727,1566
