H,1556158916,281190
T,1556158916,2795
X,1556158917,653474,10869
X,1556158918,653560,2528
X,1556158919,653498,975
X,1556158919,653364,715
X,1556158920,653366,1342
X,1556158920,653461,1392
X,1556158921,653425,922
X,1556158921,653427,1478
X,1556158922,653252,1347
X,1556158923,653292,738
X,1556158923,653411,1140
X,1556158924,653303,831
X,1556158924,653278,975
X,1556158924,653292,932
X,1556158924,653271,691
X,1556158925,653353,1558
X,1556158925,653327,1189
X,1556158926,653272,1251
X,1556158927,653335,889
X,1556158927,653330,874
X,1556158928,653379,921
X,1556158928,653379,1116
X,1556158929,653348,1705
X,1556158929,653371,1573
X,1556158930,653251,1053
X,1556158931,653268,1077
X,1556158931,653301,987
P,1556158932,5056
X,1556158932,653380,1068
X,1556158932,653324,903
X,1556158933,653221,829
X,1556158933,653216,1397
X,1556158934,653075,1125
X,1556158935,653226,1196
X,1556158935,653249,1252
X,1556158936,653245,1042
X,1556158936,653340,559
X,1556158937,653380,1349
X,1556158937,653309,1633
X,1556158938,653316,724
X,1556158939,653401,555
X,1556158939,653429,529
X,1556158940,653481,780
X,1556158940,653450,1644
X,1556158941,653337,937
A,1556158941,653345,277
T,1556158941,2795
X,1556158943,653364,1131
X,1556158943,653374,519
X,1556158944,653458,1311
X,1556158944,653323,2358
X,1556158945,653370,2128
X,1556158946,653454,1273
X,1556158946,653574,6637
X,1556158947,653313,3043
X,1556158947,653340,2052
X,1556158948,653554,1517
X,1556158948,653541,1538
X,1556158949,653494,1359
X,1556158950,653349,1813
X,1556158950,653588,2093
X,1556158951,653282,2048
X,1556158951,653348,2757
X,1556158952,653430,903
X,1556158952,653444,889
X,1556158953,653397,2410
X,1556158954,653436,1558
X,1556158954,653348,1525
X,1556158955,653313,1365
X,1556158955,653426,1047
X,1556158956,653319,1004
X,1556158956,653389,966
X,1556158957,653435,1061
X,1556158957,653263,2865
X,1556158958,653412,1363
X,1556158959,653418,1136
X,1556158959,653347,745
X,1556158960,653238,797
X,1556158960,653250,1372
X,1556158961,653344,1349
X,1556158961,653167,903
P,1556158962,5056
X,1556158962,653144,1312
X,1556158963,653196,1141
X,1556158963,653176,494
X,1556158964,653201,1209
X,1556158964,653339,958
X,1556158965,653361,804
X,1556158965,653221,1002
X,1556158965,653194,865
X,1556158966,653345,619
X,1556158966,653445,275
X,1556158967,653348,981
X,1556158967,653365,527
X,1556158968,653458,649
X,1556158968,653392,1201
X,1556158969,653364,1391
X,1556158969,653494,1219
X,1556158970,653340,1179
X,1556158971,653358,1565
X,1556158971,653724,1931
X,1556158972,652973,10772
X,1556158972,653449,1195
X,1556158973,653514,641
X,1556158973,653514,959
X,1556158974,653591,1386
X,1556158975,653496,1279
X,1556158975,653384,1038
X,1556158976,653244,828
X,1556158976,650864,45128
X,1556158977,650224,20238
X,1556158977,649813,25456
X,1556158978,806203,31888
X,1556158979,561170,41822
X,1556158979,635646,18259
X,1556158980,651979,38794
X,1556158980,649900,4966
X,1556158981,650537,21144
X,1556158981,656401,37810
X,1556158982,640360,58663
X,1556158983,658681,24886
X,1556158983,650656,16932
X,1556158984,651325,27848
X,1556158984,653650,26321
X,1556158985,651003,15504
X,1556158985,651790,4649
X,1556158986,652094,14753
X,1556158986,651760,8871
X,1556158987,652074,3635
X,1556158988,651580,24116
X,1556158988,652223,3143
X,1556158989,652184,11659
X,1556158989,652054,9105
X,1556158990,651425,13263
X,1556158990,652148,6872
P,1556158991,5057
X,1556158991,652145,1882
X,1556158992,652281,8798
X,1556158992,652575,1911
X,1556158993,652278,2732
X,1556158993,652308,2464
X,1556158994,651044,14927
X,1556158994,652836,10324
X,1556158995,652240,2470
X,1556158996,651890,14511
X,1556158996,652034,2249
X,1556158997,651958,27078
X,1556158997,652471,3192
X,1556158998,652143,1366
X,1556158998,652142,1598
X,1556158999,652329,1337
X,1556159000,652241,2268
X,1556159000,652168,1976
X,1556159001,652247,1327
X,1556159001,652140,919
A,1556159001,653291,1374
T,1556159001,2794
X,1556159003,652217,1601
X,1556159004,652268,1506
X,1556159004,652232,802
X,1556159005,652110,1611
X,1556159005,652250,2312
X,1556159006,652182,1262
X,1556159006,652245,1029
X,1556159006,652110,1027
X,1556159007,652092,1209
X,1556159007,652276,846
X,1556159008,652186,1672
X,1556159008,651945,13753
X,1556159009,652185,7829
