H,1552960806,281190
T,1552960806,2738
U,1552960806,0
X,1552960808,738021,8062
X,1552960808,736750,4324
X,1552960809,737514,10340
X,1552960809,737653,1716
X,1552960810,737353,2955
P,1552960810,5089
X,1552960810,737398,10050
X,1552960811,737337,2606
X,1552960811,737253,869
X,1552960811,737302,893
X,1552960812,737173,1009
X,1552960812,737233,1279
X,1552960813,737375,1507
X,1552960813,737325,1040
X,1552960814,736919,2087
X,1552960814,737712,2599
X,1552960815,737389,2002
X,1552960816,737080,4923
X,1552960816,737085,1499
X,1552960817,737159,875
X,1552960817,737160,1146
X,1552960818,737063,903
X,1552960818,737263,844
X,1552960819,737294,636
X,1552960820,737024,469
X,1552960820,737029,1961
X,1552960821,737306,805
X,1552960821,737156,912
X,1552960822,737292,1395
X,1552960822,737090,809
X,1552960823,737075,1952
X,1552960824,737211,1489
X,1552960824,737137,885
X,1552960825,737083,2053
X,1552960825,737339,1132
X,1552960826,737383,8760
X,1552960826,737321,1111
X,1552960827,737331,605
X,1552960827,737197,1073
X,1552960828,737257,1231
X,1552960829,737198,1109
X,1552960829,737324,1643
X,1552960830,737310,1264
X,1552960830,737320,1163
X,1552960831,737171,1724
X,1552960831,737381,1095
X,1552960832,737229,2225
X,1552960833,737048,723
X,1552960833,737282,1264
X,1552960834,737227,1188
X,1552960834,737225,1131
X,1552960835,737159,949
X,1552960835,737331,850
X,1552960836,737242,946
X,1552960837,737400,1101
X,1552960837,737373,1133
X,1552960838,737421,1060
X,1552960838,737339,940
X,1552960839,737328,1249
P,1552960839,5101
X,1552960839,737284,1281
X,1552960840,737079,1405
X,1552960840,737253,1019
X,1552960841,737178,2043
X,1552960842,737024,942
X,1552960842,737117,684
X,1552960843,737110,1529
X,1552960843,737181,1662
X,1552960844,737152,881
A,1552960844,737189,315
T,1552960844,2738
U,1552960844,0
X,1552960846,737088,793
X,1552960846,737199,957
X,1552960847,737249,617
X,1552960848,737855,3561
X,1552960848,735940,9769
X,1552960849,737200,3122
X,1552960849,737427,6102
X,1552960850,737073,14838
X,1552960850,737357,2970
X,1552960851,736211,11265
X,1552960851,737146,5757
X,1552960852,736930,999
X,1552960852,736849,9659
X,1552960852,736940,974
X,1552960853,736984,1208
X,1552960853,737140,1251
X,1552960854,737278,1816
X,1552960854,737137,793
X,1552960855,736991,1026
X,1552960856,737023,871
X,1552960856,737004,1490
X,1552960857,736855,2318
X,1552960857,737180,1182
X,1552960858,736870,1746
X,1552960858,736867,849
X,1552960859,736928,2385
X,1552960860,736846,1263
X,1552960860,736831,1977
X,1552960861,736997,1135
X,1552960861,736958,1945
X,1552960862,737004,1317
X,1552960862,736997,1929
X,1552960863,737158,1287
X,1552960863,737206,1257
X,1552960864,737189,1105
X,1552960865,737187,956
X,1552960865,737050,1377
X,1552960866,737196,1326
X,1552960866,737080,915
X,1552960867,737093,1082
X,1552960867,737048,1106
X,1552960868,737108,1663
P,1552960868,5102
X,1552960869,737065,1420
X,1552960869,737049,974
X,1552960870,737107,1209
X,1552960870,737003,1135
X,1552960871,737164,942
X,1552960871,737327,2297
X,1552960872,737215,1106
X,1552960873,737198,1864
X,1552960873,737244,724
X,1552960874,737316,638
X,1552960874,737321,2548
X,1552960875,737179,1695
X,1552960875,737407,1163
X,1552960876,737235,1239
X,1552960877,737313,706
X,1552960877,737318,1850
X,1552960878,737438,1105
X,1552960878,737302,1876
X,1552960879,737479,1609
X,1552960879,737378,2071
X,1552960880,737573,1927
X,1552960880,737520,2026
X,1552960881,737439,843
X,1552960882,737227,2794
X,1552960882,737355,2043
X,1552960883,737330,2086
X,1552960883,737350,1601
X,1552960884,737530,1582
X,1552960884,737345,2314
X,1552960885,736908,1513
X,1552960886,737564,2470
X,1552960886,737390,2117
X,1552960887,737336,2426
X,1552960887,737254,1692
X,1552960888,737276,1140
X,1552960888,737355,990
X,1552960889,737254,1585
X,1552960890,737457,1635
X,1552960890,737278,3279
X,1552960891,737393,1028
X,1552960891,737352,1946
X,1552960892,737257,1044
X,1552960892,737000,1384
X,1552960893,737256,3383
X,1552960893,736885,3165
X,1552960893,736947,3432
X,1552960894,737236,3079
X,1552960894,736914,1435
X,1552960895,736975,1938
X,1552960895,737211,1080
X,1552960896,737042,1405
X,1552960896,737060,967
X,1552960897,737292,1405
P,1552960897,5103
X,1552960898,737294,1418
