H,1556069726,281190
D,1556069726,405760
D,1556069728,405248
D,1556069729,405504
D,1556069732,406016
D,1556069734,398592
P,1556069739,5067
P,1556069769,5097
P,1556069798,5096
D,1556069808,469248
D,1556069810,490240
D,1556069812,479488
D,1556069814,498944
R,1556069814,000000000
X,1556069816,748195,40179
X,1556069816,750629,31675
X,1556069817,747186,26572
X,1556069817,744559,31501
X,1556069818,747434,15753
X,1556069818,746850,19452
X,1556069819,748303,10722
X,1556069819,753505,21016
X,1556069820,751835,15220
X,1556069821,753201,11422
X,1556069821,753221,8041
X,1556069822,753145,4809
X,1556069822,753547,4104
X,1556069823,753318,9913
X,1556069823,753282,4290
X,1556069824,754491,53697
X,1556069825,754142,28860
X,1556069825,753548,6818
X,1556069826,752825,17754
X,1556069826,753302,5611
P,1556069827,5087
X,1556069827,753457,3063
X,1556069827,752206,16313
X,1556069828,753682,26041
X,1556069829,755338,32783
X,1556069829,293432,21167
X,1556069830,294834,6611
X,1556069830,293379,1594
X,1556069831,292743,597
X,1556069831,292708,369
X,1556069832,292555,184
X,1556069833,292554,122
X,1556069833,292464,130
X,1556069834,292311,128
X,1556069834,292378,116
X,1556069835,292320,110
O,1556069835,292338,149
O,1556069836,292303,70
O,1556069836,292316,82
O,1556069837,292305,129
O,1556069838,292246,72
O,1556069838,292246,94
O,1556069839,292183,137
O,1556069839,292261,95
O,1556069840,292186,93
O,1556069840,292247,132
O,1556069841,292164,115
O,1556069842,292160,111
O,1556069842,292291,86
O,1556069843,292205,119
O,1556069843,292292,253
O,1556069844,292282,186
O,1556069844,292121,110
O,1556069845,292077,129
O,1556069846,292007,90
O,1556069846,292001,121
O,1556069847,291915,149
O,1556069847,291965,98
O,1556069848,291927,119
O,1556069848,291972,153
O,1556069849,292081,204
O,1556069850,291987,159
O,1556069850,292059,160
O,1556069851,292123,110
O,1556069851,292185,126
O,1556069851,292247,157
O,1556069851,292244,190
O,1556069852,292076,140
O,1556069852,292062,131
O,1556069853,292070,127
O,1556069854,292024,90
O,1556069854,291991,105
O,1556069855,291971,132
O,1556069855,291997,158
O,1556069856,292052,108
P,1556069856,5089
O,1556069856,292010,133
O,1556069857,292040,105
O,1556069858,292022,123
O,1556069858,292072,100
O,1556069859,292081,72
O,1556069859,292059,111
O,1556069860,292082,125
O,1556069860,292105,92
O,1556069861,292056,88
O,1556069862,292023,113
O,1556069862,292049,168
O,1556069863,292076,108
O,1556069863,292053,121
O,1556069864,292058,91
O,1556069864,292089,101
O,1556069865,292045,89
O,1556069866,292052,137
O,1556069866,292103,123
O,1556069867,292044,132
O,1556069867,292045,68
O,1556069868,292005,110
O,1556069868,292040,114
O,1556069869,292015,210
O,1556069869,291938,190
O,1556069870,292069,98
O,1556069871,291951,95
O,1556069871,292011,98
O,1556069872,292041,109
O,1556069872,291943,156
O,1556069873,291961,149
O,1556069873,291875,117
O,1556069874,291860,176
O,1556069875,291937,222
O,1556069875,291922,166
O,1556069876,291908,137
O,1556069876,291860,400
O,1556069877,291945,434
O,1556069877,291970,549
O,1556069878,291962,307
O,1556069879,291999,279
O,1556069879,291989,116
O,1556069880,292077,145
O,1556069880,292016,489
O,1556069881,292282,191
O,1556069881,292318,271
O,1556069882,292357,164
O,1556069882,292241,339
O,1556069883,292038,259
O,1556069884,291935,208
O,1556069884,291965,160
O,1556069885,291893,278
T,1556069885,2865
P,1556069886,5097
P,1556069915,5095
P,1556069944,5097
P,1556069974,5095
P,1556070003,5096
P,1556070033,5095
P,1556070062,5095
D,1556070090,463616
D,1556070092,471552
P,1556070092,5095
D,1556070094,460288
D,1556070096,468736
D,1556070097,467712
D,1556070100,465408
D,1556070102,466944
D,1556070104,467968
D,1556070106,467712
D,1556070108,466432
D,1556070111,466432
D,1556070113,466944
D,1556070115,467712
D,1556070117,446720
R,1556070117,F000000000
X,1556070119,717901,59884
X,1556070120,455415,23502
X,1556070120,292872,9622
X,1556070121,293217,4084
P,1556070121,5086
X,1556070121,293404,1207
X,1556070122,293149,360
X,1556070122,293037,234
X,1556070123,292986,215
X,1556070123,292913,186
X,1556070124,292906,102
X,1556070125,292847,101
X,1556070125,292851,105
X,1556070126,292794,116
O,1556070126,292782,104
O,1556070127,292709,159
O,1556070127,292701,98
O,1556070128,292686,180
O,1556070129,292642,147
