H,1553788800,281190
U,1553788800,0
E,1553788800,1
P,1553788800,5129
P,1553788829,5129
P,1553788858,5130
P,1553788888,5130
P,1553788917,5129
P,1553788946,5129
P,1553788976,5128
P,1553789006,5129
P,1553789035,5131
P,1553789064,5129
P,1553789094,5129
P,1553789123,5131
P,1553789152,5129
P,1553789182,5130
P,1553789211,5129
P,1553789240,5130
P,1553789269,5130
P,1553789300,5130
P,1553789330,5131
P,1553789359,5129
P,1553789389,5130
P,1553789418,5130
P,1553789447,5129
P,1553789476,5130
P,1553789506,5130
P,1553789535,5129
P,1553789564,5131
P,1553789594,5128
D,1553789603,240128
P,1553789624,5129
P,1553789653,5129
P,1553789682,5130
P,1553789712,5129
P,1553789741,5130
P,1553789770,5130
P,1553789799,5128
P,1553789829,5130
P,1553789858,5130
P,1553789888,5131
P,1553789918,5129
P,1553789947,5131
P,1553789976,5129
P,1553790005,5130
P,1553790035,5131
P,1553790064,5130
P,1553790093,5131
O,1553790118,302847,5977
O,1553790118,304444,1657
O,1553790119,303633,429
O,1553790119,301917,4015
O,1553790120,299664,27014
O,1553790120,293365,27619
O,1553790121,297592,23603
O,1553790121,301741,10356
O,1553790122,303526,7790
O,1553790123,297461,11030
O,1553790123,296981,19306
P,1553790123,5123
O,1553790124,294064,20824
O,1553790124,300437,14069
O,1553790125,297785,18772
O,1553790125,297847,17749
O,1553790126,301850,26945
O,1553790127,302988,8191
O,1553790127,300524,8547
O,1553790127,305241,15414
O,1553790127,297135,18192
O,1553790128,293892,13460
O,1553790128,298254,8701
O,1553790129,298355,17990
O,1553790130,300409,13463
O,1553790130,292370,24404
O,1553790131,298436,6757
O,1553790131,297471,19960
O,1553790132,299133,8005
O,1553790132,301578,4367
O,1553790133,297850,5819
O,1553790134,299789,5317
O,1553790134,301392,17022
O,1553790135,299477,11096
O,1553790135,302864,3597
O,1553790136,301234,7994
O,1553790136,299949,37028
O,1553790137,304313,8603
O,1553790137,296696,7426
O,1553790138,295183,14998
O,1553790139,293373,25310
O,1553790139,296857,7739
O,1553790140,297399,8183
O,1553790140,300476,7510
O,1553790141,299738,7637
O,1553790141,301077,6347
O,1553790142,295942,16269
O,1553790143,295613,9594
O,1553790143,296601,22700
O,1553790144,292813,17369
O,1553790144,296414,29990
O,1553790145,298269,11969
O,1553790145,285653,27492
O,1553790146,285455,27085
O,1553790147,294429,9147
O,1553790147,292296,37927
O,1553790148,295155,21518
O,1553790148,299863,4433
O,1553790149,300642,6668
O,1553790149,300020,5310
O,1553790150,302961,7701
O,1553790150,301633,4076
O,1553790151,302848,4759
O,1553790152,302286,7841
O,1553790152,298659,3204
P,1553790152,5122
O,1553790153,297243,8939
O,1553790153,293743,10984
O,1553790154,299009,9458
O,1553790154,301267,3823
O,1553790155,301385,4595
O,1553790156,299881,5709
O,1553790156,300620,2315
O,1553790157,299041,8794
O,1553790157,301132,6724
O,1553790158,301944,3476
O,1553790158,300951,5491
O,1553790159,302010,11738
O,1553790160,301713,2164
O,1553790160,301244,4025
O,1553790161,301959,1548
O,1553790161,301786,3133
O,1553790162,302538,4262
O,1553790162,300702,10447
O,1553790163,301165,7840
O,1553790164,301581,7715
O,1553790164,293166,13655
O,1553790165,288203,30487
O,1553790165,300117,4406
O,1553790166,301527,10543
O,1553790166,299075,5264
O,1553790167,293965,8882
O,1553790167,296371,14627
O,1553790168,297798,9863
O,1553790168,302968,6044
O,1553790168,302945,2252
O,1553790169,301917,4350
O,1553790169,296681,12549
O,1553790170,300178,7191
O,1553790170,302540,12784
O,1553790171,297509,8044
O,1553790172,294670,7326
O,1553790172,297453,11148
T,1553790172,2854
P,1553790182,5128
P,1553790211,5129
P,1553790241,5130
P,1553790270,5128
P,1553790299,5129
P,1553790329,5129
P,1553790358,5130
P,1553790387,5130
P,1553790416,5130
P,1553790446,5130
P,1553790476,5130
P,1553790505,5129
P,1553790535,5130
P,1553790564,5130
P,1553790593,5130
P,1553790622,5128
P,1553790652,5130
P,1553790681,5131
P,1553790710,5130
P,1553790740,5131
P,1553790770,5130
P,1553790799,5129
P,1553790828,5130
P,1553790858,5130
P,1553790887,5129
P,1553790916,5131
P,1553790946,5130
P,1553790975,5131
P,1553791004,5131
P,1553791033,5130
P,1553791064,5131
P,1553791093,5131
P,1553791122,5130
P,1553791152,5130
P,1553791181,5130
P,1553791210,5131
P,1553791239,5131
P,1553791269,5128
P,1553791298,5131
P,1553791327,5130
P,1553791357,5131
P,1553791387,5131
P,1553791416,5130
P,1553791445,5129
P,1553791475,5131
P,1553791504,5131
P,1553791533,5130
P,1553791562,5131
P,1553791592,5130
P,1553791621,5129
P,1553791651,5130
P,1553791681,5129
P,1553791710,5129
