H,1553401513,281190
D,1553401513,454656
D,1553401515,454400
D,1553401517,454400
D,1553401519,454656
D,1553401522,454656
D,1553401524,454912
D,1553401526,454912
D,1553401528,455424
D,1553401530,454656
D,1553401533,455424
D,1553401535,454400
D,1553401537,454656
D,1553401538,455424
P,1553401538,5109
D,1553401540,455168
D,1553401543,454912
D,1553401545,455424
D,1553401547,454144
D,1553401549,455168
D,1553401551,455168
D,1553401554,455168
D,1553401556,452608
D,1553401558,454912
D,1553401560,455424
D,1553401562,455680
D,1553401565,454656
D,1553401567,454912
P,1553401568,5108
D,1553401569,455424
D,1553401571,455168
D,1553401573,455680
D,1553401576,454656
D,1553401578,455680
D,1553401579,454400
D,1553401581,454912
D,1553401583,455424
D,1553401586,455168
D,1553401588,455168
D,1553401590,455168
D,1553401592,454912
D,1553401594,455168
D,1553401597,455424
P,1553401597,5109
D,1553401599,455424
D,1553401601,454400
D,1553401603,455424
D,1553401605,455424
D,1553401608,455168
D,1553401610,455424
D,1553401612,455680
D,1553401614,455936
D,1553401616,455168
D,1553401619,455424
D,1553401620,454912
D,1553401622,454656
D,1553401624,454656
D,1553401626,454400
P,1553401626,5108
R,1553401626,000000000
X,1553401628,691489,4891
X,1553401629,691710,1418
X,1553401629,691705,885
X,1553401630,691517,2410
X,1553401630,691672,1561
X,1553401631,691704,995
X,1553401632,691847,816
X,1553401632,691945,1475
X,1553401633,691895,1330
X,1553401633,691675,1690
X,1553401634,691944,1219
X,1553401634,692083,1690
X,1553401635,691966,1317
X,1553401636,691836,1515
X,1553401636,691500,1777
X,1553401637,691520,1693
X,1553401637,691608,1041
X,1553401638,691821,1766
X,1553401638,691969,1859
X,1553401639,692136,732
X,1553401640,692085,957
X,1553401640,691895,1298
X,1553401641,691629,1585
X,1553401641,691717,988
X,1553401642,691383,1447
X,1553401642,691581,1516
X,1553401643,691620,1714
X,1553401644,691990,1146
X,1553401644,692065,2275
X,1553401645,692144,1498
X,1553401645,691986,1331
X,1553401646,692052,1321
X,1553401646,692366,4359
X,1553401647,691791,3430
X,1553401647,691913,2349
X,1553401648,692008,1431
X,1553401649,691967,877
X,1553401649,692116,1262
X,1553401650,691994,1072
X,1553401650,692155,5560
X,1553401651,692147,3562
X,1553401651,692029,1060
X,1553401652,692053,1867
X,1553401653,691904,1695
X,1553401653,691970,2016
X,1553401654,691915,985
X,1553401654,691853,675
X,1553401655,692008,1130
X,1553401655,691893,1700
X,1553401656,691999,1694
X,1553401657,691983,914
P,1553401657,5101
X,1553401657,692035,913
X,1553401658,692037,690
X,1553401658,691945,930
X,1553401659,691927,821
X,1553401659,691970,908
X,1553401660,692097,581
X,1553401660,692019,910
X,1553401660,691964,1729
X,1553401661,692291,8404
X,1553401661,691931,3185
X,1553401662,692016,1765
X,1553401662,692087,823
X,1553401663,691977,1251
X,1553401663,691970,1026
X,1553401664,692056,1495
X,1553401665,692058,1456
X,1553401665,692059,1132
X,1553401666,692024,1148
X,1553401666,691985,1106
X,1553401667,692034,1437
X,1553401667,692027,902
X,1553401668,692059,1125
X,1553401669,692062,1099
X,1553401669,692065,738
A,1553401669,691956,432
T,1553401669,2784
U,1553401670,0
X,1553401671,692198,1686
X,1553401672,692158,1406
X,1553401672,692091,1243
X,1553401673,692045,1030
X,1553401674,692023,1534
X,1553401674,692020,1136
X,1553401675,692081,1683
X,1553401675,691928,938
X,1553401676,691899,1302
X,1553401676,691956,1585
X,1553401677,691841,1653
X,1553401678,692104,3306
X,1553401678,692046,3083
X,1553401679,691965,3295
X,1553401679,692108,1430
X,1553401680,692002,6613
X,1553401680,692161,1925
X,1553401681,691961,1074
X,1553401681,691960,1119
X,1553401682,691977,927
X,1553401683,692157,10356
X,1553401683,691977,2627
X,1553401684,691780,54217
X,1553401684,691998,1746
X,1553401685,692051,2012
X,1553401685,692092,1906
P,1553401686,5101
X,1553401686,692031,981
X,1553401687,692028,974
X,1553401687,692087,1064
X,1553401688,692080,1249
X,1553401688,692094,1005
X,1553401689,692074,1040
X,1553401689,691986,888
X,1553401690,692027,1537
X,1553401691,691936,1095
X,1553401691,691938,1089
X,1553401692,691949,945
X,1553401692,691715,1141
X,1553401693,691981,2332
X,1553401693,691923,1776
X,1553401694,691828,893
X,1553401695,691903,1022
X,1553401695,692075,897
X,1553401696,692075,1412
X,1553401696,692153,983
X,1553401697,692115,806
X,1553401697,692011,1145
X,1553401698,692004,1162
X,1553401698,692024,1277
X,1553401699,692014,1059
X,1553401700,691917,738
X,1553401700,691850,1361
