H,1553303264,281190
T,1553303264,2800
U,1553303264,0
X,1553303266,780083,2623
X,1553303266,779999,2044
X,1553303267,780000,1825
X,1553303267,780059,1209
X,1553303268,780059,1027
X,1553303268,779994,1741
X,1553303269,780043,1791
X,1553303269,780058,3516
X,1553303270,780050,1252
X,1553303271,780058,1474
X,1553303271,780013,1376
X,1553303272,779819,1255
X,1553303272,780020,1433
X,1553303273,780133,3166
X,1553303273,780123,2405
X,1553303274,779996,2355
X,1553303275,779972,1715
X,1553303275,780027,2103
X,1553303275,780121,1486
X,1553303275,780233,2096
X,1553303276,779910,1699
X,1553303276,780055,2093
X,1553303277,780011,2469
X,1553303278,780214,2763
X,1553303278,779947,1245
X,1553303279,780122,3006
X,1553303279,780101,1196
X,1553303280,780148,1285
X,1553303280,779991,1369
X,1553303281,780105,1884
X,1553303281,780118,2560
X,1553303282,780032,3487
X,1553303283,780057,876
X,1553303283,780123,1669
X,1553303284,780001,4547
X,1553303284,780322,2843
X,1553303285,780190,4418
X,1553303285,780066,2332
X,1553303286,780069,1934
X,1553303287,779999,1296
X,1553303287,780283,1564
X,1553303288,780069,2538
X,1553303288,779887,1688
X,1553303289,779787,1574
X,1553303289,779927,1007
X,1553303290,780015,1177
X,1553303291,780123,1919
X,1553303291,779949,1510
X,1553303292,780183,2915
P,1553303292,5125
X,1553303292,780092,2420
X,1553303293,780330,2129
X,1553303293,780044,1416
X,1553303294,779785,1235
X,1553303295,779858,1569
X,1553303295,779703,2069
X,1553303296,780254,2398
X,1553303296,779973,1773
X,1553303297,779954,1697
X,1553303297,780087,925
X,1553303298,779937,1292
X,1553303298,779852,1736
X,1553303299,779946,3500
X,1553303300,779932,1584
X,1553303300,779998,1830
X,1553303301,780030,1585
X,1553303301,779966,1163
X,1553303302,779986,1628
X,1553303302,780062,3075
X,1553303303,780278,2579
X,1553303304,779936,1452
X,1553303304,780070,2105
X,1553303305,780077,1152
X,1553303305,779936,2175
X,1553303306,780063,1477
X,1553303306,779770,7987
X,1553303307,779797,2525
X,1553303308,779897,2275
X,1553303308,779965,1490
X,1553303309,779902,894
X,1553303309,779583,3616
X,1553303310,779998,2785
X,1553303310,779951,3538
X,1553303311,780089,1441
X,1553303312,780108,1539
X,1553303312,780162,884
X,1553303313,780070,1225
X,1553303313,779992,1647
X,1553303314,780037,2308
X,1553303314,780158,1572
X,1553303315,780005,1813
X,1553303315,780197,1761
X,1553303316,780103,1145
X,1553303316,779968,1410
X,1553303316,780059,1037
X,1553303317,780104,1766
X,1553303317,780191,1647
X,1553303318,780117,1967
X,1553303318,780132,1634
X,1553303319,779971,1318
X,1553303320,779921,1504
X,1553303320,780156,1068
X,1553303321,780144,2217
P,1553303321,5124
X,1553303321,780093,3368
X,1553303322,780016,1760
X,1553303322,780037,731
X,1553303323,780009,1313
X,1553303324,780051,1005
X,1553303324,779995,2500
X,1553303325,779765,2567
X,1553303325,779994,2629
X,1553303326,780121,1915
X,1553303326,780203,948
X,1553303327,780079,1152
X,1553303327,779835,1705
X,1553303328,779868,2080
X,1553303329,780167,2327
X,1553303329,780137,2227
X,1553303330,780098,1746
X,1553303330,780103,1242
X,1553303331,779975,1167
X,1553303331,779948,1683
X,1553303332,779842,1886
X,1553303333,779970,2697
X,1553303333,779849,2126
X,1553303334,779999,1046
X,1553303334,780096,565
X,1553303335,779972,1627
X,1553303335,780037,1961
X,1553303336,779968,2721
X,1553303337,780050,2108
X,1553303337,780136,1975
X,1553303338,780231,1650
X,1553303338,780129,990
X,1553303339,780090,1690
X,1553303339,780142,7938
X,1553303340,780042,2186
X,1553303341,780095,2353
X,1553303341,780218,1590
X,1553303342,780133,1633
X,1553303342,779847,1860
X,1553303343,780551,5533
X,1553303343,779775,1741
X,1553303344,780028,2236
X,1553303344,779783,19581
X,1553303345,779891,904
X,1553303346,779809,1310
X,1553303346,780182,1146
X,1553303347,779748,1147
X,1553303347,780106,1878
X,1553303348,780181,1732
X,1553303348,780084,3310
X,1553303349,780095,2029
X,1553303350,780131,1262
X,1553303350,780122,1555
X,1553303351,780090,1408
P,1553303351,5126
X,1553303351,779994,2294
X,1553303352,779809,3053
X,1553303352,780070,2905
X,1553303353,779998,1893
X,1553303354,779768,1783
X,1553303354,779689,1476
X,1553303355,779933,1538
X,1553303355,779941,948
X,1553303356,779956,2288
X,1553303356,780079,2104
X,1553303357,779997,1513
X,1553303357,77980
