H,1554607817,281190
P,1554607817,5104
P,1554607847,5103
P,1554607877,5102
P,1554607906,5103
P,1554607935,5104
P,1554607965,5103
P,1554607994,5104
P,1554608023,5103
P,1554608053,5102
P,1554608082,5102
P,1554608111,5104
P,1554608140,5104
P,1554608171,5104
P,1554608200,5103
P,1554608229,5103
P,1554608259,5104
P,1554608288,5104
P,1554608317,5104
P,1554608346,5103
P,1554608376,5104
P,1554608405,5104
P,1554608434,5103
P,1554608465,5103
P,1554608494,5104
P,1554608523,5103
P,1554608552,5103
P,1554608582,5104
P,1554608611,5103
P,1554608640,5104
P,1554608670,5104
P,1554608699,5104
P,1554608728,5102
P,1554608758,5103
P,1554608788,5105
P,1554608817,5104
D,1554608818,445952
D,1554608820,456960
D,1554608822,452864
D,1554608825,450560
D,1554608827,455680
D,1554608829,444928
D,1554608831,494848
D,1554608833,451328
D,1554608835,455424
D,1554608837,453632
D,1554608839,453120
D,1554608841,454400
D,1554608843,453632
D,1554608846,453376
P,1554608846,5035
D,1554608848,454656
D,1554608850,452864
D,1554608852,453632
D,1554608854,453888
D,1554608857,452864
D,1554608859,452608
D,1554608861,452864
D,1554608863,453376
D,1554608865,454400
D,1554608868,452864
D,1554608870,454144
D,1554608872,453632
R,1554608872,000000000
X,1554608874,686679,4721
X,1554608874,686970,1455
X,1554608875,687117,1138
X,1554608875,687226,1539
P,1554608875,5096
X,1554608875,687291,1571
X,1554608876,687219,1236
X,1554608876,687316,1788
X,1554608877,687252,1333
X,1554608877,687051,1998
X,1554608878,687280,1385
X,1554608879,687271,23423
X,1554608879,689125,11963
X,1554608880,686986,4178
X,1554608880,687493,1587
X,1554608881,687355,1836
X,1554608881,687428,1374
X,1554608882,687404,7681
X,1554608882,687329,8595
X,1554608883,687562,2444
X,1554608884,687394,1845
X,1554608884,687364,1970
X,1554608885,683112,42662
X,1554608885,679144,16765
X,1554608886,684747,22682
X,1554608886,690362,28709
X,1554608887,687196,27509
X,1554608888,687642,11037
X,1554608888,687530,9351
X,1554608889,686405,392
X,1554608889,688392,20256
X,1554608890,687551,15108
X,1554608890,687519,3614
X,1554608891,687702,1422
X,1554608892,687585,3249
X,1554608892,687564,2257
X,1554608893,687669,2367
X,1554608893,687699,2010
X,1554608894,687500,1571
X,1554608894,687744,2725
X,1554608895,687570,2105
X,1554608896,687520,1480
X,1554608896,687516,2408
X,1554608897,687648,1584
X,1554608897,687718,2385
X,1554608898,687697,1018
X,1554608898,687635,983
X,1554608899,687605,1250
X,1554608899,687669,1857
X,1554608900,687542,1306
X,1554608901,687501,1681
X,1554608901,687656,1905
X,1554608902,687481,1956
X,1554608902,687395,1423
X,1554608903,687362,1995
X,1554608903,687446,2156
X,1554608904,688124,9029
X,1554608905,683747,43998
P,1554608905,5093
X,1554608905,687773,7438
X,1554608906,687646,5208
X,1554608906,687160,42592
X,1554608907,687523,3741
X,1554608907,687284,1710
X,1554608908,687291,1979
X,1554608909,687385,1281
X,1554608909,687427,1402
X,1554608910,687355,1678
X,1554608910,687548,2013
X,1554608911,687448,39531
X,1554608911,687360,3494
X,1554608912,687989,15221
X,1554608913,688744,32556
X,1554608913,687614,35823
X,1554608914,686707,8443
X,1554608914,685912,33641
X,1554608915,688086,7584
X,1554608915,687699,1413
X,1554608916,687757,2526
X,1554608916,687763,1471
X,1554608916,686915,24968
X,1554608917,687916,11031
X,1554608917,684485,46524
X,1554608918,687283,4832
X,1554608918,686960,37250
X,1554608919,687605,2378
X,1554608919,687473,1668
X,1554608920,687541,1540
X,1554608921,687580,1433
X,1554608921,687576,1330
X,1554608922,687532,1477
X,1554608922,687426,2266
X,1554608923,687504,1463
X,1554608923,687297,1496
X,1554608924,687198,2002
X,1554608925,687247,1363
X,1554608925,687270,1520
X,1554608926,687514,1793
X,1554608926,687500,1500
X,1554608927,687543,1375
X,1554608927,687594,1336
X,1554608928,687715,9248
X,1554608928,687451,2758
X,1554608929,687537,1649
X,1554608930,687544,1771
X,1554608930,687502,1880
X,1554608931,687729,1591
X,1554608931,687531,1391
X,1554608932,687704,1201
X,1554608932,687496,2267
X,1554608933,687648,1761
X,1554608934,687386,1786
P,1554608934,5096
X,1554608934,687223,1996
X,1554608935,687255,1546
X,1554608935,687215,2185
X,1554608936,687167,1730
X,1554608936,687441,2704
X,1554608937,687589,1824
X,1554608938,687587,1314
X,1554608938,687428,2546
X,1554608939,687466,2003
X,1554608939,687525,1664
X,1554608940,687245,1900
X,1554608940,687572,1643
X,1554608941,687474,1741
X,1554608942,687592,1105
X,1554608942,687605,2122
