H,1552179216,281190
D,1552179216,422912
D,1552179218,422656
R,1552179218,700D9CE41
X,1552179219,650993,41203
X,1552179219,643467,45441
X,1552179220,649390,4476
X,1552179221,650386,18637
X,1552179221,649775,58045
X,1552179222,649910,48037
X,1552179222,648735,40165
X,1552179223,650484,31296
X,1552179223,651121,20664
X,1552179224,649429,39199
X,1552179225,646652,18458
X,1552179225,655742,64180
X,1552179226,649109,32437
X,1552179226,648199,54232
X,1552179227,650567,7922
X,1552179227,650686,26198
X,1552179228,650907,10342
X,1552179228,651311,9105
X,1552179229,650543,11372
X,1552179230,649534,22453
X,1552179230,650018,18822
X,1552179231,650089,2703
X,1552179231,650275,5741
X,1552179232,650577,5534
X,1552179232,650721,3042
X,1552179233,651049,4846
X,1552179234,651111,3652
X,1552179234,650609,926
X,1552179235,649102,1863
X,1552179235,649624,1553
X,1552179236,649462,1751
X,1552179236,649506,1807
X,1552179237,649518,1050
X,1552179238,650058,1343
X,1552179238,650164,1209
X,1552179239,649795,1229
X,1552179239,649756,1954
X,1552179240,649568,1199
P,1552179240,5141
X,1552179240,649178,15357
X,1552179241,649498,2211
X,1552179241,649819,3687
X,1552179242,648790,11312
X,1552179243,650167,3187
X,1552179243,650874,11272
X,1552179244,650630,44457
X,1552179244,649027,56957
X,1552179245,649610,27844
X,1552179245,652755,63225
X,1552179246,648481,10946
X,1552179247,650163,1838
X,1552179247,650204,2399
X,1552179248,650100,2219
X,1552179248,649972,22903
X,1552179249,650369,6692
X,1552179249,651175,850
X,1552179250,651047,1782
X,1552179251,650856,1765
X,1552179251,650866,1233
X,1552179252,650926,1165
X,1552179252,651301,1205
X,1552179253,651424,2402
X,1552179253,652208,1561
X,1552179254,651780,1558
X,1552179255,651514,1038
X,1552179255,651849,1091
X,1552179256,651574,1071
X,1552179256,651378,2364
X,1552179257,652025,12522
X,1552179257,651099,6128
X,1552179258,650816,1276
X,1552179258,651051,1138
X,1552179259,650594,1713
X,1552179259,649485,1172
X,1552179259,648397,2725
X,1552179260,650424,2435
X,1552179260,650511,889
X,1552179261,650208,3434
X,1552179261,650155,615
X,1552179262,649827,896
X,1552179263,650298,1156
X,1552179263,650988,1644
X,1552179264,651238,1043
X,1552179264,651662,1537
X,1552179265,650479,1662
X,1552179265,649739,1657
X,1552179266,650112,2274
X,1552179267,651296,2043
X,1552179267,651267,964
X,1552179268,651148,1758
X,1552179268,650717,1818
X,1552179269,651019,785
X,1552179269,650613,1258
P,1552179269,5145
X,1552179270,650821,726
X,1552179271,650842,1563
X,1552179271,650719,1636
X,1552179272,650589,1315
X,1552179272,651294,782
X,1552179273,651574,1334
X,1552179273,651410,1946
X,1552179274,650314,1268
X,1552179274,650632,866
X,1552179275,650738,333
X,1552179276,650731,1042
X,1552179276,650849,1183
X,1552179277,651099,1345
X,1552179277,651392,654
X,1552179278,650756,1737
X,1552179278,650850,1548
X,1552179279,649378,2495
X,1552179280,648919,1572
X,1552179280,649389,1008
X,1552179281,650371,1762
X,1552179281,650308,1631
X,1552179282,650735,1647
X,1552179282,650683,1240
X,1552179283,650931,3052
X,1552179284,650135,15368
X,1552179284,651174,6847
X,1552179285,651341,17738
X,1552179285,651636,10322
X,1552179286,650920,14190
X,1552179286,650846,19396
X,1552179287,650577,5740
X,1552179287,650967,12148
X,1552179288,650879,11497
X,1552179289,651099,4196
X,1552179289,650155,1092
X,1552179290,649528,1903
X,1552179290,649368,956
X,1552179291,649565,1149
X,1552179291,650047,1374
X,1552179292,650634,714
X,1552179293,650815,1208
X,1552179293,650452,1240
X,1552179294,650216,804
X,1552179294,650467,602
X,1552179295,650631,1079
X,1552179295,650672,1833
X,1552179296,650143,2041
X,1552179297,649778,1936
X,1552179297,650183,563
X,1552179298,650559,577
X,1552179298,651037,930
X,1552179299,651393,1332
X,1552179299,651133,1525
P,1552179300,5143
X,1552179300,650680,1441
X,1552179300,650872,1652
X,1552179300,651312,924
A,1552179300,650660,2024
T,1552179300,2813
U,1552179301,52801
X,1552179302,651086,1948
X,1552179303,650348,1112
X,1552179303,650014,1293
X,1552179304,650451,1360
X,1552179304,650457,914
X,1552179305,650184,774
X,1552179305,650990,1610
X,1552179306,651512,1295
X,1552179307,649652,1438
X,1552179307,649398,1403
X,1552179308,650263,815
X,1552179308,650898,1035
X,1552179309,651319,1486
X,1552179309,650896,1520
X,1552179310,650999,2499
X,1552179311,651713,1378
