H,1551977368,281190
P,1551977368,5228
P,1551977398,5229
P,1551977428,5230
P,1551977458,5228
P,1551977488,5230
P,1551977517,5229
P,1551977546,5229
P,1551977575,5228
P,1551977605,5229
P,1551977634,5228
P,1551977663,5229
P,1551977693,5229
P,1551977723,5229
P,1551977752,5227
P,1551977781,5229
P,1551977811,5228
P,1551977840,5231
P,1551977869,5229
P,1551977899,5230
P,1551977928,5230
P,1551977957,5227
P,1551977986,5228
P,1551978017,5228
P,1551978046,5228
P,1551978075,5229
P,1551978104,5230
P,1551978134,5227
P,1551978163,5230
P,1551978192,5229
P,1551978222,5227
P,1551978251,5229
P,1551978280,5230
P,1551978310,5229
P,1551978340,5229
P,1551978369,5229
P,1551978398,5229
P,1551978428,5229
P,1551978457,5228
P,1551978486,5229
P,1551978515,5229
P,1551978545,5228
P,1551978574,5230
P,1551978604,5227
P,1551978634,5229
P,1551978663,5229
P,1551978692,5228
P,1551978721,5228
P,1551978751,5230
P,1551978780,5229
P,1551978809,5229
P,1551978839,5229
P,1551978868,5229
P,1551978898,5229
P,1551978927,5229
P,1551978957,5229
P,1551978986,5229
P,1551979015,5228
P,1551979045,5228
P,1551979074,5229
P,1551979103,5230
P,1551979132,5230
P,1551979162,5229
P,1551979192,5228
P,1551979221,5228
P,1551979251,5230
P,1551979280,5228
P,1551979309,5229
P,1551979338,5229
O,1551979341,298396,1692
O,1551979341,298733,970
O,1551979342,297947,782
O,1551979342,298726,424
O,1551979343,298264,436
O,1551979344,298436,279
O,1551979344,298423,396
O,1551979345,298305,452
O,1551979345,298339,345
O,1551979346,298188,585
O,1551979346,298337,771
O,1551979347,298792,552
O,1551979348,298280,277
O,1551979348,298199,475
O,1551979349,298523,1076
O,1551979349,299169,1060
O,1551979350,298901,508
O,1551979350,298383,542
O,1551979351,298476,377
O,1551979352,298484,156
O,1551979352,298590,805
O,1551979353,298171,1329
O,1551979353,298703,1199
O,1551979354,299726,1373
O,1551979354,298987,751
O,1551979355,298131,1193
O,1551979356,298577,500
O,1551979356,298537,155
O,1551979357,298224,234
O,1551979357,298368,284
O,1551979358,298410,157
O,1551979358,298378,98
O,1551979359,298311,244
O,1551979359,298434,164
O,1551979360,298591,114
O,1551979361,298619,192
O,1551979361,298600,369
O,1551979362,298933,680
O,1551979362,298686,1228
O,1551979363,298520,476
O,1551979363,298542,773
O,1551979364,298306,519
O,1551979365,298452,302
O,1551979365,298628,595
O,1551979366,298630,577
O,1551979366,298743,442
O,1551979367,298359,211
O,1551979367,298320,166
O,1551979368,298318,126
P,1551979368,5220
O,1551979369,298552,417
O,1551979369,298450,160
O,1551979370,298257,191
O,1551979370,298271,77
O,1551979371,298222,123
O,1551979371,298274,112
O,1551979372,298368,275
O,1551979372,298603,344
O,1551979373,298798,889
O,1551979374,299253,438
O,1551979374,299054,431
O,1551979375,298546,320
O,1551979375,298410,347
O,1551979375,298170,342
O,1551979375,298213,127
O,1551979376,298369,204
O,1551979377,298687,356
O,1551979377,298503,371
O,1551979378,298379,244
O,1551979378,298476,294
O,1551979379,298319,475
O,1551979379,298377,225
O,1551979380,298210,257
O,1551979381,298254,202
O,1551979381,298119,134
O,1551979382,298085,212
O,1551979382,298273,333
O,1551979383,298170,247
O,1551979383,298356,503
O,1551979384,298359,713
O,1551979385,298093,140
O,1551979385,298348,311
O,1551979386,298455,150
O,1551979386,298453,244
O,1551979387,298406,386
O,1551979387,298238,180
O,1551979388,298231,282
O,1551979388,298309,392
O,1551979389,298438,72
O,1551979390,298441,47
O,1551979390,298381,202
O,1551979391,298322,504
O,1551979391,298285,295
O,1551979392,298390,159
O,1551979392,298375,255
O,1551979393,298374,171
O,1551979394,298396,124
O,1551979394,298475,144
O,1551979395,298504,168
O,1551979395,298565,89
O,1551979396,298490,214
O,1551979396,298443,141
T,1551979397,2806
P,1551979397,5228
P,1551979426,5227
P,1551979456,5229
P,1551979486,5228
P,1551979515,5227
P,1551979544,5229
P,1551979574,5229
P,1551979603,5228
P,1551979632,5228
P,1551979662,5228
P,1551979691,5227
P,1551979720,5228
P,1551979749,5229
P,1551979780,5229
P,1551979809,5229
P,1551979838,5229
P,1551979867,5227
P,1551979897,5226
P,1551979926,5228
P,1551979955,5229
P,1551979985,5229
P,1551980014,5229
P,1551980043,5227
P,1551980074,5227
P,1551980104,5228
P,1551980133,5227
P,1551980162,5227
P,1551980192,5229
P,1551980221,5229
P,1551980250,5229
P,1551980279,5228
P,1551980309,5229
