H,1553223794,281190
X,1553223794,757835,683
X,1553223794,758136,1589
X,1553223795,758602,1222
X,1553223795,758375,1497
X,1553223796,757672,1180
X,1553223796,758019,868
X,1553223797,757913,1456
X,1553223798,758250,1078
X,1553223798,758082,1171
X,1553223799,758062,1365
X,1553223799,757972,1284
X,1553223800,758543,1145
P,1553223800,5074
X,1553223800,758059,2070
X,1553223800,757849,917
X,1553223800,757661,1325
X,1553223801,757851,51210
X,1553223802,758027,11886
X,1553223802,757809,13027
X,1553223803,758065,6190
X,1553223803,758633,5507
X,1553223804,758399,1899
X,1553223804,757835,4384
X,1553223805,758342,1387
X,1553223806,758186,1750
X,1553223806,758452,5328
X,1553223807,758160,1819
X,1553223807,758539,2460
X,1553223808,757780,2786
X,1553223808,758388,2995
X,1553223809,758288,1686
X,1553223810,758999,14973
X,1553223810,758801,2962
X,1553223811,758600,1474
X,1553223811,758517,1649
X,1553223812,758197,17019
X,1553223812,756984,18786
X,1553223813,758804,13957
X,1553223813,758204,3910
X,1553223814,758095,4032
X,1553223815,758279,2616
X,1553223815,758287,1475
X,1553223816,758050,2059
X,1553223816,758153,1047
X,1553223817,758188,1231
X,1553223817,757927,1930
X,1553223818,758126,2040
X,1553223819,758151,2096
X,1553223819,757873,4191
X,1553223820,758504,6820
X,1553223820,757421,38757
X,1553223821,758453,4430
X,1553223821,758191,5032
X,1553223822,757990,1459
X,1553223823,757557,1511
X,1553223823,758021,1645
X,1553223824,758246,1278
X,1553223824,758034,1150
X,1553223825,757926,1429
X,1553223825,757992,1326
X,1553223826,757426,2327
X,1553223827,758078,10679
X,1553223827,757972,3179
X,1553223828,757918,1782
X,1553223828,758319,925
X,1553223829,758481,1951
P,1553223829,5105
X,1553223829,757960,1135
X,1553223830,758658,1685
X,1553223830,758512,2562
X,1553223831,758449,1164
X,1553223832,758494,988
X,1553223832,758629,630
X,1553223833,758357,875
X,1553223833,758214,975
X,1553223834,758435,1069
X,1553223834,758262,1704
X,1553223835,758087,1212
X,1553223836,758179,1017
X,1553223836,757997,1216
X,1553223837,758110,933
A,1553223837,758171,907
T,1553223837,2755
U,1553223837,0
X,1553223839,758494,1014
X,1553223839,758626,826
X,1553223840,758633,742
X,1553223840,758550,1460
X,1553223841,758326,1350
X,1553223841,758376,1455
X,1553223841,757875,1381
X,1553223842,757990,1853
X,1553223842,757598,1249
X,1553223843,757626,1986
X,1553223843,757674,1346
X,1553223844,757804,1030
X,1553223844,758420,1670
X,1553223845,758193,1156
X,1553223846,758028,1111
X,1553223846,758187,1023
X,1553223847,758193,1471
X,1553223847,758051,1941
X,1553223848,757884,873
X,1553223848,758130,1083
X,1553223849,758162,1114
X,1553223850,758230,1774
X,1553223850,757785,1048
X,1553223851,757921,2187
X,1553223851,758194,954
X,1553223852,758399,1227
X,1553223852,758079,1199
X,1553223853,758072,1369
X,1553223854,757432,2473
X,1553223854,757943,1850
X,1553223855,757738,1555
X,1553223855,758094,895
X,1553223856,757680,1168
X,1553223856,757786,1506
X,1553223857,757928,1413
X,1553223858,758046,2068
X,1553223858,758120,1275
P,1553223858,5106
X,1553223859,758249,1412
X,1553223859,758281,769
X,1553223860,758532,4150
X,1553223860,758233,1942
X,1553223861,758613,2205
X,1553223861,758043,1293
X,1553223862,758184,864
X,1553223863,758126,1026
X,1553223863,758041,1165
X,1553223864,758338,1806
X,1553223864,758311,1532
X,1553223865,758286,1084
X,1553223865,758079,2032
X,1553223866,758257,13331
X,1553223867,758202,1789
X,1553223867,758232,1784
X,1553223868,758360,1187
X,1553223868,758282,1517
X,1553223869,758225,1521
X,1553223869,758156,1260
X,1553223870,758422,954
X,1553223871,758051,1125
X,1553223871,758330,1286
X,1553223872,758334,1319
X,1553223872,757906,1350
X,1553223873,758151,1205
X,1553223873,758086,1257
X,1553223874,758041,1702
X,1553223874,758157,1247
X,1553223875,758215,667
X,1553223876,757973,2314
X,1553223876,758457,2314
X,1553223877,758168,1030
X,1553223877,758107,1492
X,1553223878,758177,1819
X,1553223878,758291,928
X,1553223879,758225,1020
X,1553223880,758447,896
X,1553223880,758340,1262
X,1553223881,758621,1554
X,1553223881,758367,1262
X,1553223882,758316,1066
X,1553223882,758356,946
X,1553223882,758316,697
X,1553223883,758465,1000
X,1553223883,758414,1631
X,1553223884,758358,1667
X,1553223884,758236,1286
X,1553223885,758017,693
X,1553223885,758068,1129
