H,1552267249,281190
T,1552267249,2781
R,1552267249,700D9CE41
X,1552267251,675010,530
X,1552267251,675046,1041
X,1552267252,674843,765
X,1552267252,674971,1020
X,1552267253,674892,834
X,1552267253,674733,678
X,1552267254,675001,4857
X,1552267255,674350,4904
X,1552267255,674644,1309
X,1552267256,674009,13199
X,1552267256,674807,6423
X,1552267257,674953,16878
X,1552267257,674543,35678
X,1552267258,677054,41020
P,1552267258,5114
X,1552267259,674174,31293
X,1552267259,675660,22436
X,1552267260,675116,26076
X,1552267260,675657,18889
X,1552267261,675597,1938
X,1552267261,675264,10710
X,1552267262,675244,2111
X,1552267262,674960,11553
X,1552267263,675671,20366
X,1552267264,676233,35806
X,1552267264,675076,48159
X,1552267265,674985,27396
X,1552267265,673985,20135
X,1552267265,674408,16553
X,1552267265,674027,23055
X,1552267266,674508,17038
X,1552267267,674955,14993
X,1552267267,674680,6873
X,1552267268,674400,10634
X,1552267268,675134,1310
X,1552267269,675119,796
X,1552267269,675151,773
X,1552267270,675244,1333
X,1552267271,674983,14828
X,1552267271,675041,19668
X,1552267272,675244,36859
X,1552267272,675668,22788
X,1552267273,675159,13215
X,1552267273,675088,8297
X,1552267274,674883,10058
X,1552267275,675279,25210
X,1552267275,675339,23811
X,1552267276,675378,10372
X,1552267276,675218,2154
X,1552267277,675130,1351
X,1552267277,674942,1213
X,1552267278,674789,9227
X,1552267278,674661,52315
X,1552267279,675067,11024
X,1552267280,675221,3562
X,1552267280,675336,894
X,1552267281,675458,639
X,1552267281,675397,1270
X,1552267282,675264,1482
X,1552267282,675187,1050
X,1552267283,675132,1085
X,1552267284,675169,860
X,1552267284,675327,1189
X,1552267285,675057,1464
X,1552267285,676748,37210
X,1552267286,674727,26011
X,1552267286,674173,9014
X,1552267287,674860,30309
P,1552267287,5145
X,1552267288,674551,4157
X,1552267288,675170,2336
X,1552267289,675233,1231
X,1552267289,675031,12362
X,1552267290,675234,15364
X,1552267290,675352,1469
X,1552267291,673930,7432
X,1552267292,674735,17913
X,1552267292,674871,18377
X,1552267293,674729,17017
X,1552267293,675446,11885
X,1552267294,675206,18454
X,1552267294,674853,12673
X,1552267295,675005,10486
X,1552267295,675297,6493
X,1552267296,674860,20837
X,1552267297,674910,4592
X,1552267297,674857,635
X,1552267298,674841,9095
X,1552267298,675233,15770
X,1552267299,672289,27310
X,1552267299,674036,32674
X,1552267300,674118,16660
X,1552267301,675249,25638
X,1552267301,674321,16757
X,1552267302,676580,39305
X,1552267302,675062,23986
X,1552267303,674510,32873
X,1552267303,674815,11220
X,1552267304,675711,4895
X,1552267305,675099,13274
X,1552267305,676780,9547
X,1552267306,673741,11069
X,1552267306,676189,7712
X,1552267306,670342,16455
X,1552267306,660635,11878
X,1552267307,662776,25150
X,1552267307,671178,12603
X,1552267308,665296,61465
X,1552267309,665246,57470
X,1552267309,679901,23303
X,1552267310,671357,47655
X,1552267310,665244,21492
X,1552267311,665838,9926
X,1552267311,664081,7070
X,1552267312,670664,7289
X,1552267313,677263,32375
X,1552267313,674902,22908
X,1552267314,675507,58655
X,1552267314,682732,37444
X,1552267315,674950,14234
X,1552267315,677634,46044
X,1552267316,673761,29884
P,1552267316,5145
X,1552267317,675590,32749
X,1552267317,676011,19630
X,1552267318,675443,7629
X,1552267318,681094,16107
X,1552267319,666221,59680
X,1552267319,667030,30598
X,1552267320,676580,52978
X,1552267321,676326,1496
X,1552267321,671557,41194
X,1552267322,678503,38977
X,1552267322,674239,32704
X,1552267323,674886,11859
X,1552267323,675144,27678
X,1552267324,674088,24439
X,1552267324,677626,37113
X,1552267325,674080,27184
X,1552267326,676553,53943
X,1552267326,675180,34072
X,1552267327,674992,3166
X,1552267327,675017,3229
X,1552267328,674961,1882
X,1552267328,674905,1345
X,1552267329,674879,1835
X,1552267330,675109,1290
X,1552267330,674920,1148
X,1552267331,674891,1548
X,1552267331,675028,1596
X,1552267332,674881,660
X,1552267332,675001,1600
X,1552267333,675071,1742
X,1552267334,674989,1448
X,1552267334,675082,1479
X,1552267335,675028,1530
X,1552267335,675024,1777
X,1552267336,675024,1533
X,1552267336,674771,1174
X,1552267337,674846,1546
X,1552267338,674894,2926
X,1552267338,674804,1304
X,1552267339,674832,1196
X,1552267339,674704,925
X,1552267340,674823,1417
X,1552267340,675308,10630
X,1552267341,676633,44436
X,1552267341,672718,62469
X,1552267342,673843,12240
X,1552267343,674555,20559
