H,1552668569,281190
P,1552668569,5153
P,1552668598,5151
P,1552668627,5153
P,1552668657,5151
P,1552668686,5153
P,1552668716,5152
P,1552668745,5153
P,1552668775,5153
P,1552668804,5152
P,1552668833,5152
P,1552668863,5154
P,1552668892,5153
P,1552668921,5153
P,1552668950,5154
P,1552668980,5152
P,1552669010,5153
P,1552669039,5152
P,1552669068,5154
P,1552669098,5153
P,1552669127,5152
P,1552669156,5153
P,1552669186,5153
P,1552669215,5154
P,1552669244,5152
P,1552669273,5152
P,1552669304,5152
P,1552669333,5154
P,1552669362,5153
P,1552669392,5153
P,1552669421,5153
P,1552669450,5154
P,1552669479,5153
P,1552669509,5154
P,1552669538,5153
P,1552669567,5154
P,1552669598,5154
P,1552669627,5149
P,1552669656,5154
P,1552669686,5153
P,1552669716,5152
P,1552669745,5152
P,1552669774,5154
P,1552669804,5153
P,1552669833,5154
P,1552669862,5153
P,1552669892,5151
P,1552669922,5153
P,1552669951,5153
P,1552669980,5153
P,1552670010,5153
P,1552670039,5152
P,1552670068,5153
P,1552670097,5152
P,1552670127,5155
P,1552670156,5153
P,1552670186,5153
P,1552670216,5153
P,1552670245,5154
P,1552670274,5151
P,1552670303,5153
P,1552670333,5153
P,1552670362,5153
P,1552670391,5152
P,1552670421,5152
P,1552670450,5154
P,1552670480,5154
P,1552670509,5152
P,1552670539,5153
P,1552670568,5154
P,1552670597,5152
O,1552670621,275254,9034
O,1552670622,281496,239
O,1552670622,280858,997
O,1552670623,279449,614
O,1552670623,279503,661
O,1552670624,279253,747
O,1552670625,282159,1083
O,1552670625,282633,1654
O,1552670626,283996,1739
O,1552670626,285215,380
O,1552670627,285203,273
P,1552670627,5145
O,1552670627,285189,706
O,1552670627,284373,788
O,1552670628,284507,385
O,1552670628,285092,517
O,1552670629,285834,421
O,1552670629,286017,427
O,1552670630,286419,327
O,1552670630,287019,1354
O,1552670631,287417,439
O,1552670632,286822,726
O,1552670632,286120,507
O,1552670633,285738,462
O,1552670633,285076,555
O,1552670634,284960,366
O,1552670634,285093,410
O,1552670635,285162,320
O,1552670635,284792,451
O,1552670636,284563,428
O,1552670637,284400,705
O,1552670637,284312,450
O,1552670638,284433,359
O,1552670638,284480,154
O,1552670639,284244,254
O,1552670639,284337,329
O,1552670640,284244,151
O,1552670641,284126,250
O,1552670641,284034,784
O,1552670642,284033,991
O,1552670642,283264,575
O,1552670643,283495,304
O,1552670643,283280,460
O,1552670644,283461,210
O,1552670645,283440,216
O,1552670645,283291,203
O,1552670646,283071,256
O,1552670646,283204,477
O,1552670647,283433,222
O,1552670647,283436,182
O,1552670648,283611,178
O,1552670649,283155,886
O,1552670649,282713,399
O,1552670650,282833,405
O,1552670650,283028,182
O,1552670651,282641,875
O,1552670651,281804,775
O,1552670652,281701,526
O,1552670652,281383,430
O,1552670653,281278,770
O,1552670654,281062,248
O,1552670654,281026,404
O,1552670655,280645,635
O,1552670655,280431,1002
O,1552670656,281320,1911
P,1552670656,5145
O,1552670656,281055,1895
O,1552670657,280722,935
O,1552670658,281193,413
O,1552670658,280594,889
O,1552670659,280078,701
O,1552670659,280032,272
O,1552670660,280604,575
O,1552670660,280287,457
O,1552670661,280538,317
O,1552670662,280602,505
O,1552670662,280496,478
O,1552670663,280606,314
O,1552670663,280491,253
O,1552670664,280636,312
O,1552670664,280869,516
O,1552670665,281040,386
O,1552670666,280779,300
O,1552670666,280472,536
O,1552670667,280127,409
O,1552670667,280083,380
O,1552670668,280373,238
O,1552670668,280458,215
O,1552670668,280506,126
O,1552670668,280792,228
O,1552670669,281058,437
O,1552670670,281100,177
O,1552670670,280955,242
O,1552670671,280852,551
O,1552670671,281038,265
O,1552670672,280799,628
O,1552670672,280902,344
O,1552670673,280858,633
O,1552670674,280516,436
O,1552670674,280361,623
O,1552670675,279904,1055
O,1552670675,279165,1284
O,1552670676,279676,614
T,1552670676,2826
P,1552670685,5154
P,1552670714,5154
P,1552670744,5152
P,1552670774,5153
P,1552670803,5154
P,1552670832,5152
P,1552670862,5154
P,1552670891,5154
P,1552670920,5154
P,1552670950,5153
P,1552670979,5154
P,1552671008,5153
P,1552671037,5152
P,1552671068,5154
P,1552671097,5153
P,1552671126,5154
P,1552671156,5152
P,1552671185,5154
P,1552671214,5152
P,1552671243,5153
P,1552671273,5155
P,1552671302,5153
P,1552671331,5153
P,1552671362,5153
P,1552671391,5155
P,1552671420,5154
P,1552671449,5155
P,1552671479,5154
P,1552671508,5154
